scientific_name;genus;specific_epithet;species_author;collector_id;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;specificEpithet;orig_recby;orig_detby;country_iso3;status;accepted_name;ipni_no;huh_name;geo_col;wiki_url
Monoon mindanaense (Elmer) B.Xue & R.M.K.Saunders;Enicosanthum;mindanaense;(Elmer) B.Xue & R.M.K.Saunders;0;Reynoso, EJ;"Reynoso, EJ; Majaducon, RS PPI 24429 ";Reynoso;24429;;0;3.0;7.0;1996.0;Nurmawati, S;2017-08-01T00:00:00;1.0;8.0;2017.0;PH;Philippines;0;Philippines, Palawan, Palawan, Mt. Cleopatra Ranges, So. Calabyog, Brgy. Tanabag, Puerto Princesa.;0;118.983333;10.116667;;Botany;L1759977;L.1759977;Reynoso;0.0;"Reynoso EJ; Majaducon RS";Nurmawati S;PHL;SYNONYM;Monoon mindanaense;https://ipni.org/n/72968-1;Reynoso, Ernesto J.;Philippines;0
Miliusa vidalii J.Sinclair;Miliusa;vidalii;J.Sinclair;0;Reynoso, EJ;"Reynoso, EJ; Majaducon, RS PPI 24488 ";Reynoso;24488;;0;7.0;7.0;1996.0;Mols, JB;2004-03-01T00:00:00;1.0;3.0;2004.0;PH;Philippines;0;Mt. Cleopatra Range, So. Calabayog, Brgy. Tinapag, Puerto Princesa.;0;118.983667;10.117333;;Botany;L3993727;L.3993727;Reynoso;0.0;"Reynoso EJ; Majaducon RS";Mols JB;PHL;ACCEPTED;Miliusa vidalii;https://ipni.org/n/73962-1;Reynoso, Ernesto J.;Philippines;0
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;ophthalmicus;(Roxb. ex G.Don) J.Sinclair;0;Reynoso, EJ;"Reynoso, EJ; Fuentes, RE PPI 24744 ";Reynoso;24744;;0;30.0;8.0;1996.0;;;;;;PH;Philippines;0;Romblon Province. Mt. Can-ayong, So. Bunga, Brgy. Marigondon Sur, San Andres.;0;122.046667;12.516833;;Botany;L1758758;L.1758758;Reynoso;0.0;"Reynoso EJ; Fuentes RE";;PHL;ACCEPTED;Phaeanthus ophthalmicus;https://ipni.org/n/74450-1;Reynoso, Ernesto J.;Philippines;0
Goniothalamus elmeri Merr.;Goniothalamus;elmeri;Merr.;0;Reynoso, EJ;"Reynoso, EJ; Sagcal, E; Garcia, HG PPI 7169 ";Reynoso;7169;;0;8.0;8.0;1992.0;;;;;;PH;Philippines;0;Northern Luzon, Ifugao, Bangaan View Point, Banaue.;0;121.061842;16.913559;;Botany;L3966275;L.3966275;Reynoso;0.0;"Reynoso EJ; Sagcal E; Garcia HG";;PHL;ACCEPTED;Goniothalamus elmeri;https://ipni.org/n/73186-1;Reynoso, Ernesto J.;Philippines;0
Uvaria sorzogonensis C.Presl;Uvaria;littoralis;(Blume) Blume;0;Reynoso, EJ;Reynoso, EJ PNH 87740 ;Reynoso;87740;;0;29.0;11.0;1963.0;Mendoza, DR;1964-02-01T00:00:00;1.0;2.0;1964.0;PH;Philippines;0;Tabon, Quezon, Palawan.;0;117.9946;9.2388;;Botany;L1768683;L.1768683;Reynoso;0.0;Reynoso EJ;Mendoza DR;PHL;ACCEPTED;Uvaria littoralis;https://ipni.org/n/75784-1;Reynoso, Ernesto J.;Philippines;0
Dasymaschalon clusiflorum (Merr.) Merr.;Dasymaschalon;clusiflorum;(Merr.) Merr.;0;Ridsdale, CE;Ridsdale, CE  1102 ;Ridsdale;1102;;0;27.0;10.0;1985.0;Nurmawati, S;2003-06-05T00:00:00;5.0;6.0;2003.0;PH;Philippines;0;Forest N. of Tagburos, c. km 17 N. of P. Princessa.;0;118.743;9.8279;;Botany;L1756240;L.1756240;Ridsdale;0.0;Ridsdale CE;Nurmawati S;PHL;ACCEPTED;Dasymaschalon clusiflorum;https://ipni.org/n/72729-1;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;0
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;(Merr.) Heusden;0;Ridsdale, CE;Ridsdale, CE  1200 ;Ridsdale;1200;;0;19.0;4.0;1984.0;Heusden, ECH van;;;;;PH;Philippines;0;Inland San Teodoro at & above Subaan R.;0;121.0;13.366667;;Botany;L1757055;L.1757055;Ridsdale;0.0;Ridsdale CE;Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;0
Mitrephora weberi Merr.;Mitrephora;weberi;Merr.;0;Ridsdale, CE;Ridsdale, CE  1334 , Ridsdale, CE  1334 , Ridsdale, CE  1334 ;Ridsdale;1334;;0;20.0;5.0;1986.0;nan, nan, nan;;;;;PH;Philippines;0;Santa cruz;0;120.0;16.285186;<NA>, <NA>, <NA>;Botany, Botany, Botany;L1762074, L1762073, L0197228;L.1762074, L.1762073, L  0197228;Ridsdale;;;;PHL;ACCEPTED;Mitrephora weberi;https://ipni.org/n/74055-1;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;0
Artabotrys suaveolens (Blume) Blume;Artabotrys;suaveolens;(Blume) Blume;0;Ridsdale, CE;Ridsdale, CE SMHI 15 , Ridsdale, CE SMHI 15 , Ridsdale, CE SMHI 15 , Ridsdale, CE SMHI 15 , Ridsdale, CE SMHI 15 ;Ridsdale;15;;0;11.0;3.0;1984.0;nan, nan, nan, nan, nan;;;;;PH;Philippines;0;Irawan River valley head on the lower slopes of Mt. Beaufort.;0;118.633333;9.816667;<NA>, <NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany, Botany;L1749683, L1749686, L1749685, L1749684, L0181877;L.1749683, L.1749686, L.1749685, L.1749684, L  0181877;Ridsdale;;;;PHL;ACCEPTED;Artabotrys suaveolens;https://ipni.org/n/72472-1;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;0
Mitrephora lanotan (Blanco) Merr.;Mitrephora;lanotan;(Blanco) Merr.;0;Ridsdale, CE;Ridsdale, CE SMHI 150 , Ridsdale, CE SMHI 150 ;Ridsdale;150;;0;19.0;3.0;1984.0;Weerasooriya, AD, Weerasooriya, AD;2001-12-01T00:00:00;1.0;12.0;2001.0;PH;Philippines;0;Philippines. Puerto Princesa municipality Irawan R. valley head, norht side.;0;118.735278;9.739167;<NA>, <NA>;Botany, Botany;L1757277, L1757276;L.1757277, L.1757276;Ridsdale;;;;PHL;ACCEPTED;Mitrephora lanotan;https://ipni.org/n/74010-1;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;0
Cyathostemma glabrum (Span.) Jessup ex Utteridge;Cyathostemma;glabrum;Span.;0;Ridsdale, CE;Ridsdale, CE SMHI 1619 , Ridsdale, CE SMHI 1619 ;Ridsdale;1619;;0;6.0;5.0;1984.0;Utteridge, TMA, Utteridge, TMA;1995-07-01T00:00:00;1.0;7.0;1995.0;PH;Philippines;0;Palawan, St. Paul's Bay, Mt. Bloomfield, WNW to W face, near chromite mine;0;118.866667;10.2;<NA>, <NA>;Botany, Botany;L1756054, L1756053;L.1756054, L.1756053;Ridsdale;;;;PHL;SYNONYM;Uvaria glabra;https://ipni.org/n/1018195-1;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;0
Desmos chinensis Lour.;Desmos;chinensis;Lour.;0;Ridsdale, CE;Ridsdale, CE SMHI 1858 , Ridsdale, CE SMHI 1858 , Ridsdale, CE SMHI 1858 ;Ridsdale;1858;;0;29.0;5.0;1984.0;nan, nan, nan;;;;;PH;Philippines;0;Puerto Princesa municipality Irawan R. valley head on the lower slopes of Mt. Beaufort.;0;118.6991;9.8019;<NA>, <NA>, <NA>;Botany, Botany, Botany;L1760337, L1760338, L1760336;L.1760337, L.1760338, L.1760336;Ridsdale;;;;PHL;ACCEPTED;Desmos chinensis;https://ipni.org/n/72771-1;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;0
Mitrephora lanotan (Blanco) Merr.;Mitrephora;lanotan;(Blanco) Merr.;0;Ridsdale, CE;Ridsdale, CE SMHI 1862 , Ridsdale, CE SMHI 1862 , Ridsdale, CE SMHI 1862 ;Ridsdale;1862;;0;29.0;5.0;1984.0;Weerasooriya, AD, Weerasooriya, AD, Weerasooriya, AD;2001-03-01T00:00:00;1.0;3.0;2001.0;PH;Philippines;0;Philippines. Puerto Princesa municipality Irawan R. valley head on the lower slopes of Mt. Beaufort.;0;118.735278;9.739167;<NA>, <NA>, <NA>;Botany, Botany, Botany;L1757275, L1757273, L1757274;L.1757275, L.1757273, L.1757274;Ridsdale;;;;PHL;ACCEPTED;Mitrephora lanotan;https://ipni.org/n/74010-1;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;0
Uvaria micrantha (A.DC.) Hook.f. & Thomson;Uvaria;micrantha;(A.DC.) Hook.f. & Thomson;0;Ridsdale, CE;Ridsdale, CE SMHI 1866 , Ridsdale, CE SMHI 1866 , Ridsdale, CE SMHI 1866 , Ridsdale, CE SMHI 1866 ;Ridsdale;1866;;0;29.0;5.0;1984.0;nan, nan, nan, nan;;;;;PH;Philippines;0;;0;118.7;9.783333;<NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany;L1768560, L1768559, L1768561, L0197197;L.1768560, L.1768559, L.1768561, L  0197197;Ridsdale;;;;PHL;ACCEPTED;Uvaria micrantha;https://ipni.org/n/75821-1;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;0
Mitrephora weberi Merr.;Mitrephora;weberi;Merr.;0;Ridsdale, CE;Ridsdale, CE  1882 , Ridsdale, CE  1882 , Ridsdale, CE  1882 , Ridsdale, CE  1882 , Ridsdale, CE  1882 ;Ridsdale;1882;;0;18.0;4.0;1986.0;Weerasooriya, AD, Weerasooriya, AD, Weerasooriya, AD, Weerasooriya, AD, Weerasooriya, AD;2001-03-01T00:00:00;1.0;3.0;2001.0;PH;Philippines;0;Philippines. Environs Sibul Springs.;0;121.066667;15.166667;<NA>, <NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany, Botany;L1762079, L1762077, L1762078, L1762076, L0200774;L.1762079, L.1762077, L.1762078, L.1762076, L  0200774;Ridsdale;;;;PHL;ACCEPTED;Mitrephora weberi;https://ipni.org/n/74055-1;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;0
Mitrephora weberi Merr.;Mitrephora;weberi;Merr.;0;Ridsdale, CE;1885;;1885;;0;18.0;4.0;1986.0;Ridsdale, CE;1986-04-18T00:00:00;18.0;4.0;1986.0;PH;Philippines;0;near Sibul Springs;0;121.066667;15.166667;UTEP;Herb;UTEP38200;UTEP:Herb:38200;Ridsdale;0.0;Collector(s): Colin Ernest Ridsdale;Colin Ernest Ridsdale;PHL;ACCEPTED;Mitrephora weberi;https://ipni.org/n/74055-1;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;0
Haplostichanthus lanceolata (S.Vidal) Heusden;Haplostichanthus;lanceolata;S.Vidal;0;Ridsdale, CE;"Ridsdale, CE; et al. ISU 258 , Ridsdale, CE; et al. ISU 258 ";Ridsdale;258;;0;25.0;4.0;1991.0;nan, nan;;;;;PH;Philippines;0;Palanan, NE Luzon, Isabela Prov.;0;122.430042;17.06064;<NA>, <NA>;Botany, Botany;L1761490, L1761489;L.1761490, L.1761489;Ridsdale;;;;PHL;SYNONYM;Polyalthia lanceolata;https://ipni.org/n/979807-1;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;0
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;(Merr.) Heusden;0;Ridsdale, CE;Ridsdale, CE SMHI 481 ;Ridsdale;481;;0;21.0;4.0;1984.0;Heusden, ECH van;;;;;PH;Philippines;0;Pagdanan Range, Ibangley Brookside Hill.;0;119.327104;10.484882;;Botany;L1757024;L.1757024;Ridsdale;0.0;Ridsdale CE;Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;0
Artabotrys suaveolens (Blume) Blume;Artabotrys;suaveolens;(Blume) Blume;0;Ridsdale, CE;Ridsdale, CE SMHI 494 , Ridsdale, CE SMHI 494 , Ridsdale, CE SMHI 494 ;Ridsdale;494;;0;21.0;4.0;1984.0;nan, nan, nan;;;;;PH;Philippines;0;Pagdanan Range, Ibangley Brookside Hill.;0;119.216667;10.3;<NA>, <NA>, <NA>;Botany, Botany, Botany;L1749628, L1749629, L1749630;L.1749628, L.1749629, L.1749630;Ridsdale;;;;PHL;ACCEPTED;Artabotrys suaveolens;https://ipni.org/n/72472-1;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;0
Goniothalamus elmeri Merr.;Goniothalamus;elmeri;Merr.;0;Ridsdale, CE;"Ridsdale, CE; et al. ISU 518 ";Ridsdale;518;;0;14.0;4.0;1992.0;Tang, CC;2014-10-01T00:00:00;1.0;10.0;2014.0;PH;Philippines;0;Philippines, Luzon, Palanan, Dimapnat;0;122.4;17.15;;Botany;L2067226;L.2067226;Ridsdale;0.0;"Ridsdale CE; et al.";Tang CC;PHL;ACCEPTED;Goniothalamus elmeri;https://ipni.org/n/73186-1;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;0
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;(Merr.) Heusden;0;Ridsdale, CE;Ridsdale, CE SMHI 53 ;Ridsdale;53;;0;14.0;3.0;1984.0;Heusden, ECH van;;;;;PH;Philippines;0;Puerto Princesa municipality Irawan River valley head.;0;118.6991;9.8019;;Botany;L1757039;L.1757039;Ridsdale;0.0;Ridsdale CE;Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;0
Enicosanthum grandiflorum (Becc.) Airy Shaw;Enicosanthum;grandiflorum;(Becc.) B.Xue & R.M.K.Saunders;0;Ridsdale, CE;Ridsdale, CE SMHI 74 , Ridsdale, CE SMHI 74 ;Ridsdale;74;;0;15.0;3.0;1984.0;nan, nan;;;;;PH;Philippines;0;Philippines. Puerto Princesa municipality Irawan River valley head.;0;118.735278;9.739167;<NA>, <NA>;Botany, Botany;L0333191, L0197202;L  0333191, L  0197202;Ridsdale;;;;PHL;SYNONYM;Monoon grandiflorum;https://ipni.org/n/72961-1;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;0
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;(Merr.) Heusden;0;Ridsdale, CE;Ridsdale, CE SMHI 76 , Ridsdale, CE SMHI 76 , Ridsdale, CE SMHI 76 , Ridsdale, CE SMHI 76 ;Ridsdale;76;;0;15.0;3.0;1984.0;Heusden, ECH van, Heusden, ECH van, Heusden, ECH van, Heusden, ECH van;;;;;PH;Philippines;0;Puerto Princesa municipality Irawan River valley head.;0;118.6991;9.8019;<NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany;L1757041, L1757042, L1757040, L0771574;L.1757041, L.1757042, L.1757040, L  0771574;Ridsdale;;;;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;0
Enicosanthum grandiflorum (Becc.) Airy Shaw;Enicosanthum;grandiflorum;(Becc.) B.Xue & R.M.K.Saunders;0;Ridsdale, CE;Ridsdale, CE SMHI 8 A, Ridsdale, CE SMHI 8 A, Ridsdale, CE SMHI 8 A;Ridsdale;8;A;0;11.0;3.0;1984.0;nan, nan, nan;;;;;PH;Philippines;0;Philippines. Irawan River valley head on the lower slopes of Mt. Beaufort.;0;118.683333;9.783333;<NA>, <NA>, <NA>;Botany, Botany, Botany;L0197203, L0049288, L0049289;L  0197203, L  0049288, L  0049289;Ridsdale;;;;PHL;SYNONYM;Monoon grandiflorum;https://ipni.org/n/72961-1;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;0
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;ophthalmicus;(Roxb. ex G.Don) J.Sinclair;0;Ridsdale, CE;Ridsdale, CE  869 , Ridsdale, CE  869 ;Ridsdale;869;;0;12.0;2.0;1985.0;Mols, JB, Mols, JB;;;;;PH;Philippines;0;"Philippines, Mindoro, San Teodoro, Sibuang R, Camp, c. 13.26 N; 121.01 E.";0;121.016667;13.433333;<NA>, <NA>;Botany, Botany;L1758775, L1758776;L.1758775, L.1758776;Ridsdale;;;;PHL;ACCEPTED;Phaeanthus ophthalmicus;https://ipni.org/n/74450-1;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;0
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;ophthalmicus;(Roxb. ex G.Don) J.Sinclair;0;Ridsdale, CE;Ridsdale, CE SMHI 99 , Ridsdale, CE SMHI 99 ;Ridsdale;99;;0;16.0;5.0;1984.0;Mols, JB, Mols, JB;;;;;PH;Philippines;0;"Philippines, Palawan, Province Palawan, Irawan River valley Head, Puerto Princesa Municipality, c. 9.44 N; 118.44 E.";0;118.733333;9.733333;<NA>, <NA>;Botany, Botany;L1758783, L0197241;L.1758783, L  0197241;Ridsdale;;;;PHL;ACCEPTED;Phaeanthus ophthalmicus;https://ipni.org/n/74450-1;Ridsdale, Colin Ernest;Papua New Guinea, Philippines;0
Mitrephora lanotan (Blanco) Merr.;Mitrephora;lanotan;(Blanco) Merr.;0;Robinson, CB;Robinson, CB BS 6149 ;Robinson;6149;;0;11.0;8.0;1908.0;Weerasooriya, AD;2001-03-01T00:00:00;1.0;3.0;2001.0;PH;Philippines;0;Philippines. Luzon, Bataan Prov.;0;120.416667;14.666667;;Botany;L1757262;L.1757262;Robinson;0.0;Robinson CB;Weerasooriya AD;PHL;ACCEPTED;Mitrephora lanotan;https://ipni.org/n/74010-1;Robinson, Charles Budd;Canada, Indonesia, Philippines;0
Uvaria alba Merr.;Uvaria;alba;Merr.;0;Robinson, CB;Robinson, CB BS 6155 , Robinson, CB BS 6155 ;Robinson;6155;;0;11.0;8.0;1908.0;nan, nan;;;;;PH;Philippines;0;Limay, Bataan Prov. Luzon.;0;120.598333;14.561944;<NA>, <NA>;Botany, Botany;L1770568, L1770567;L.1770568, L.1770567;Robinson;;;;PHL;ACCEPTED;Uvaria alba;https://ipni.org/n/75556-1;Robinson, Charles Budd;Canada, Indonesia, Philippines;0
Anaxagorea luzonensis A.Gray;Anaxagorea;luzonensis;A.Gray;0;Robinson, CB;Robinson, CB BS 6165 ;Robinson;6165;;0;11.0;8.0;1908.0;Benthem, FDJ van;;;;;PH;Philippines;0;Philippines, Limay, Bataan, Prov. Luzon;0;120.598333;14.561944;;Botany;L1744585;L.1744585;Robinson;0.0;Robinson CB;Benthem FDJ van;PHL;ACCEPTED;Anaxagorea luzonensis;https://ipni.org/n/72039-1;Robinson, Charles Budd;Canada, Indonesia, Philippines;0
Artabotrys rolfei S.Vidal;Artabotrys;suaveolens;(Blume) Blume;0;Robinson, CB;Robinson, CB BS 9262 ;Robinson;9262;;0;1.0;8.0;1909.0;;;;;;PH;Philippines;0;Flora of the PhilippinesIsland of Polillo;0;121.942777;14.838611;;Botany;L1749490;L.1749490;Robinson;0.0;Robinson CB;;PHL;ACCEPTED;Artabotrys suaveolens;https://ipni.org/n/72472-1;Robinson, Charles Budd;Canada, Indonesia, Philippines;0
Anaxagorea luzonensis A.Gray;Anaxagorea;luzonensis;A.Gray;0;Robinson, CB;Robinson, CB BS 9725 ;Robinson;9725;;0;19.0;2.0;1910.0;Benthem, FDJ van;;;;;PH;Philippines;0;Phililppines, Mt. Maquiling, Prov. of Laguna Luzon;0;121.194423;14.136252;;Botany;L1744590;L.1744590;Robinson;0.0;Robinson CB;Benthem FDJ van;PHL;ACCEPTED;Anaxagorea luzonensis;https://ipni.org/n/72039-1;Robinson, Charles Budd;Canada, Indonesia, Philippines;0
Xylopia ferruginea (Hook.f. & Thomson) Baill.;Xylopia;ferruginea;(Hook.f. & Thomson) Baill.;0;Rojo, JP;Rojo, JP  191 ;Rojo;191;;0;1.0;11.0;1974.0;;;;;;PH;Philippines;0;Provident Tree Farm, Talacogon Agusan del Sur;0;125.784167;8.456111;;Botany;L0196005;L  0196005;Rojo;0.0;Rojo JP;;PHL;ACCEPTED;Xylopia ferruginea;https://ipni.org/n/76130-1;Rojo, Justo P.;0;0
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;odorata;(Lam.) Hook.f. & Thomson;0;Rojo, JP;Rojo, JP  266 ;Rojo;266;;0;;;;;;;;;PH;Philippines;0;Quezon;0;117.783333;9.066667;;Botany;L0197190;L  0197190;Rojo;0.0;Rojo JP;;PHL;ACCEPTED;Cananga odorata;https://ipni.org/n/72580-1;Rojo, Justo P.;0;0
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;odorata;(Lam.) Hook.f. & Thomson;0;Rojo, JP;267;;267;;0;;5.0;1975.0;;;;;;PH;Philippines;0;Gumian, infanta;0;121.615278;14.715278;UNESP-IBB;BOTUW;BOTUW46;46;Rojo;0.0;Rojo, J.P.;;PHL;ACCEPTED;Cananga odorata;https://ipni.org/n/72580-1;Rojo, Justo P.;0;0
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;odorata;(Lam.) Hook.f. & Thomson;0;Rojo, JP;Rojo, JP  267 ;Rojo;267;;0;;;;;;;;;PH;Philippines;0;Quezon;0;117.783333;9.066667;;Botany;L0197191;L  0197191;Rojo;0.0;Rojo JP;;PHL;ACCEPTED;Cananga odorata;https://ipni.org/n/72580-1;Rojo, Justo P.;0;0
Polyalthia obliqua Hook.f. & Thomson;Polyalthia;obliqua;Hook.f. & Thomson;0;Rojo, JP;Rojo, JP  315 ;Rojo;315;;0;1.0;4.0;1976.0;Heusden, ECH van;;;;;PH;Philippines;0;Puyat Timber Corp. Lanuza, Surigao del Sur;0;126.064444;9.234166;;Botany;L1767303;L.1767303;Rojo;0.0;Rojo JP;Heusden ECH van;PHL;ACCEPTED;Polyalthia obliqua;https://ipni.org/n/74673-1;Rojo, Justo P.;0;0
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;ophthalmicus;(Roxb. ex G.Don) J.Sinclair;0;Romero, EM;"Romero, EM; et al. PPI 15442 ";Romero;15442;;0;2.0;9.0;1995.0;Mols, JB;2000-08-01T00:00:00;1.0;8.0;2000.0;PH;Philippines;0;Polillo, Quezon, Burdeos Watershed Area, Brgy. Amot, So. Patik.;0;121.966667;14.833333;;Botany;L1758789;L.1758789;Romero;0.0;"Romero EM; et al.";Mols JB;PHL;ACCEPTED;Phaeanthus ophthalmicus;https://ipni.org/n/74450-1;Romero, E. M.;Philippines;0
Monoon polycarpum (Burck) B.Xue & R.M.K.Saunders;Polyalthia;oblongifolia;(Burck) B.Xue & R.M.K.Saunders;0;Romero, EM;"Romero, EM; Garcia, HG; Majaducon, RS PPI 15521 ";Romero;15521;;0;14.0;2.0;1995.0;Nurmawati, S;2017-08-01T00:00:00;1.0;8.0;2017.0;PH;Philippines;0;Philippines, Polillo, Quezon, Minasawa Game Refuge and Bird Sanctuary, Burdeos.;0;121.966667;14.833333;;Botany;L1759931;L.1759931;Romero;0.0;"Romero EM; Garcia HG; Majaducon RS";Nurmawati S;PHL;SYNONYM;Monoon polycarpum;https://ipni.org/n/74676-1;Romero, E. M.;Philippines;0
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;ophthalmicus;(Roxb. ex G.Don) J.Sinclair;0;Romero, EM;"Romero, EM; Chavez, RV PPI 29012 ";Romero;29012;;0;26.0;10.0;1996.0;Mols, JB;2002-03-01T00:00:00;1.0;3.0;2002.0;PH;Philippines;0;Philippines. Marinduque, Marinduque, Hawillan, So. Maulawin, Brgy. Dampulan, Torrijos.;0;121.0;13.783333;;Botany;L1758761;L.1758761;Romero;0.0;"Romero EM; Chavez RV";Mols JB;PHL;ACCEPTED;Phaeanthus ophthalmicus;https://ipni.org/n/74450-1;Romero, E. M.;Philippines;0
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;ophthalmicus;(Roxb. ex G.Don) J.Sinclair;0;Romero, EM;"Romero, EM; Chavez, RV PPI 29081 ";Romero;29081;;0;26.0;10.0;1996.0;Mols, JB;2001-12-01T00:00:00;1.0;12.0;2001.0;PH;Philippines;0;Philippines. Marinduque, Marinduque, Hawillan, So. Maulawin, Brgy. Dampulan, Torrijos.;0;121.0;13.783333;;Botany;L1758760;L.1758760;Romero;0.0;"Romero EM; Chavez RV";Mols JB;PHL;ACCEPTED;Phaeanthus ophthalmicus;https://ipni.org/n/74450-1;Romero, E. M.;Philippines;0
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;ophthalmicus;(Roxb. ex G.Don) J.Sinclair;0;Romero, EM;"Romero, EM; et al. PPI 29199 ";Romero;29199;;0;31.0;10.0;1996.0;Mols, JB;2000-08-01T00:00:00;1.0;8.0;2000.0;PH;Philippines;0;Marinduque, Marinduque, So. Matalim, Brgy. Dampulan.;0;121.0;13.783333;;Botany;L1758785;L.1758785;Romero;0.0;"Romero EM; et al.";Mols JB;PHL;ACCEPTED;Phaeanthus ophthalmicus;https://ipni.org/n/74450-1;Romero, E. M.;Philippines;0
Dasymaschalon clusiflorum (Merr.) Merr.;Dasymaschalon;clusiflorum;(Merr.) Merr.;0;Romero, EM;"Romero, EM; Chavez, RV PPI 29422 ";Romero;29422;;0;16.0;12.0;1996.0;Nurmawati, S;2003-06-05T00:00:00;5.0;6.0;2003.0;PH;Philippines;0;Luzon, Rizal, Sitio Dayapa, Brgy. Sampaloc, Tanay;0;121.2136;14.3224;;Botany;L1756234;L.1756234;Romero;0.0;"Romero EM; Chavez RV";Nurmawati S;PHL;ACCEPTED;Dasymaschalon clusiflorum;https://ipni.org/n/72729-1;Romero, E. M.;Philippines;0
Goniothalamus elmeri Merr.;Goniothalamus;elmeri;Merr.;0;Romero, EM;"Romero, EM; Chavez, RV PPI 29438 ";Romero;29438;;0;16.0;12.0;1996.0;Tang, CC;2014-10-01T00:00:00;1.0;10.0;2014.0;PH;Philippines;0;Philippines. Luzon, Rizal, Sitio Bayucan, Brgy. Sampaloc, Tanay.;0;121.28;14.486667;;Botany;L2067129;L.2067129;Romero;0.0;"Romero EM; Chavez RV";Tang CC;PHL;ACCEPTED;Goniothalamus elmeri;https://ipni.org/n/73186-1;Romero, E. M.;Philippines;0
Miliusa vidalii J.Sinclair;Miliusa;vidalii;J.Sinclair;0;Romero, EM;"Romero, EM; Fuentes, RE PPI 37658 ";Romero;37658;;0;7.0;7.0;1996.0;Mols, JB;2000-10-01T00:00:00;1.0;10.0;2000.0;PH;Philippines;0;Mt. Ambil, So. Ambil, Tabao.;0;120.316667;13.816667;;Botany;L3993730;L.3993730;Romero;0.0;"Romero EM; Fuentes RE";Mols JB;PHL;ACCEPTED;Miliusa vidalii;https://ipni.org/n/73962-1;Romero, E. M.;Philippines;0
Anaxagorea luzonensis A.Gray;Anaxagorea;luzonensis;A.Gray;0;Rosenbluth, R;"Rosenbluth, R; Tamesis, F PNH 12689 ";Rosenbluth;12689;;0;1.0;9.0;1909.0;Benthem, FDJ van;;;;;PH;Philippines;0;Philippines, Mt. Maquiling, Prov. of Laguna, Luzon;0;121.194423;14.136252;;Botany;L1744586;L.1744586;Rosenbluth;0.0;"Rosenbluth R; Tamesis F";Benthem FDJ van;PHL;ACCEPTED;Anaxagorea luzonensis;https://ipni.org/n/72039-1;Rosenbluth, R.;Philippines;0
