scientific_name;genus;specific_epithet;species_author;collector_id;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;specificEpithet;orig_recby;orig_detby;country_iso3;status;accepted_name;ipni_no;huh_name;geo_col;wiki_url
Mitrephora pictiflora Elmer;Mitrephora;pictiflora;Elmer;0;Elmer, ADE;Elmer, ADE  13731 , Elmer, ADE  13731 , 13731;Elmer;13731;;0;1.0;9.0;1912.0;Weerasooriya, AD, Weerasooriya, AD, Weerasooriya, A;2001-03-01T00:00:00;1.0;3.0;2001.0;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;<NA>, <NA>, NHMUK;Botany, Botany, BOT;U0017046, L0064604, BM000560258;U  0017046, L  0064604, BM000560258;Elmer;;;;PHL;ACCEPTED;Mitrephora pictiflora;https://ipni.org/n/74034-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Goniothalamus epiphyticus Elmer;Goniothalamus;epiphyticus;Elmer;0;Elmer, ADE;Elmer, ADE  13830 , Elmer, ADE  13830 ;Elmer;13830;;0;1.0;9.0;1912.0;nan, nan;;;;;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;<NA>, <NA>;Botany, Botany;U0045101, L0182437;U  0045101, L  0182437;Elmer;;;;PHL;ACCEPTED;Goniothalamus epiphyticus;https://ipni.org/n/73187-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Uvaria cordata (Dunal) Alston;Uvaria;littoralis;(Blume) Blume;0;Elmer, ADE;Elmer, ADE  13880 , Elmer, ADE  13880 , 13880;Elmer;13880;;0;1.0;9.0;1912.0;Meade, CV, Meade, CV, nan;2000-07-01T00:00:00;1.0;7.0;2000.0;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;<NA>, <NA>, NHMUK;Botany, Botany, BOT;U0000432, L0190815, BM000632907;U  0000432, L  0190815, BM000632907;Elmer;;;;PHL;ACCEPTED;Uvaria littoralis;https://ipni.org/n/75784-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Polyalthia lanceolata S.Vidal;Haplostichanthus;lanceolata;S.Vidal;0;Elmer, ADE;Elmer, ADE  13931 , Elmer, ADE  13931 ;Elmer;13931;;0;1.0;9.0;1912.0;Xue, B, Xue, B;2012-10-01T00:00:00;1.0;10.0;2012.0;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;<NA>, <NA>;Botany, Botany;U0008514, L0037976;U  0008514, L  0037976;Elmer;;;;PHL;SYNONYM;Polyalthia lanceolata;https://ipni.org/n/979807-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Goniothalamus elmeri Merr.;Goniothalamus;elmeri;Merr.;0;Elmer, ADE;Elmer, ADE  13933 , Elmer, ADE  13933 ;Elmer;13933;;0;1.0;9.0;1912.0;nan, nan;;;;;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;<NA>, <NA>;Botany, Botany;U1073508, L3966184;U.1073508, L.3966184;Elmer;;;;PHL;ACCEPTED;Goniothalamus elmeri;https://ipni.org/n/73186-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Friesodielsia paucinervia (Merr.) Steenis;Meiogyne;virgata;(Blume) Miq.;0;Elmer, ADE;Elmer, ADE  13946 , Elmer, ADE  13946 , 13946;Elmer;13946;;0;1.0;9.0;1912.0;nan, nan, Turner, IM;;;;;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;<NA>, <NA>, NHMUK;Botany, Botany, BOT;U1072543, L1765159, BM001121314;U.1072543, L.1765159, BM001121314;Elmer;;;;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Meiogyne virgata (Blume) Miq.;Meiogyne;virgata;(Blume) Miq.;0;Elmer, ADE;Elmer, ADE  13984 , 13984;Elmer;13984;;0;1.0;10.0;1912.0;Heusden, ECH van, nan;;;;;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;<NA>, NHMUK;Botany, BOT;U0045325, BM000632904;U  0045325, BM000632904;Elmer;;;;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Orophea cumingiana S.Vidal;Orophea;cumingiana;S.Vidal;0;Elmer, ADE;Elmer, ADE  13985 , Elmer, ADE  13985 , 13985;Elmer;13985;;0;1.0;10.0;1912.0;Kessler, PJA, Kessler, PJA, nan;1984-03-01T00:00:00;1.0;3.0;1984.0;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;<NA>, <NA>, NHMUK;Botany, Botany, BOT;U0000353, L0038068, BM000553887;U  0000353, L  0038068, BM000553887;Elmer;;;;PHL;ACCEPTED;Orophea cumingiana;https://ipni.org/n/74213-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Pseuduvaria unguiculata (Elmer) Y.C.F.Su & R.M.K.Saunders;Pseuduvaria;unguiculata;(Elmer) Y.C.F.Su & R.M.K.Saunders;0;Elmer, ADE;Elmer, ADE  13987 , Elmer, ADE  13987 , 13987;Elmer;13987;;0;1.0;10.0;1912.0;Su, YCF, Su, YCF, nan;2001-09-01T00:00:00;1.0;9.0;2001.0;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;<NA>, <NA>, NHMUK;Botany, Botany, BOT;U0000341, L0038170, BM000560259;U  0000341, L  0038170, BM000560259;Elmer;;;;PHL;ACCEPTED;Pseuduvaria unguiculata;https://ipni.org/n/20002933-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Goniothalamus philippinensis Merr.;Goniothalamus;philippinensis;Merr.;0;Elmer, ADE;Elmer, ADE  14024 , Elmer, ADE  14024 ;Elmer;14024;;0;1.0;10.0;1912.0;Salleh, KM, Salleh, KM;;;;;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of gusan, Island of Mindanao.;0;125.534444;9.123611;<NA>, <NA>;Botany, Botany;L2067140, U0045115;L.2067140, U  0045115;Elmer;;;;PHL;ACCEPTED;Goniothalamus philippinensis;https://ipni.org/n/73235-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Popowia pisocarpa (Blume) Endl.;Popowia;pisocarpa;(Blume) Endl. ex Walp.;0;Elmer, ADE;Elmer, ADE  14035 , Elmer, ADE  14035 ;Elmer;14035;;0;1.0;10.0;1912.0;nan, nan;;;;;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of gusan, Island of Mindanao.;0;125.534444;9.123611;<NA>, <NA>;Botany, Botany;U1080073, L1759061;U.1080073, L.1759061;Elmer;;;;PHL;ACCEPTED;Popowia pisocarpa;https://ipni.org/n/74881-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Neo-uvaria viridifolia (Elmer) Chaowasku;Neo-Uvaria;acuminatissima;(Miq.) Airy Shaw;0;Elmer, ADE;Elmer, ADE  14184 , Elmer, ADE  14184 , 14184;Elmer;14184;;0;1.0;10.0;1912.0;Chaowasku, T, Chaowasku, T, Chaowasku, T;;;;;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;<NA>, <NA>, NHMUK;Botany, Botany, BOT;L4293364, L0038049, BM000759449;L.4293364, L  0038049, BM000759449;Elmer;;;;PHL;ACCEPTED;Neo-Uvaria acuminatissima;https://ipni.org/n/74172-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Uvaria scandens C.B.Rob.;Uvaria;monticola;Miq.;0;Elmer, ADE;Elmer, ADE  14212 ;Elmer;14212;;0;1.0;10.0;1912.0;;;;;;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;;Botany;L1768710;L.1768710;Elmer;0.0;Elmer ADE;;PHL;ACCEPTED;Uvaria monticola;https://ipni.org/n/75839-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Orophea cumingiana S.Vidal;Orophea;cumingiana;S.Vidal;0;Elmer, ADE;Elmer, ADE  14624 , Elmer, ADE  14624 , 14624;Elmer;14624;;0;1.0;10.0;1915.0;Kessler, PJA, Kessler, PJA, Kessler, PJA ;1984-01-01T00:00:00;1.0;1.0;1984.0;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>, NHMUK;Botany, Botany, BOT;U0000350, L0038063, BM000553884;U  0000350, L  0038063, BM000553884;Elmer;;;;PHL;ACCEPTED;Orophea cumingiana;https://ipni.org/n/74213-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;odorata;(Lam.) Hook.f. & Thomson;0;Elmer, ADE;Elmer, ADE  14670 ;Elmer;14670;;0;1.0;10.0;1915.0;Kessler, PJA;1991-05-01T00:00:00;1.0;5.0;1991.0;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;;Botany;L1753685;L.1753685;Elmer;0.0;Elmer ADE;Kessler PJA;PHL;ACCEPTED;Cananga odorata;https://ipni.org/n/72580-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Goniothalamus elmeri Merr.;Goniothalamus;elmeri;Merr.;0;Elmer, ADE;Elmer, ADE  14932 , Elmer, ADE  14932 ;Elmer;14932;;0;1.0;11.0;1915.0;nan, nan;;;;;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>;Botany, Botany;L3966192, U1073511;L.3966192, U.1073511;Elmer;;;;PHL;ACCEPTED;Goniothalamus elmeri;https://ipni.org/n/73186-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Polyalthia lanceolata S.Vidal;Haplostichanthus;lanceolata;S.Vidal;0;Elmer, ADE;Elmer, ADE  15166 , Elmer, ADE  15166 , Elmer, ADE  15166 ;Elmer;15166;;0;1.0;11.0;1915.0;Xue, B, Xue, B, Xue, B;2012-10-01T00:00:00;1.0;10.0;2012.0;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>, <NA>;Botany, Botany, Botany;U1090806, L1762663, L1762662;U.1090806, L.1762663, L.1762662;Elmer;;;;PHL;SYNONYM;Polyalthia lanceolata;https://ipni.org/n/979807-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;ophthalmicus;(Roxb. ex G.Don) J.Sinclair;0;Elmer, ADE;Elmer, ADE  15168 , Elmer, ADE  15168 ;Elmer;15168;;0;1.0;11.0;1915.0;Mols, JB, Mols, JB;;;;;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>;Botany, Botany;U1090501, L1758742;U.1090501, L.1758742;Elmer;;;;PHL;ACCEPTED;Phaeanthus ophthalmicus;https://ipni.org/n/74450-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Friesodielsia lagunensis (Elmer) Steenis;Friesodielsia;lagunensis;(Elmer) Steenis;0;Elmer, ADE;Elmer, ADE  15298 , Elmer, ADE  15298 , Elmer, ADE  15298 ;Elmer;15298;;0;1.0;11.0;1915.0;nan, nan, nan;;;;;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>, <NA>;Botany, Botany, Botany;L4345948, U1072533, L1765243;L.4345948, U.1072533, L.1765243;Elmer;;;;PHL;ACCEPTED;Friesodielsia lagunensis;https://ipni.org/n/73119-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Meiogyne virgata (Blume) Miq.;Meiogyne;virgata;(Blume) Miq.;0;Elmer, ADE;Elmer, ADE  15321 , Elmer, ADE  15321 , Elmer, ADE  15321 ;Elmer;15321;;0;1.0;11.0;1915.0;Heusden, ECH van, Heusden, ECH van, Heusden, ECH van;;;;;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>, <NA>;Botany, Botany, Botany;U1073775, L1765888, L1765889;U.1073775, L.1765888, L.1765889;Elmer;;;;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;(Merr.) Heusden;0;Elmer, ADE;Elmer, ADE  15399 , Elmer, ADE  15399 ;Elmer;15399;;0;1.0;11.0;1915.0;Heusden, ECH van, Heusden, ECH van;;;;;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>;Botany, Botany;U1080126, L0037991;U.1080126, L  0037991;Elmer;;;;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Monoon grandifolium (Elmer) B.Xue & R.M.K.Saunders;Enicosanthum;grandifolium;(Elmer) B.Xue & R.M.K.Saunders;0;Elmer, ADE;Elmer, ADE  15467 , Elmer, ADE  15467 ;Elmer;15467;;0;1.0;11.0;1915.0;Nurmawati, S, Nurmawati, S;2017-08-01T00:00:00;1.0;8.0;2017.0;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>;Botany, Botany;U1072777, L1760949;U.1072777, L.1760949;Elmer;;;;PHL;SYNONYM;Monoon grandifolium;https://ipni.org/n/72962-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Uvaria cardinalis Elmer;Uvaria;grandiflora;Hook.f. & Thomson;0;Elmer, ADE;Elmer, ADE  15550 , Elmer, ADE  15550 ;Elmer;15550;;0;1.0;11.0;1915.0;nan, nan;;;;;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>;Botany, Botany;U1074861, L1770543;U.1074861, L.1770543;Elmer;;;;PHL;SYNONYM;Uvaria hamiltonii;https://ipni.org/n/75718-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Meiogyne virgata (Blume) Miq.;Meiogyne;virgata;(Blume) Miq.;0;Elmer, ADE;Elmer, ADE  15555 , Elmer, ADE  15555 ;Elmer;15555;;0;1.0;11.0;1915.0;Heusden, ECH van, Heusden, ECH van;;;;;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>;Botany, Botany;U1073769, L1765890;U.1073769, L.1765890;Elmer;;;;PHL;ACCEPTED;Meiogyne virgata;https://ipni.org/n/73818-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Friesodielsia bakeri (Merr.) Steenis;Friesodielsia;bakeri;(Merr.) Steenis;0;Elmer, ADE;Elmer, ADE  15902 , Elmer, ADE  15902 ;Elmer;15902;;0;1.0;4.0;1916.0;nan, nan;;;;;PH;Philippines;0;Philippins, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>;Botany, Botany;U1072578, L1754991;U.1072578, L.1754991;Elmer;;;;PHL;ACCEPTED;Friesodielsia bakeri;https://ipni.org/n/73093-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Uvaria elliptifolia Merr.;Uvaria;elliptifolia;Merr.;0;Elmer, ADE;Elmer, ADE  16039 , Elmer, ADE  16039 ;Elmer;16039;;0;1.0;5.0;1916.0;nan, nan;;;;;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>;Botany, Botany;U1072768, L1770457;U.1072768, L.1770457;Elmer;;;;PHL;ACCEPTED;Uvaria elliptifolia;https://ipni.org/n/75668-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Polyalthia lanceolata S.Vidal;Haplostichanthus;lanceolata;S.Vidal;0;Elmer, ADE;Elmer, ADE  16045 , Elmer, ADE  16045 ;Elmer;16045;;0;1.0;5.0;1916.0;Xue, B, Xue, B;2012-10-01T00:00:00;1.0;10.0;2012.0;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>;Botany, Botany;U1090805, L1762669;U.1090805, L.1762669;Elmer;;;;PHL;SYNONYM;Polyalthia lanceolata;https://ipni.org/n/979807-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Mitrephora multifolia Elmer ex Weeras. & R.M.K.Saunders;Mitrephora;multifolia;Elmer ex Weeras. & R.M.K.Saunders;0;Elmer, ADE;Elmer, ADE  16152 , Elmer, ADE  16152 , 16152;Elmer;16152;;0;1.0;5.0;1916.0;Kessler, PJA, Kessler, PJA, Weerasooriya, A;1988-10-01T00:00:00;1.0;10.0;1988.0;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>, NHMUK;Botany, Botany, BOT;U1073726, L0038030, BM000560257;U.1073726, L  0038030, BM000560257;Elmer;;;;PHL;ACCEPTED;Mitrephora multifolia;https://ipni.org/n/77104839-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Orophea corymbosa (Blume) Miq.;Orophea;corymbosa;(Blume) Zoll.;0;Elmer, ADE;Elmer, ADE  16208 , Elmer, ADE  16208 ;Elmer;16208;;0;1.0;5.0;1916.0;Kessler, PJA, Kessler, PJA;1986-03-01T00:00:00;1.0;3.0;1986.0;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>;Botany, Botany;U1090741, L1766311;U.1090741, L.1766311;Elmer;;;;PHL;ACCEPTED;Orophea corymbosa;https://ipni.org/n/74211-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Orophea cumingiana S.Vidal;Orophea;cumingiana;S.Vidal;0;Elmer, ADE;Elmer, ADE  16312 , Elmer, ADE  16312 , 16312;Elmer;16312;;0;1.0;6.0;1916.0;Kessler, PJA, Kessler, PJA, Kessler, PJA ;1984-03-01T00:00:00;1.0;3.0;1984.0;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>, NHMUK;Botany, Botany, BOT;U0000355, L0038062, BM000553888;U  0000355, L  0038062, BM000553888;Elmer;;;;PHL;ACCEPTED;Orophea cumingiana;https://ipni.org/n/74213-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Anaxagorea luzonensis A.Gray;Anaxagorea;luzonensis;A.Gray;0;Elmer, ADE;Elmer, ADE  16544 , Elmer, ADE  16544 ;Elmer;16544;;0;1.0;7.0;1916.0;Benthem, FDJ van, Benthem, FDJ van;;;;;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>;Botany, Botany;U1071440, L1744523;U.1071440, L.1744523;Elmer;;;;PHL;ACCEPTED;Anaxagorea luzonensis;https://ipni.org/n/72039-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Orophea cumingiana S.Vidal;Orophea;cumingiana;S.Vidal;0;Elmer, ADE;Elmer, ADE  16688 , Elmer, ADE  16688 ;Elmer;16688;;0;1.0;7.0;1916.0;Kessler, PJA, Kessler, PJA;1984-04-01T00:00:00;1.0;4.0;1984.0;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>;Botany, Botany;U1090689, L1766221;U.1090689, L.1766221;Elmer;;;;PHL;ACCEPTED;Orophea cumingiana;https://ipni.org/n/74213-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Orophea glabra Merr.;Orophea;glabra;Merr.;0;Elmer, ADE;Elmer, ADE  16690 , Elmer, ADE  16690 ;Elmer;16690;;0;1.0;7.0;1916.0;Kessler, PJA, Kessler, PJA;1984-03-01T00:00:00;1.0;3.0;1984.0;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>;Botany, Botany;U1090724, L1766768;U.1090724, L.1766768;Elmer;;;;PHL;ACCEPTED;Orophea glabra;https://ipni.org/n/74228-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Fissistigma latifolium (Dunal) Merr.;Fissistigma;latifolium;(Dunal) Merr.;0;Elmer, ADE;Elmer, ADE  16704 ;Elmer;16704;;0;1.0;6.0;1916.0;;;;;;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;;Botany;L1754453;L.1754453;Elmer;0.0;Elmer ADE;;PHL;ACCEPTED;Fissistigma latifolium;https://ipni.org/n/73030-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Fissistigma latifolium (Dunal) Merr.;Fissistigma;latifolium;(Dunal) Merr.;0;Elmer, ADE;Elmer, ADE  16709 ;Elmer;16709;;0;1.0;6.0;1916.0;;;;;;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;;Botany;U1072643;U.1072643;Elmer;0.0;Elmer ADE;;PHL;ACCEPTED;Fissistigma latifolium;https://ipni.org/n/73030-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Uvaria peninsula Elmer;Uvaria;peninsula;Elmer;0;Elmer, ADE;Elmer, ADE  16852 , Elmer, ADE  16852 ;Elmer;16852;;0;1.0;8.0;1916.0;nan, nan;;;;;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>;Botany, Botany;U0000434, L0195658;U  0000434, L  0195658;Elmer;;;;PHL;ACCEPTED;Uvaria peninsula;https://ipni.org/n/75886-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;odorata;(Lam.) Hook.f. & Thomson;0;Elmer, ADE;Elmer, ADE  17103 , Elmer, ADE  17103 ;Elmer;17103;;0;1.0;8.0;1916.0;nan, nan;;;;;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>;Botany, Botany;U1062879, L1753696;U.1062879, L.1753696;Elmer;;;;PHL;ACCEPTED;Cananga odorata;https://ipni.org/n/72580-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Mitrephora sorsogonensis Elmer ex Weeras. & R.M.K.Saunders;Mitrephora;sorsogonensis;Elmer ex Weeras. & R.M.K.Saunders;0;Elmer, ADE;Elmer, ADE  17178 , Elmer, ADE  17178 , Elmer, ADE  17178 , 17178;Elmer;17178;;0;1.0;9.0;1916.0;Kessler, PJA, Kessler, PJA, Kessler, PJA, Weerasooriya, A;1988-10-01T00:00:00;1.0;10.0;1988.0;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>, <NA>, NHMUK;Botany, Botany, Botany, BOT;U0000342, L0064618, L0038035, BM000560251;U  0000342, L  0064618, L  0038035, BM000560251;Elmer;;;;PHL;ACCEPTED;Mitrephora sorsogonensis;https://ipni.org/n/77104840-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;ophthalmicus;(Roxb. ex G.Don) J.Sinclair;0;Elmer, ADE;Elmer, ADE  17183 , Elmer, ADE  17183 ;Elmer;17183;;0;1.0;9.0;1916.0;Mols, JB, Mols, JB;;;;;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>;Botany, Botany;U1090499, L1758811;U.1090499, L.1758811;Elmer;;;;PHL;ACCEPTED;Phaeanthus ophthalmicus;https://ipni.org/n/74450-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Miliusa vidalii J.Sinclair;Miliusa;vidalii;J.Sinclair;0;Elmer, ADE;Elmer, ADE  17357 , Elmer, ADE  17357 ;Elmer;17357;;0;1.0;9.0;1916.0;Mols, JB, Mols, JB;2004-03-01T00:00:00;1.0;3.0;2004.0;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>;Botany, Botany;L2058125, U0045629;L.2058125, U  0045629;Elmer;;;;PHL;ACCEPTED;Miliusa vidalii;https://ipni.org/n/73962-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Artabotrys rolfei S.Vidal;Artabotrys;suaveolens;(Blume) Blume;0;Elmer, ADE;Elmer, ADE  17363 , Elmer, ADE  17363 ;Elmer;17363;;0;1.0;9.0;1916.0;nan, nan;;;;;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>;Botany, Botany;U1062655, L1749488;U.1062655, L.1749488;Elmer;;;;PHL;ACCEPTED;Artabotrys suaveolens;https://ipni.org/n/72472-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Uvaria micrantha (A.DC.) Hook.f. & Thomson;Uvaria;micrantha;(A.DC.) Hook.f. & Thomson;0;Elmer, ADE;Elmer, ADE  17397 , Elmer, ADE  17397 ;Elmer;17397;;0;1.0;9.0;1916.0;nan, nan;;;;;PH;Philippines;0;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;0;124.038611;12.701388;<NA>, <NA>;Botany, Botany;U1067841, L1768500;U.1067841, L.1768500;Elmer;;;;PHL;ACCEPTED;Uvaria micrantha;https://ipni.org/n/75821-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
