genus;specific_epithet;species_author;collector_id;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;huh_name;geo_col;wiki_url;specificEpithet;tmp_det_date;expert_det;orig_recby;orig_detby;recby_regex;country_iso3;sp_idx;status;accepted_name;ipni_species_author;ipni_no;geo_issues;.summary;tmp_det_date.1;expert_det.1;recby_regex.1;modified;scientific_name;colnum_fullprefix;region;Unnamed: 0
Orophea;sp.;0.0;0.0;Poilane, E;16378;nan;16378;nan;03/07/1929 - 03/07/1929;3;7;1929;Kessler, P;01/01/1985 - 31/12/1985;1;1;1985;LA;Laos, République démocratique populaire;0.0;Laos: Banthat à 12 kil. de Savannakhet;0.0;104.854;16.6075;0;0;P01967150;P01967150;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;Kessler, P.;;LAO;Orophea sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Savannakhét;
Miliusa;sp.;0.0;0.0;Poilane, E;16586, 16586, 16586;nan;16586;nan;05/08/1929 - 05/08/1929;5;8;1929;Kessler, P, Kessler, PJA, Kessler, PJA;09/09/1985 - 09/09/1985;9;9;1985;VN;Viet Nam;0.0;Annam: entre le Tram de Khe Nhe et le village de Ke Se. Phu qui, prov. de Vinh;0.0;105.452;19.3138;0, 0, 0;0, 0, 0;P00520746, P00520747, P00520748;P00520746, P00520747, P00520748;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;;;nan;nan;;;VNM;Miliusa sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Desmos;sp.;0.0;0.0;Poilane, E;16641, 16641;nan;16641;nan;11/08/1929 - 11/08/1929;11;8;1929;Kessler, P, Kessler, P;09/09/1985 - 09/09/1985;9;9;1985;VN;Viet Nam;0.0;Annam : Bù Khang pr: Vinh;0.0;105.1667;19.43315;0, 0;0, 0;P01753405, P01753406;P01753405, P01753406;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;;;nan;nan;;;VNM;Desmos sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Miliusa;sp.;0.0;0.0;Poilane, E;16676;nan;16676;nan;11/08/1929 - 11/08/1929;11;8;1929;Kessler, P;01/04/1998 - 30/04/1998;1;4;1998;VN;Viet Nam;0.0;Vietnam. Annam: Bù Khang pr: Vinh. 400 m alt grande forêt;0.0;105.16666666666669;19.433333333333334;0;0;P01983566;P01983566;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;Kessler, P.;;VNM;Miliusa sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Nghệ An;
Miliusa;sp.;0.0;0.0;Poilane, E;16690, 16690;nan;16690;nan;11/08/1929 - 11/08/1929;11;8;1929;Kessler, P, ;26/10/1989 - 26/10/1989;26;10;1989;VN;Viet Nam;0.0;Annam : Bù Khạng pr. Vinh. 400 m alt.;0.0;105.1667;19.4333;0, 0;0, 0;P01983568, P00160848;P01983568, P00160848;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;;;nan;nan;;;VNM;Miliusa sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Uvaria;sp.;0.0;0.0;Poilane, E;16738;nan;16738;nan;12/08/1929 - 12/08/1929;12;8;1929;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;VN;Viet Nam;0.0;Annam: Khe Nhe Kil 64 de la route de Phu Qui à Kebon. pro: Vinh;0.0;105.049;19.569;0;0;P02001677;P02001677;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;Kessler, P.;;VNM;Uvaria sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Nghệ An;
Polyalthia;sp.;0.0;0.0;Poilane, E;16954, 16954;nan;16954;nan;12/09/1929 - 12/09/1929;12;9;1929;Kessler, P, ;01/05/2004 - 31/05/2004;1;5;2004;LA;Laos, République démocratique populaire;0.0;Laos : Laos: entre M. Seng et la Sala Barthélémy. Traninh. 300 m alt.;0.0;103.688;19.598;0, 0;0, 0;P01955585, P01955586;P01955585, P01955586;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;;;nan;nan;;;LAO;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Melodorum;mesnyi;0.0;0.0;Poilane, E;17297, 17297;nan;17297;nan;05/04/1930 - 05/04/1930;5;4;1930;Kessler, P, Kessler, P;04/09/1985 - 04/09/1985;4;9;1985;VN;Viet Nam;0.0;Cochinchine : Anbinh, prov. Bienhoa;0.0;106.8333;11.4;0, 0;0, 0;P00557063, P01984719;P00557063, P01984719;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;;;nan;nan;;;VNM;Melodorum mesnyi;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Melodorum;mesnyi;0.0;0.0;Poilane, E;17460;nan;17460;nan;03/06/1930 - 03/06/1930;3;6;1930;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;not found;Cambodge;0.0;Cambodge : sud de Chambok pro: de Kg Speu;0.0;104.128;11.376;0;0;P00557066;P00557066;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;Kessler, P.;;not found;Melodorum mesnyi;nan;nan;nan;nan;nan;;;;;nan;0.0;;Kampong Speu;
Melodorum;mesnyi;0.0;0.0;Poilane, E;17464, 17464;nan;17464;nan;04/06/1930 - 04/06/1930;4;6;1930;Kessler, P, Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;not found;Cambodge;0.0;Cambodge : Sud Est de Chambok pro: de Kg. Speu;0.0;104.128;11.376;0, 0;0, 0;P00557065, P01984723;P00557065, P01984723;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;;;nan;nan;;;not found;Melodorum mesnyi;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Melodorum;mesnyi;0.0;0.0;Poilane, E;17469, 17469;nan;17469;nan;08/06/1930 - 08/06/1930;8;6;1930;Kessler, P, Kessler, P;01/05/2004 - 31/05/2004;1;5;2004;not found;Cambodge;0.0;Cambodge: massif près de Chambok pro: de Kg. Speu. 200 alt.;0.0;104.096;11.367;0, 0;0, 0;P00557064, P01984722;P00557064, P01984722;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;;;nan;nan;;;not found;Melodorum mesnyi;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Orophea;sp.;0.0;0.0;Poilane, E;17495, 17495, 17495, 17495;nan;17495;nan;08/06/1930 - 08/06/1930;8;6;1930;Kessler, P, , , ;09/09/1985 - 09/09/1985;9;9;1985;not found;Cambodge;0.0;Cambodge : massif près de Chambok pro: de Kg. Speu. 300 m alt.;0.0;104.096;11.367;0, 0, 0, 0;0, 0, 0, 0;P01967195, P01967224, P01967225, P01967226;P01967195, P01967224, P01967225, P01967226;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;;;nan;nan;;;not found;Orophea sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
nan;indet.;0.0;0.0;Poilane, E;17512;nan;17512;nan;11/06/1930 - 11/06/1930;11;6;1930;nan;nan;;;;not found;Cambodge;0.0;Cambodge : entre Chambok et Pum Lovéa pro: Kg. Speu;0.0;104.352;11.35;0;0;P01965510;P01965510;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;;;not found;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Kampong Speu;
Nervopetalum;hahnii;0.0;0.0;Poilane, E;17637;nan;17637;nan;15/06/1930 - 15/06/1930;15;6;1930;Meade, C;01/07/2000 - 01/07/2000;1;7;2000;not found;Cambodge;0.0;Cambodge : La Kang Choeung pr: de Kg. Speu;0.0;103.8196;11.7235;0;0;P00261150;P00261150;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;Meade, C.;;not found;Nervopetalum hahnii;nan;nan;nan;nan;nan;;;;;nan;0.0;;Kampong Speu;
Mitrephora;sp.;0.0;0.0;Poilane, E;17640, 17640;nan;17640;nan;17/06/1930 - 17/06/1930;17;6;1930;, ;nan;;;;not found;Cambodge;0.0;Cambodge : Pn. Krapoeu pro: Kg. Speu;0.0;103.849;11.616;0, 0;0, 0;P02007556, P02007557;P02007556, P02007557;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;;;nan;nan;;;not found;Mitrephora sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Mitrephora;sp.;0.0;0.0;Poilane, E;17772;nan;17772;nan;26/06/1930 - 26/06/1930;26;6;1930;Kessler;09/09/1985 - 09/09/1985;9;9;1985;not found;Cambodge;0.0;Cambodge: Traping Pông pro: Pursat;0.0;103.4841;12.3144;0;0;P00133821;P00133821;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;Kessler;;not found;Mitrephora sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Pursat;
Mitrephora;sp.;0.0;0.0;Poilane, E;17778;nan;17778;nan;26/06/1930 - 26/06/1930;26;6;1930;Kessler, P;09/09/1985 - 09/09/1985;9;9;1985;not found;Cambodge;0.0;Cambodge : Traping Pông pr: Pursat;0.0;103.4841;12.3144;0;0;P02007555;P02007555;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;Kessler, P.;;not found;Mitrephora sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Pursat;
Mitrephora;sp.;0.0;0.0;Poilane, E;17796;nan;17796;nan;28/06/1930 - 28/06/1930;28;6;1930;Kessler, P;26/10/1989 - 26/10/1989;26;10;1989;not found;Cambodge;0.0;Cambodge : entre Traping Pông et Léach, pro: Pursat;0.0;103.638;12.319;0;0;P01988091;P01988091;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;Kessler, P.;;not found;Mitrephora sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Pursat;
Mitrephora;sp.;0.0;0.0;Poilane, E;17819;nan;17819;nan;30/06/1930 - 30/06/1930;30;6;1930;Kessler, P;26/10/1999 - 26/10/1999;26;10;1999;not found;Cambodge;0.0;Cambodge : entre Léach et Pursat;0.0;103.825;12.416;0;0;P02007386;P02007386;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;Kessler, P.;;not found;Mitrephora sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Pursat;
Polyalthia;sp.;0.0;0.0;Poilane, E;17914;nan;17914;nan;21/07/1930 - 21/07/1930;21;7;1930;Kessler, P;26/10/1989 - 26/10/1989;26;10;1989;VN;Viet Nam;0.0;Annam : Cana pro: Phanrang. 600 m alt.;0.0;108.844;11.377;0;0;P01955590;P01955590;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;Kessler, P.;;VNM;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Ninh Thuận;
Alphonsea;sp.;0.0;0.0;Poilane, E;17947, 17947;nan;17947;nan;09/08/1930 - 09/08/1930;9;8;1930;Kessler, PJA, Kessler, P;09/09/1985 - 09/09/1985;9;9;1985;VN;Viet Nam;0.0;Annam : An Khê prov. Qui Nhôn;0.0;108.6605;13.951;0, 0;0, 0;P00404594, P00404595;P00404594, P00404595;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;;;nan;nan;;;VNM;Alphonsea sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
nan;indet.;0.0;0.0;Poilane, E;17951;nan;17951;nan;09/08/1930 - 09/08/1930;9;8;1930;nan;nan;;;;VN;Viet Nam;0.0;Annam : An Khê prov. Qui Nhôn. 4 a 500 m alt.;0.0;108.6605;13.951;0;0;P01967869;P01967869;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;;;VNM;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Gia Lai;
Goniothalamus;sp.;0.0;0.0;Poilane, E;17991, 17991, 17991;nan;17991;nan;13/08/1930 - 13/08/1930;13;8;1930;Kessler, P, Kessler, P, Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;VN;Viet Nam;0.0;Annam : col de Mangiang prov. Qui Nhon. 1000 à 1200 m alt.;0.0;108.423;14.027;0, 0, 0;0, 0, 0;P01982094, P01982095, P01982096;P01982094, P01982095, P01982096;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;;;nan;nan;;;VNM;Goniothalamus sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Goniothalamus;sp.;0.0;0.0;Poilane, E;18052;nan;18052;nan;22/08/1930 - 22/08/1930;22;8;1930;Kessler, P;26/10/1989 - 26/10/1989;26;10;1989;VN;Viet Nam;0.0;Annam : col de Mangiang pro: Qui Nhôn. 6 a 700 m alt.;0.0;108.423;14.027;0;0;P01967807;P01967807;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;Kessler, P.;;VNM;Goniothalamus sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Gia Lai;
Friesodielsia;sp.;0.0;0.0;Poilane, E;18083, 18083;nan;18083;nan;22/08/1930 - 22/08/1930;22;8;1930;Kessler, P, Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;VN;Viet Nam;0.0;Annam : col de Mangiang pro: de Qui Nhôn. 1770 m alt.;0.0;108.423;14.027;0, 0;0, 0;P01981832, P01981833;P01981832, P01981833;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;;;nan;nan;;;VNM;Friesodielsia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Desmos;dinnensis;0.0;0.0;Poilane, E;18133;nan;18133;nan;28/08/1930 - 28/08/1930;28;8;1930;nan;nan;;;;VN;Viet Nam;0.0;Annam : Dak Doa pro: Kontum. 1150 m alt.;0.0;108.112;13.995;0;0;P02007301;P02007301;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;;;VNM;Desmos dinnensis;nan;nan;nan;nan;nan;;;;;nan;0.0;;Gia Lai;
Nervopetalum;hahnii;0.0;0.0;Poilane, E;18171;nan;18171;nan;31/08/1930 - 31/08/1930;31;8;1930;Meade, C;01/07/2000 - 01/07/2000;1;7;2000;VN;Viet Nam;0.0;Annam : entre Plei Krong et Ta Bai pro: Kontum. 4 a 500 m alt.;0.0;107.838;14.378;0;0;P00261151;P00261151;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;Meade, C.;;VNM;Nervopetalum hahnii;nan;nan;nan;nan;nan;;;;;nan;0.0;;Kon Tum;
Friesodielsia;sp.;0.0;0.0;Poilane, E;18180, 18180;nan;18180;nan;02/09/1930 - 02/09/1930;2;9;1930;Kessler, P, Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;VN;Viet Nam;0.0;Annam : montagne Mam Ray prov: Kontum. 1000 à 1100 m alt;0.0;107.702;14.489;0, 0;0, 0;P01981814, P01981815;P01981814, P01981815;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;;;nan;nan;;;VNM;Friesodielsia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
nan;indet.;0.0;0.0;Poilane, E;18182;nan;18182;nan;02/09/1930 - 02/09/1930;2;9;1930;nan;nan;;;;VN;Viet Nam;0.0;Annam : montagne Mam Ray pro: Kontum. 11 a 1200 m alt.;0.0;107.701;14.489;0;0;P01967868;P01967868;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;;;VNM;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Kon Tum;
Goniothalamus;sp.;0.0;0.0;Poilane, E;18209;nan;18209;nan;04/09/1930 - 04/09/1930;4;9;1930;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;VN;Viet Nam;0.0;Annam : montagne Mam Ray pro: Kontum. 800 m alt.;0.0;107.701;14.489;0;0;P01982086;P01982086;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;Kessler, P.;;VNM;Goniothalamus sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Kon Tum;
nan;indet.;0.0;0.0;Poilane, E;18210;nan;18210;nan;03/09/1930 - 03/09/1930;3;9;1930;nan;nan;;;;VN;Viet Nam;0.0;Annam : montagne Mam Ray pro: Kontum. 500 m près village Ta Bai;0.0;107.701;14.489;0;0;P01988085;P01988085;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;;;VNM;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Kon Tum;
Ellipeia;sp.;0.0;0.0;Poilane, E;18338;nan;18338;nan;13/09/1930 - 13/09/1930;13;9;1930;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;VN;Viet Nam;0.0;Annam : Dak Tô pro: Kontum. 1000 m alt.;0.0;107.840036;14.6612477;0;0;P01986501;P01986501;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;Kessler, P.;;VNM;Ellipeia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Kon Tum;
Friesodielsia;sp.;0.0;0.0;Poilane, E;18341, 18341, 18341;nan;18341;nan;13/09/1930 - 13/09/1930;13;9;1930;Kessler, P, Kessler, P, Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;VN;Viet Nam;0.0;Annam : Dak Tô pro: de Kontum. 1000 a 1200 m alt.;0.0;107.83965362962964;14.66110957777778;0, 0, 0;0, 0, 0;P01981826, P01981827, P01981828;P01981826, P01981827, P01981828;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;;;nan;nan;;;VNM;Friesodielsia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Desmos;dinnensis;0.0;0.0;Poilane, E;18472;nan;18472;nan;03/10/1930 - 03/10/1930;3;10;1930;nan;nan;;;;VN;Viet Nam;0.0;Annam : entre Dak Ha et Dak Tô pro: du Kontum. 8 a 900 m alt.;0.0;107.853;14.748;0;0;P02007297;P02007297;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;;;VNM;Desmos dinnensis;nan;nan;nan;nan;nan;;;;;nan;0.0;;Kon Tum;
nan;indet.;0.0;0.0;Poilane, E;18474, 18474;nan;18474;nan;03/10/1930 - 03/10/1930;3;10;1930;, ;nan;;;;VN;Viet Nam;0.0;Annam : entre Dak Ha et Dak Tô pro: du Kontum. 8 a 900 m alt.;0.0;107.853;14.748;0, 0;0, 0;P01965498, P01965499;P01965498, P01965499;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;;;nan;nan;;;VNM;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Polyalthia;sp.;0.0;0.0;Poilane, E;18819, 18819;nan;18819;nan;11/01/1931 - 11/01/1931;11;1;1931;, ;nan;;;;VN;Viet Nam;0.0;Tonkin : entre Trinh Thuong et Muông Hum pro: de LaoKay. 2000 m alt.;0.0;103.736;22.609;0, 0;0, 0;P01955588, P01955589;P01955588, P01955589;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;;;nan;nan;;;VNM;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Mitrephora;sp.;0.0;0.0;Poilane, E;18920, 18920, 18920;nan;18920;nan;26/01/1931 - 26/01/1931;26;1;1931;Kessler, P, Kessler, P, Kessler, P;01/01/1985 - 31/12/1985;1;1;1985;VN;Viet Nam;0.0;Annam : Lung Van : prov: Thanhoa. 1000 m alt;0.0;105.1329;20.11133333333333;0, 0, 0;0, 0, 0;P02007383, P02007384, P02007385;P02007383, P02007384, P02007385;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;;;nan;nan;;;VNM;Mitrephora sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Polyalthia;sp.;0.0;0.0;Poilane, E;19098, 19098, 19098;nan;19098;nan;18/02/1931 - 18/02/1931;18;2;1931;, , ;nan;;;;VN;Viet Nam;0.0;Tonkin : massif du Piahouac pro: de Caobang. 15 à 1600 m alt.;0.0;105.8667;22.6167;0, 0, 0;0, 0, 0;P01955591, P01955592, P01955593;P01955591, P01955592, P01955593;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;;;nan;nan;;;VNM;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Uvaria;sp.;0.0;0.0;Poilane, E;20003, 20003;nan;20003;nan;03/02/1932 - 03/02/1932;3;2;1932;Kessler, P, Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;VN;Viet Nam;0.0;Annam : Kil. 215 de la route col. n° 7, Prov. : de Vinh. 400 m alt.;0.0;104.1935;19.38425;0, 0;0, 0;P02001674, P02001675;P02001674, P02001675;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;;;nan;nan;;;VNM;Uvaria sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Orophea;sp.;0.0;0.0;Poilane, E;20500, 20500, 20500;nan;20500;nan;25/03/1932 - 25/03/1932;25;3;1932;Kessler, P, , ;09/09/1985 - 09/09/1985;9;9;1985;LA;Laos, République démocratique populaire;0.0;Laos : Pac Bac pro: L. Prabang. 1000 m alt.;0.0;102.584;20.5855;0, 0, 0;0, 0, 0;P01967194, P01967218, P01967219;P01967194, P01967218, P01967219;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;;;nan;nan;;;LAO;Orophea sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
nan;indet.;0.0;0.0;Poilane, E;20637;nan;20637;nan;02/04/1932 - 02/04/1932;2;4;1932;nan;nan;;;;LA;Laos, République démocratique populaire;0.0;Laos : M. Ngoi pro: Luang Prabang. 450 m alt.;0.0;102.6746;20.7087;0;0;P03300513;P03300513;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;;;LAO;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Louangphabang;
Polyalthia;sp.;0.0;0.0;Poilane, E;20797;nan;20797;nan;25/06/1932 - 25/06/1932;25;6;1932;Kessler, P;09/09/1985 - 09/09/1985;9;9;1985;VN;Viet Nam;0.0;Cochinchine : Arboretum de Trang Bôm pr: de Bienhoa;0.0;107.0059;10.9536;0;0;P01955596;P01955596;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;Kessler, P.;;VNM;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Đồng Nai;
Goniothalamus;sp.;0.0;0.0;Poilane, E;20898;nan;20898;nan;20/08/1932 - 20/08/1932;20;8;1932;Kessler, P;26/10/1989 - 26/10/1989;26;10;1989;VN;Viet Nam;0.0;Annam : Cana pro: Phanrang. 3 a 400 m alt.;0.0;108.8437;11.377;0;0;P01967812;P01967812;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;Kessler, P.;;VNM;Goniothalamus sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Ninh Thuận;
Polyalthia;sp.;0.0;0.0;Poilane, E;21247;nan;21247;nan;26/10/1932 - 26/10/1932;26;10;1932;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;VN;Viet Nam;0.0;Cochinchine : kil 58 de la route col. n° 20 pro: de Bienhoa;0.0;107.4278;11.266;0;0;P01955597;P01955597;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;Kessler, P.;;VNM;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Đồng Nai;
Marsypopetalum;sp.;0.0;0.0;Poilane, E;21268;nan;21268;nan;26/10/1932 - 26/10/1932;26;10;1932;Kessler, P;01/05/2004 - 31/05/2004;1;5;2004;VN;Viet Nam;0.0;Cochinchine : kil. 58 de la route col. n° 20 pro: de Bienhoa;0.0;107.4278;11.266;0;0;P00404564;P00404564;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;Kessler, P.;;VNM;Marsypopetalum sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Đồng Nai;
Cyathocalyx;sp.;0.0;0.0;Poilane, E;21347;nan;21347;nan;01/11/1932 - 30/11/1932;1;11;1932;nan;nan;;;;VN;Viet Nam;0.0;Cochinchine : Kil 55 de la route col n° 20 pro: de Bienhoa;0.0;107.407;11.252;0;0;P01984393;P01984393;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;;;VNM;Cyathocalyx sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Đồng Nai;
Marsypopetalum;sp.;0.0;0.0;Poilane, E;21352;nan;21352;nan;08/11/1932 - 08/11/1932;8;11;1932;Kessler, P;01/05/2004 - 31/05/2004;1;5;2004;VN;Viet Nam;0.0;Cochinchine : kil 58 de la route col. n° 20 pro: de Bienhoa;0.0;107.4278;11.266;0;0;P00404563;P00404563;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;Kessler, P.;;VNM;Marsypopetalum sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Đồng Nai;
Desmos;dinnensis;0.0;0.0;Poilane, E;21436;nan;21436;nan;21/11/1932 - 21/11/1932;21;11;1932;nan;nan;;;;VN;Viet Nam;0.0;Cochinchine: près Dinh quan Kil. 48 de la route col. n°20. pro: de Bienhoa;0.0;107.359;11.203;0;0;P02007286;P02007286;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;;;VNM;Desmos dinnensis;nan;nan;nan;nan;nan;;;;;nan;0.0;;Đồng Nai;
Cyathocalyx;sp.;0.0;0.0;Poilane, E;21507;nan;21507;nan;27/11/1932 - 27/11/1932;27;11;1932;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;VN;Viet Nam;0.0;Cochinchine : Dinh quan kil. 46 de la route col. n° 20 pro: de Bienhoa;0.0;107.349;11.1922;0;0;P01984378;P01984378;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;Kessler, P.;;VNM;Cyathocalyx sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Đồng Nai;
Uvaria;sp.;0.0;0.0;Poilane, E;21700;nan;21700;nan;25/12/1932 - 25/12/1932;25;12;1932;nan;nan;;;;VN;Viet Nam;0.0;Cochinchine: 5 Kil. au nord de Dinh Quan pro: de Bienhoa;0.0;107.355;11.261;0;0;P01964137;P01964137;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;;;VNM;Uvaria sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Đồng Nai;
Marsypopetalum;sp.;0.0;0.0;Poilane, E;21713;nan;21713;nan;04/01/1933 - 04/01/1933;4;1;1933;Kessler, P;01/05/2004 - 31/05/2004;1;5;2004;VN;Viet Nam;0.0;Cochinchine: 5 Kil. au nord de Dinh Quan pro: de Bienhoa;0.0;107.35247611999512;11.221170910189622;0;0;P00404562;P00404562;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0;0.0;;nan;Poilane, E.;Kessler, P.;;VNM;Marsypopetalum sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Đồng Nai;
