genus;specific_epithet;species_author;collector_id;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;huh_name;geo_col;wiki_url;specificEpithet;tmp_det_date;expert_det;orig_recby;orig_detby;recby_regex;country_iso3;sp_idx;status;accepted_name;ipni_species_author;ipni_no;geo_issues;.summary;tmp_det_date.1;expert_det.1;recby_regex.1;modified;scientific_name;colnum_fullprefix;region;Unnamed: 0
nan;indet.;0.0;0.0;Hose, C;180;nan;180;nan;05/11/1894 - 05/11/1894;5;11;1894;nan;nan;;;;not found;Malaisie;0.0;Baram. Baram district, Sarawak.;0.0;113.98808;4.5750851;0;0;P02001255;P02001255;Hose;Hose, Charles;Indonesia, Malaysia;0;0.0;;nan;Hose, C.;;;not found;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Sarawak;
Xylopia;sp.;0.0;0.0;Hose, C;261;nan;261;nan;20/06/1895 - 20/06/1895;20;6;1895;nan;nan;;;;not found;Malaisie;0.0;Marudi. Baram district, Sarawak.;0.0;114.321109;4.1793687;0;0;P01987387;P01987387;Hose;Hose, Charles;Indonesia, Malaysia;0;0.0;;nan;Hose, C.;;;not found;Xylopia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Sarawak;
Popowia;sp.;0.0;0.0;Hose, C;422;nan;422;nan;12/11/1894 - 12/11/1894;12;11;1894;Kessler, P;09/09/1985 - 09/09/1985;9;9;1985;not found;Malaisie;0.0;Entoyut river. Baram district, Sarawak.;0.0;114.282;4.106;0;0;P01960329;P01960329;Hose;Hose, Charles;Indonesia, Malaysia;0;0.0;;nan;Hose, C.;Kessler, P.;;not found;Popowia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Sarawak;
nan;indet.;0.0;0.0;Hose, C;433;nan;433;nan;01/12/1894 - 31/12/1894;1;12;1894;nan;nan;;;;not found;Malaisie;0.0;Entoyut river. Baram district, Sarawak.;0.0;114.282;4.106;0;0;P01956177;P01956177;Hose;Hose, Charles;Indonesia, Malaysia;0;0.0;;nan;Hose, C.;;;not found;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Sarawak;
nan;indet.;0.0;0.0;Hose, C;601;nan;601;nan;01/04/1895 - 30/04/1895;1;4;1895;nan;nan;;;;not found;Malaisie;0.0;Miri river. Baram district, Sarawak;0.0;114.029;4.412;0;0;P01956174;P01956174;Hose;Hose, Charles;Indonesia, Malaysia;0;0.0;;nan;Hose, C.;;;not found;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Sarawak;
nan;indet.;0.0;0.0;Hose, C;661;nan;661;nan;24/04/1895 - 24/04/1895;24;4;1895;nan;nan;;;;not found;Malaisie;0.0;Baram district, Sarawak. Miri;0.0;113.987;4.3913;0;0;P01956173;P01956173;Hose;Hose, Charles;Indonesia, Malaysia;0;0.0;;nan;Hose, C.;;;not found;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Sarawak;
Xylopia;sp.;0.0;0.0;Hose, C;692;nan;692;nan;27/04/1895 - 27/04/1895;27;4;1895;nan;nan;;;;not found;Malaisie;0.0;Baram district, Sarawak. Miri;0.0;113.987;4.3913;0;0;P01987382;P01987382;Hose;Hose, Charles;Indonesia, Malaysia;0;0.0;;nan;Hose, C.;;;not found;Xylopia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Sarawak;
nan;indet.;0.0;0.0;Hose, C;83;nan;83;nan;01/12/1894 - 31/12/1894;1;12;1894;nan;nan;;;;not found;Malaisie;0.0;Baram district, Sarawak. Baram;0.0;114.09;4.4;0;0;P01956185;P01956185;Hose;Hose, Charles;Indonesia, Malaysia;0;0.0;;nan;Hose, C.;;;not found;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Sarawak;
nan;indet.;0.0;0.0;Hose, C;94;nan;94;nan;01/03/1895 - 31/03/1895;1;3;1895;nan;nan;;;;not found;Malaisie;0.0;Baram. Baram district, Sarawak.;0.0;114.09;4.4;0;0;P01956184;P01956184;Hose;Hose, Charles;Indonesia, Malaysia;0;0.0;;nan;Hose, C.;;;not found;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Sarawak;
Polyalthia;subrosa;0.0;0.0;Hou, XL;11013101, 11013101;nan;11013101;nan;31/01/2011 - 31/01/2011;31;1;2011;Hou, XL, Hou, XL;01/03/2011 - 01/03/2011;1;3;2011;not found;Chine;0.0;Hai. Sanya, Luobidong. Alt. 20 m;0.0;109.533765;18.3120085;0, 0;0, 0;P06901005, P06901006;P06901005, P06901006;Hou;Hou, Xue-Liang;China;0;;;nan;nan;;;not found;Polyalthia subrosa;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Pheaanthus;yingjiangensis;0.0;0.0;Hou, XL;8101401;nan;8101401;nan;14/10/2008 - 14/10/2008;14;10;2008;Hou, XL;01/03/2011 - 01/03/2011;1;3;2011;not found;Chine;0.0;Yun. Yingjiang, Nabang, Rongshuwang. Alt. 960 m;0.0;97.603;24.665;0;0;P02273334;P02273334;Hou;Hou, Xue-Liang;China;0;0.0;;nan;Hou, X.L.;Hou, X.L.;;not found;Pheaanthus yingjiangensis;nan;nan;nan;nan;nan;;;;;nan;0.0;;Yun(云南);
Trivalvaria;caloneura;0.0;0.0;Hou, XL;8101504, 8101504;nan;8101504;nan;15/10/2008 - 15/10/2008;15;10;2008;Hou, XL, Hou, XL;01/03/2011 - 01/03/2011;1;3;2011;not found;Chine;0.0;Yun. Yingjiang, Nabang, Rongshuwang. Alt. 960 m;0.0;97.603;24.665;0, 0;0, 0;P06901177, P06901178;P06901177, P06901178;Hou;Hou, Xue-Liang;China;0;;;nan;nan;;;not found;Trivalvaria caloneura;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
nan;nan;nan;nan;Hughes, M;MH1712;MH;1712;nan;nan;3;5;2012;nan;nan;;;;PH;Philippines;nan;Mt. St. Paul;nan;118.91;10.16;E;E;E00625168;E00625168;Hughes;Hughes, M;nan;nan;;;nan;Hughes, Mark;;Hughes, M;PHL;;nan;nan;nan;nan;nan;True;;;;sef_2023-04-28_08-15-00;nan;;;
nan;nan;nan;nan;Hughes, M;MH1730;MH;1730;nan;nan;3;5;2012;nan;nan;;;;PH;Philippines;nan;Mt. St. Paul;nan;118.91;10.16;E;E;E00625165;E00625165;Hughes;Hughes, M;nan;nan;;;nan;Hughes, Mark;;Hughes, M;PHL;;nan;nan;nan;nan;nan;True;;;;sef_2023-04-28_08-15-00;nan;;;
Uvaria;sp.;0.0;0.0;Hul, S;349;nan;349;nan;19/11/1997 - 19/11/1997;19;11;1997;Hul, S;01/01/1998 - 31/12/1998;1;1;1998;not found;Cambodge;0.0;Cambodge. Ratanakiri, O Chum. Véal thmâ da romplang, 15 km au Nord de Banlong.;0.0;106.979;13.863;0;0;P00106044;P00106044;Hul;Hul, Savanmoly;0;0;0.0;;nan;Hul, S.;Hul, S.;;not found;Uvaria sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;RatanaKiri;
Artabotrys;sp.;0.0;0.0;Hul, S;511;nan;511;nan;30/11/1997 - 30/11/1997;30;11;1997;Hul, S;01/01/1998 - 31/12/1998;1;1;1998;not found;Cambodge;0.0;Cambodge. Siemreap. Région des Temples d'Angkor;0.0;103.8666;13.4125;0;0;P00106199;P00106199;Hul;Hul, Savanmoly;0;0;0.0;;nan;Hul, S.;Hul, S.;;not found;Artabotrys sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Siem Reap;
nan;nan;0.0;0.0;Hul, S;5140, 5140;nan;5140;nan;22/04/2017 - 22/04/2017;22;4;2017;, ;nan;;;;not found;Cambodge;0.0;Cambodge. Kep. Prey Thom;0.0;104.319;10.543;0, 0;0, 0;P00915565, P00915566;P00915565, P00915566;Hul;Hul, Savanmoly;0;0;;;nan;nan;;;not found;;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
nan;nan;0.0;0.0;Hummel, D;3584;nan;3584;nan;12/06/1930 - 12/06/1930;12;6;1930;nan;nan;;;;not found;Chine;0.0;China occidentalis: prov. Kansu, Ssi-tou-ti ad flumen Pei-shui-ho, in speluncula, 692 m s.m.;0.0;105.22241592407228;32.76093138892213;0;0;P02090363;P02090363;Hummel;Hummel, D.;Mongolia;0;0.0;;nan;Hummel, D.;;;not found;;nan;nan;nan;nan;nan;;;;;nan;0.0;;Gansu(甘肃);
Fissistigma;sp.;0.0;0.0;Indrapong, S;96;nan;96;nan;13/12/1974 - 13/12/1974;13;12;1974;Kessler, P;03/08/1987 - 03/08/1987;3;8;1987;not found;Thaïlande;0.0;Thailand. Penins : Ranong, Kapur;0.0;98.624;9.53;0;0;P02032266;P02032266;Indrapong;Indrapong, S.;Thailand;0;0.0;;nan;Indrapong, S.;Kessler, P.;;not found;Fissistigma sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Ranong(ระนอง);
Polyalthia;sp.;0.0;0.0;Iromea;2530;nan;2530;nan;04/09/1965 - 04/09/1965;4;9;1965;Ferguson, IK;nan;;;;not found;Salomon, Îles;0.0;"British Solomon Islands Protectorate; Kolombangara, river valley, west of camp site. Alt. 2500 feet.";0.0;157.07;-7.99;0;0;P01982949;P01982949;Iromea;Iromea;nan;nan;0.0;;nan;Iromea;Ferguson, I.K.;;not found;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Western;
Dasymaschalon;sp.;0.0;0.0;Jean;37020;nan;37020;nan;01/05/1918 - 31/05/1918;1;5;1918;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;VN;Viet Nam;0.0;Nord-Annam : Province de Thanh-Hoa, forêt de Lang cô;0.0;105.215;19.802;0;0;P00451194;P00451194;Jean;Jean;nan;nan;0.0;;nan;Jean;Kessler, P.;;VNM;Dasymaschalon sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Thanh Hóa;
nan;indet.;0.0;0.0;Johns, RJ;8209, 8209;nan;8209;nan;28/04/1994 - 28/04/1994;28;4;1994;, ;nan;;;;not found;Indonésie;0.0;North east Kepala Burung, Irian Jaya, Indonesia. Manokwari Province. Wariori River flood plain. Logging area. 70 m.;0.0;133.679;-0.802;0, 0;0, 0;P01963757, P01963758;P01963757, P01963758;Johns;Johns, Robert James;Indonesia, Papua New Guinea;0;;;nan;nan;;;not found;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Pseuduvaria;sp.;0.0;0.0;Kadir;nan;nan;nan;nan;19/03/1949 - 19/03/1949;19;3;1949;Kessler, P;01/05/2004 - 31/05/2004;1;5;2004;not found;Malaisie;0.0;British North Borneo. Compartment 6. Sepilok;0.0;117.9496;5.876;0;0;P02133169;P02133169;Kadir;Kadir;Malaysia;0;0.0;;nan;Kadir;Kessler, P.;;not found;Pseuduvaria sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Sabah;
Trivalvaria;sp.;0.0;0.0;Kerr, AFG;12030;nan;12030;nan;20/02/1927 - 20/02/1927;20;2;1927;Kessler, P;10/05/1987 - 10/05/1987;10;5;1987;not found;Thaïlande;0.0;Thailand. Kao Nom Sao, Langsuan. Altitude : c. 700 m.;0.0;98.723;9.768;0;0;P00785031;P00785031;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;0.0;;nan;Kerr, A.F.G.;Kessler, P.;;not found;Trivalvaria sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Chumphon(ชุมพร);
Dasymaschalon;sp.;0.0;0.0;Kerr, AFG;15448;nan;15448;nan;29/04/1928 - 29/04/1928;29;4;1928;Kessler, P;10/05/1981 - 10/05/1981;10;5;1981;not found;Thaïlande;0.0;Thailand. Kao Luang, N. Sritamarat. Altitude: c. 700 m.;0.0;99.73;8.493;0;0;P00785012;P00785012;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;0.0;;nan;Kerr, A.F.G.;Kessler, P.;;not found;Dasymaschalon sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Nakhon Si Thammarat(นครศรีธรรมราช);
Artabotrys;sp.;0.0;0.0;Kerr, AFG;16428;nan;16428;nan;29/12/1928 - 29/12/1928;29;12;1928;nan;nan;;;;not found;Thaïlande;0.0;Thailand. Lam Lieng, Ranawng. Altitude: c. 10 m.;0.0;98.797;10.317;0;0;P00785010;P00785010;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;0.0;;nan;Kerr, A.F.G.;;;not found;Artabotrys sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Ranong(ระนอง);
Stelechocarpus;sp.;0.0;0.0;Kerr, AFG;16995;nan;16995;nan;03/02/1929 - 03/02/1929;3;2;1929;Kessler, P;10/05/1989 - 10/05/1989;10;5;1989;not found;Thaïlande;0.0;Thailand. Kao Pawta Luang Keo, Ranawng. Altitude : c. 400 m.;0.0;98.615;9.686;0;0;P00785013;P00785013;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;0.0;;nan;Kerr, A.F.G.;Kessler, P.;;not found;Stelechocarpus sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Ranong(ระนอง);
Cyathocalyx;sp.;0.0;0.0;Kerr, AFG;17421, 17421;nan;17421;nan;10/03/1929 - 10/03/1929;10;3;1929;Kessler, P, Kessler, P;10/05/1989 - 10/05/1989;10;5;1989;not found;Thaïlande;0.0;Thailand. Kamala, Puket. Altitude : c. 200 m;0.0;98.2868838;7.95307315;0, 0;0, 0;P00785022, P00785023;P00785022, P00785023;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;;;nan;nan;;;not found;Cyathocalyx sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Artabotrys;sp.;0.0;0.0;Kerr, AFG;17693;nan;17693;nan;23/12/1929 - 23/12/1929;23;12;1929;nan;nan;;;;not found;Thaïlande;0.0;Thailand. Kao Kuap, Krat. Altitude : c. 200 m.;0.0;102.778;12.409;0;0;P00785021;P00785021;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;0.0;;nan;Kerr, A.F.G.;;;not found;Artabotrys sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Trat(ตราด);
Pseuduvaria;sp.;0.0;0.0;Kerr, AFG;18195;nan;18195;nan;22/02/1930 - 22/02/1930;22;2;1930;nan;nan;;;;not found;Thaïlande;0.0;Thailand. Yanyao, Surat. Altitude: c. 50 m.;0.0;98.968;9.014;0;0;P00785020;P00785020;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;0.0;;nan;Kerr, A.F.G.;;;not found;Pseuduvaria sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Surat Thani(สุราษฎร์ธานี);
Orophea;sp.;0.0;0.0;Kerr, AFG;18662;nan;18662;nan;25/03/1930 - 25/03/1930;25;3;1930;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;not found;Thaïlande;0.0;Thailand. Panom Bencha, Krabi. Altitude : c. 200 m.;0.0;98.9337789;8.2793558;0;0;P01967213;P01967213;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;0.0;;nan;Kerr, A.F.G.;Kessler, P.;;not found;Orophea sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Krabi(กระบี่);
Miliusa;sp.;0.0;0.0;Kerr, AFG;19080;nan;19080;nan;23/04/1930 - 23/04/1930;23;4;1930;Kessler, P;05/10/1989 - 05/10/1989;5;10;1989;not found;Thaïlande;0.0;Thailand. Kaw Libong, Trang. Altitude c. 100 m.;0.0;99.393;7.243;0;0;P00785017;P00785017;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;0.0;;nan;Kerr, A.F.G.;Kessler, P.;;not found;Miliusa sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Trang(ตรัง);
Miliusa;sp.;0.0;0.0;Kerr, AFG;19123;nan;19123;nan;27/04/1930 - 27/04/1930;27;4;1930;Kessler, P;05/09/1989 - 05/09/1989;5;9;1989;not found;Thaïlande;0.0;Thailand. Palien, Trang. Altitude : c. 50 m.;0.0;99.686;7.172;0;0;P00785016;P00785016;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;0.0;;nan;Kerr, A.F.G.;Kessler, P.;;not found;Miliusa sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Trang(ตรัง);
Polyalthia;sp.;0.0;0.0;Kerr, AFG;19135;nan;19135;nan;27/04/1930 - 27/04/1930;27;4;1930;Kessler, P;01/01/1989 - 31/12/1989;1;1;1989;not found;Thaïlande;0.0;Thailand. Kao Soi Dao, Trang. Altitude : c. 300 m.;0.0;100.755;15.4955;0;0;P00785015;P00785015;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;0.0;;nan;Kerr, A.F.G.;Kessler, P.;;not found;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Trang(ตรัง);
Mitrephora;sp.;0.0;0.0;Kerr, AFG;19793;nan;19793;nan;08/11/1930 - 08/11/1930;8;11;1930;Kessler, P;01/01/1989 - 31/12/1989;1;1;1989;not found;Thaïlande;0.0;Thailand. Ban Keng, Krabin. Altitude : c. 25 m.;0.0;101.757;14.063;0;0;P00785014;P00785014;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;0.0;;nan;Kerr, A.F.G.;Kessler, P.;;not found;Mitrephora sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Prachin Buri(ปราจีนบุรี);
Cyathocalyx;sp.;0.0;0.0;Kerr, AFG;20327;nan;20327;nan;04/03/1931 - 04/03/1931;4;3;1931;Kessler, P;01/07/1995 - 31/07/1995;1;7;1995;not found;Thaïlande;0.0;Thailand. Kao Paya Paw, Chaiyapum. Altitude: c. 400 m.;0.0;101.455;16.135;0;0;P00785025;P00785025;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;0.0;;nan;Kerr, A.F.G.;Kessler, P.;;not found;Cyathocalyx sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Chaiyaphum(ชัยภูมิ);
Artabotrys;sp.;0.0;0.0;Kerr, AFG;20766;nan;20766;nan;27/03/1932 - 27/03/1932;27;3;1932;Kessler, P;09/09/1985 - 09/09/1985;9;9;1985;LA;Laos, République démocratique populaire;0.0;Laos. Bori Khane, Wieng chan, c. 200 m.;0.0;103.727;18.563;0;0;P01984421;P01984421;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;0.0;;nan;Kerr, A.F.G.;Kessler, P.;;LAO;Artabotrys sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Bolikhamxai;
Artabotrys;sp.;0.0;0.0;Kerr, AFG;20808;nan;20808;nan;31/03/1932 - 31/03/1932;31;3;1932;Kessler, P;09/09/1985 - 09/09/1985;9;9;1985;LA;Laos, République démocratique populaire;0.0;Laos. Muang Huang, Wieng chan. c. 200 m.;0.0;103.692;18.744;0;0;P01984423;P01984423;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;0.0;;nan;Kerr, A.F.G.;Kessler, P.;;LAO;Artabotrys sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Bolikhamxai;
Cyathocalyx;sp.;0.0;0.0;Kerr, AFG;20834;nan;20834;nan;01/04/1932 - 01/04/1932;1;4;1932;nan;nan;;;;LA;Laos, République démocratique populaire;0.0;Laos. Tatom, Chieng Kwang. c. 200 m;0.0;103.606;18.986;0;0;P01984388;P01984388;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;0.0;;nan;Kerr, A.F.G.;;;LAO;Cyathocalyx sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Xiangkhouang;
Mitrephora;sp.;0.0;0.0;Kerr, AFG;20889;nan;20889;nan;04/04/1932 - 04/04/1932;4;4;1932;Kessler, P;09/09/1985 - 09/09/1985;9;9;1985;LA;Laos, République démocratique populaire;0.0;Laos. Tatom, Chieng Kwang. c. 200 m.;0.0;103.567;19.518;0;0;P02007554;P02007554;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;0.0;;nan;Kerr, A.F.G.;Kessler, P.;;LAO;Mitrephora sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Xiangkhouang;
Friesodielsia;sp.;0.0;0.0;Kerr, AFG;20897;nan;20897;nan;05/04/1932 - 05/04/1932;5;4;1932;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;LA;Laos, République démocratique populaire;0.0;Laos. Tawieng, Chieng Kwang. c. 400 m;0.0;103.217;19.55;0;0;P01981811;P01981811;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;0.0;;nan;Kerr, A.F.G.;Kessler, P.;;LAO;Friesodielsia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Xiangkhouang;
Pyramidanthe;sp.;0.0;0.0;Kerr, AFG;21002;nan;21002;nan;11/04/1932 - 11/04/1932;11;4;1932;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;LA;Laos, République démocratique populaire;0.0;Laos. Muang Cha, Chieng Kwang. c. 1100 m;0.0;103.433;19.417;0;0;P02027493;P02027493;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;0.0;;nan;Kerr, A.F.G.;Kessler, P.;;LAO;Pyramidanthe sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Xiangkhouang;
Artabotrys;sp.;0.0;0.0;Kerr, AFG;21273;nan;21273;nan;27/04/1932 - 27/04/1932;27;4;1932;Kessler, P;09/09/1985 - 09/09/1985;9;9;1985;LA;Laos, République démocratique populaire;0.0;Laos. Muang Ban, Wiengchan. c. 300 m.;0.0;103.295;18.692;0;0;P01984422;P01984422;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;0.0;;nan;Kerr, A.F.G.;Kessler, P.;;LAO;Artabotrys sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Xaisomboun;
Polyalthia;sp.;0.0;0.0;Kerr, AFG;21276;nan;21276;nan;27/04/1932 - 27/04/1932;27;4;1932;Kessler, P;09/09/1985 - 09/09/1985;9;9;1985;LA;Laos, République démocratique populaire;0.0;Laos. Muang Baw, Wiengchan. c. 300 m.;0.0;103.295;18.692;0;0;P02030910;P02030910;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;0.0;;nan;Kerr, A.F.G.;Kessler, P.;;LAO;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Xaisomboun;
Xylopia;sp.;0.0;0.0;Kerr, AFG;21515;nan;21515;nan;17/05/1932 - 17/05/1932;17;5;1932;Kessler;10/05/1989 - 10/05/1989;10;5;1989;not found;Thaïlande;0.0;Thailand. Dawn Tan, Nakawn Panom. Altitude: c. 100 m.;0.0;100.079;13.961;0;0;P00785024;P00785024;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;0.0;;nan;Kerr, A.F.G.;Kessler;;not found;Xylopia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Nakhon Phanom(นครพนม);
Mitrephora;vandaeflora;0.0;0.0;Kerr, AFG;5999;nan;5999;nan;22/05/1922 - 22/05/1922;22;5;1922;nan;nan;;;;not found;Thaïlande;0.0;Nakawn Sawan. Siam;0.0;100.1330046;15.705783;0;0;P02133076;P02133076;Kerr;Kerr, Arthur Francis George;France, Laos, Malaysia, Myanmar, Thailand;0;0.0;;nan;Kerr, A.F.G.;;;not found;Mitrephora vandaeflora;nan;nan;nan;nan;nan;;;;;nan;0.0;;Nakhon Sawan(นครสวรรค์);
Popowia;sp.;0.0;0.0;Kessler;262;nan;262;nan;19/12/1988 - 19/12/1988;19;12;1988;Kessler;nan;;;;not found;Malaisie;0.0;Sarawak, 1st Division, vicinity of Kampong Segu Bubuk, 21 mile, Penrissen road. Alt. up to 250 m. Hills between 200 and 250 m altitude;0.0;110.3;1.3;0;0;P01960407;P01960407;Kessler;Kessler;nan;nan;0.0;;nan;Kessler;Kessler;;not found;Popowia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Sarawak;
Mitrephora;sp.;0.0;0.0;Kessler;265;nan;265;nan;19/12/1988 - 19/12/1988;19;12;1988;Kessler;nan;;;;not found;Malaisie;0.0;Sarawak, 1st Division, vicinity of Kampong Segu Bubuk, 21 mile, Penrissen road. Alt. up to 250 m. Hills between 200 and 250 m altitude;0.0;110.3;1.3;0;0;P02007564;P02007564;Kessler;Kessler;nan;nan;0.0;;nan;Kessler;Kessler;;not found;Mitrephora sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Sarawak;
Popowia;sp.;0.0;0.0;Kessler;282;nan;282;nan;21/12/1988 - 21/12/1988;21;12;1988;Kessler;nan;;;;not found;Malaisie;0.0;Sarawak, 1st Division, Base of Gunung Pueh. Alt. up to 200 m.;0.0;109.703;1.816;0;0;P01960406;P01960406;Kessler;Kessler;nan;nan;0.0;;nan;Kessler;Kessler;;not found;Popowia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Sarawak;
Polyalthia;sp.;0.0;0.0;Kessler;667;nan;667;nan;25/08/1993 - 25/08/1993;25;8;1993;nan;nan;;;;not found;Indonésie;0.0;Lempake, along Rintis of the UNMUL plots. Alt. 30 m.;0.0;117.1892893;-0.4173156;0;0;P02132584;P02132584;Kessler;Kessler;nan;nan;0.0;;nan;Kessler;;;not found;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;East Kalimantan;
Artabotrys;sp.;0.0;0.0;Kessler, P;1024;nan;1024;nan;29/03/1995 - 29/03/1995;29;3;1995;Kessler, P;nan;;;;not found;Indonésie;0.0;Indonesia, East Kalimantan, P.T. ITCI, road Kegan to Sepaku I, km 57, Jl. 2500. Alt. 300 m.;0.0;116.403;-1.098;0;0;P01984435;P01984435;Kessler;Kessler, P;nan;nan;0.0;;nan;Kessler, P.;Kessler, P.;;not found;Artabotrys sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;East Kalimantan;
Friesodielsia;sp.;0.0;0.0;Kessler, P;1046;nan;1046;nan;30/03/1995 - 30/03/1995;30;3;1995;nan;nan;;;;not found;Indonésie;0.0;Indonesia, East Kalimantan, P.T. ITCI, road Kegan to camp 88, km 58. Alt. 200 m.;0.0;116.403;-1.098;0;0;P01981842;P01981842;Kessler;Kessler, P;nan;nan;0.0;;nan;Kessler, P.;;;not found;Friesodielsia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;East Kalimantan;
Artabotrys;sp.;0.0;0.0;Kessler, P;1058;nan;1058;nan;06/04/1995 - 06/04/1995;6;4;1995;nan;nan;;;;not found;Indonésie;0.0;Indonesia, East Kalimantan, road Balikpapan - Samarinda, km 15, road to Sungei Wain. Alt. 50 m.;0.0;117.0;-1.0;0;0;P01984468;P01984468;Kessler;Kessler, P;nan;nan;0.0;;nan;Kessler, P.;;;not found;Artabotrys sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;East Kalimantan;
