recorded_by;colnum_full;det_by;det_date;col_date;region;locality;barcode;country;genus;specific_epithet;scientific_name;specificEpithet;species_author;collector_id;prefix;sufix;col_day;col_month;col_year;det_day;det_month;det_year;country_id;continent;coordinate_id;ddlong;ddlat;institute;herbarium_code;colnum;orig_bc;orig_recby;orig_detby;coll_surname;huh_name;geo_col;wiki_url
King;;King;<NA>;17/06/1893 - 17/06/1893;Andaman and Nicobar Islands;Manglutan. S. Andaman.;P00268481;Inde;Mitrephora;prainii;0;0;0;0;<NA>;<NA>;17;6;1893;;;;0;0;0;92.65;11.58335;0;0;nan;P00268481;King;King;King;King;<NA>;<NA>
King;;Meade, C;01/01/2000 - 31/12/2000;15/08/1891 - 15/08/1891;Andaman and Nicobar Islands;Port Mouat. S. Andamans.;P00248230;Inde;Uvaria;micrantha;0;0;0;0;<NA>;<NA>;15;8;1891;1;1;2000;0;0;0;92.622;11.625;0;0;nan;P00248230;King;Meade, C.;King;King;<NA>;<NA>
King;;Kessler, P;04/09/1985 - 04/09/1985;01/01/1884 - 31/12/1884;Andaman and Nicobar Islands;Andamans;P00372666;Inde;Phaeanthus;andamanicus;0;0;0;0;<NA>;<NA>;1;1;1884;4;9;1985;0;0;0;92.648;11.7;0;0;nan;P00372666;King;Kessler, P.;King;King;<NA>;<NA>
King;;nan;01/01/1994 - 31/12/1994;01/01/1884 - 31/12/1884;Andaman and Nicobar Islands;Andamans;P00268397;Inde;Trivalvaria;dubia;0;0;0;0;<NA>;<NA>;1;1;1884;1;1;1994;0;0;0;92.95597951859415;11.9843744;0;0;nan;P00268397;King;van Heusden, E.C.H.;King;King;<NA>;<NA>
King;;nan;<NA>;01/04/1896 - 30/04/1896;Nagaland;Assam. Kohima, alt. 4.000;P01986145;Inde;Goniothalamus;sesquipedalis;0;0;0;0;<NA>;<NA>;1;4;1896;;;;0;0;0;94.1019156;25.6618755;0;0;nan;P01986145;King;<NA>;King;King;<NA>;<NA>
King;;nan;<NA>;25/07/1891 - 25/07/1891;Andaman and Nicobar Islands;Cadell-gunj. S. Andamans.;P01987691;Inde;Orophea;polycarpa;0;0;0;0;<NA>;<NA>;25;7;1891;;;;0;0;0;93.002;13.038;0;0;nan;P01987691;King;<NA>;King;King;<NA>;<NA>
King;;nan;<NA>;20/06/1881 - 20/06/1881;Sikkim;Sikkim Himalaya.;P01988729;Inde;Polyalthia;simiarum;0;0;0;0;<NA>;<NA>;20;6;1881;;;;0;0;0;;;0;0;nan;P01988729;King;<NA>;King;King;<NA>;<NA>
King;;nan;<NA>;15/09/1894 - 15/09/1894;Andaman and Nicobar Islands;S. Andaman. Between Goplakabung  & Wimberley Gunj.;P01952392;Inde;Dasymaschalon;blumei;0;0;0;0;<NA>;<NA>;15;9;1894;;;;0;0;0;92.7078;11.76;0;0;nan;P01952392;King;<NA>;King;King;<NA>;<NA>
King;;Kessler, P;13/02/1985 - 13/02/1985;28/11/1893 - 28/11/1893;Andaman and Nicobar Islands;Sipi ghat. S. Andaman.;P01967198;Inde;Orophea;sp.;0;0;0;0;<NA>;<NA>;28;11;1893;13;2;1985;0;0;0;92.739;11.664;0;0;nan;P01967198;King;Kessler, P.;King;King;<NA>;<NA>
King;;nan;01/01/1985 - 31/12/1985;10/11/1894 - 10/11/1894;Andaman and Nicobar Islands;Port mouat ravine. Hill jungle. S. Andaman.;P01960572;Inde;Anaxagorea;luzonensis;0;0;0;0;<NA>;<NA>;10;11;1894;1;1;1985;0;0;0;92.625;11.625;0;0;nan;P01960572;King;Maas, P.J.M. & Westra, L.Y.T.;King;King;<NA>;<NA>
King;;nan;01/01/1982 - 31/12/1982;10/11/1894 - 10/11/1894;Andaman and Nicobar Islands;Port Mouat. S. Andaman.;P01960591;Inde;Anaxagorea;luzonensis;0;0;0;0;<NA>;<NA>;10;11;1894;1;1;1982;0;0;0;92.623;11.625;0;0;nan;P01960591;King;van Benthem, F.D.J.;King;King;<NA>;<NA>
King;;Chaowasku, T;04/05/2006 - 04/05/2006;06/05/1893 - 06/05/1893;West Bengal;Cultivated in Bot. Garden, Calcutta.;P01967109;Inde;Miliusa;sclerocarpa;0;0;0;0;<NA>;<NA>;6;5;1893;4;5;2006;0;0;0;88.288;22.558;0;0;nan;P01967109;King;Chaowasku, T.;King;King;<NA>;<NA>
King;;nan;<NA>;01/06/1893 - 01/06/1893;Andaman and Nicobar Islands;Port Moat. Hill jungle. S Andaman.;P02007281;Inde;Desmos;dumosus;0;0;0;0;<NA>;<NA>;1;6;1893;;;;0;0;0;92.625;11.625;0;0;nan;P02007281;King;<NA>;King;King;<NA>;<NA>
King;;nan;<NA>;03/09/1892 - 03/09/1892;Andaman and Nicobar Islands;S. Andamans. Anikhet;P01956338;Inde;Orophea;polycarpa;0;0;0;0;<NA>;<NA>;3;9;1892;;;;0;0;0;92.646;11.7;0;0;nan;P01956338;King;<NA>;King;King;<NA>;<NA>
King, G;;nan;<NA>;21/10/1881 - 21/10/1881;West Bengal;Sikkim Himalaya. Mungpoo Peak;P00248208;Inde;Uvaria;lurida;0;0;0;0;<NA>;<NA>;21;10;1881;;;;0;0;0;88.602;27.157;0;0;nan;P00248208;King, G.;<NA>;King;King, G;<NA>;<NA>
Korthals;;nan;<NA>;<NA>;;Borneo;P02084037;<NA>;Meiogyne;virgata;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P02084037;Korthals;<NA>;Korthals;Korthals, Pieter Willem;Indonesia, Malaysia, Suriname, Venezuela;http://en.wikipedia.org/wiki/Pieter_Willem_Korthals
Korthals;;nan;<NA>;<NA>;;Borneo.;P02084038;<NA>;Orophea;trigyna;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P02084038;Korthals;<NA>;Korthals;Korthals, Pieter Willem;Indonesia, Malaysia, Suriname, Venezuela;http://en.wikipedia.org/wiki/Pieter_Willem_Korthals
Korthals;;nan;<NA>;<NA>;;Sumatra;P01989284;Indonésie;Annona;sp.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01989284;Korthals;<NA>;Korthals;Korthals, Pieter Willem;Indonesia, Malaysia, Suriname, Venezuela;http://en.wikipedia.org/wiki/Pieter_Willem_Korthals
Korthals;;nan;<NA>;<NA>;;Sumatra;P01989285;Indonésie;Annona;sp.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01989285;Korthals;<NA>;Korthals;Korthals, Pieter Willem;Indonesia, Malaysia, Suriname, Venezuela;http://en.wikipedia.org/wiki/Pieter_Willem_Korthals
Korthals;;nan;<NA>;<NA>;;Borneo;P01989365;<NA>;Uvaria;argentea;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01989365;Korthals;<NA>;Korthals;Korthals, Pieter Willem;Indonesia, Malaysia, Suriname, Venezuela;http://en.wikipedia.org/wiki/Pieter_Willem_Korthals
Korthals;;nan;<NA>;<NA>;;Bornéo;P01967854;<NA>;Mitrephora;humilis;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01967854;Korthals;<NA>;Korthals;Korthals, Pieter Willem;Indonesia, Malaysia, Suriname, Venezuela;http://en.wikipedia.org/wiki/Pieter_Willem_Korthals
Korthals;;nan;<NA>;<NA>;;Borneo.;P02008526;<NA>;Orophea;chrysocarpa;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P02008526;Korthals;<NA>;Korthals;Korthals, Pieter Willem;Indonesia, Malaysia, Suriname, Venezuela;http://en.wikipedia.org/wiki/Pieter_Willem_Korthals
Korthals;;nan;<NA>;01/01/1864 - 31/12/1864;;Borneo.;P02008555;<NA>;Monocarpia;euneura;0;0;0;0;<NA>;<NA>;1;1;1864;;;;0;0;0;;;0;0;nan;P02008555;Korthals;<NA>;Korthals;Korthals, Pieter Willem;Indonesia, Malaysia, Suriname, Venezuela;http://en.wikipedia.org/wiki/Pieter_Willem_Korthals
Korthals;;nan;<NA>;<NA>;;Sumatra.;P01984741;Indonésie;Mitrella;kentii;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01984741;Korthals;<NA>;Korthals;Korthals, Pieter Willem;Indonesia, Malaysia, Suriname, Venezuela;http://en.wikipedia.org/wiki/Pieter_Willem_Korthals
Korthals;;nan;<NA>;<NA>;;Borneo.;P02005336;<NA>;Desmos;subbiglandulosa;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P02005336;Korthals;<NA>;Korthals;Korthals, Pieter Willem;Indonesia, Malaysia, Suriname, Venezuela;http://en.wikipedia.org/wiki/Pieter_Willem_Korthals
Korthals;;Kessler, P;03/09/1985 - 03/09/1985;<NA>;;Bornéo;P00411123;<NA>;Mitrephora;korthalsiana;0;0;0;0;<NA>;<NA>;;;;3;9;1985;0;0;0;;;0;0;nan;P00411123;Korthals;Kessler, P.;Korthals;Korthals, Pieter Willem;Indonesia, Malaysia, Suriname, Venezuela;http://en.wikipedia.org/wiki/Pieter_Willem_Korthals
Korthals;;nan;<NA>;<NA>;;Sumatra.;P02006259;Indonésie;Dasymaschalon;blumei;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P02006259;Korthals;<NA>;Korthals;Korthals, Pieter Willem;Indonesia, Malaysia, Suriname, Venezuela;http://en.wikipedia.org/wiki/Pieter_Willem_Korthals
Korthals;;Kessler, P;01/05/2004 - 31/05/2004;<NA>;;Sumatra.;P01982945;Indonésie;Polyalthia;cauliflora;0;0;0;0;<NA>;<NA>;;;;1;5;2004;0;0;0;;;0;0;nan;P01982945;Korthals;Kessler, P.;Korthals;Korthals, Pieter Willem;Indonesia, Malaysia, Suriname, Venezuela;http://en.wikipedia.org/wiki/Pieter_Willem_Korthals
Korthals;;nan;<NA>;<NA>;;Borneo.;P01983939;<NA>;Polyalthia;teysmannii;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01983939;Korthals;<NA>;Korthals;Korthals, Pieter Willem;Indonesia, Malaysia, Suriname, Venezuela;http://en.wikipedia.org/wiki/Pieter_Willem_Korthals
Kostermans;;nan;<NA>;01/03/1964 - 31/03/1964;Banten;"J.W. Java; Udjungkulon Res., Peutjang Isl. 10 m. alt.";P00247935;Indonésie;Stelechocarpus;burahol;0;0;0;0;<NA>;<NA>;1;3;1964;;;;0;0;0;105.258;-6.739;0;0;nan;P00247935;Kostermans;<NA>;Kostermans;Kostermans, Andre Joseph Guillaume Henri;Indonesia, Sri Lanka, Thailand;0
Kostermans;;nan;01/01/1994 - 31/12/1994;27/03/1964 - 27/03/1964;Banten;S.W. Java. Peutjang Isl. 5 m. alt.;P00268434;Indonésie;Trivalvaria;macrophylla;0;0;0;0;<NA>;<NA>;27;3;1964;1;1;1994;0;0;0;105.258;-6.739;0;0;nan;P00268434;Kostermans;van Heusden, E.C.H.;Kostermans;Kostermans, Andre Joseph Guillaume Henri;Indonesia, Sri Lanka, Thailand;0
Kostermans;;Kessler, P;01/06/2004 - 30/06/2004;01/05/1971 - 31/05/1971;Ratnapura;Ceylon. Carney Rd. near Ratnapura. Alt. 400 m;P01984628;Sri Lanka;Xylopia;championii;0;0;0;0;<NA>;<NA>;1;5;1971;1;6;2004;0;0;0;80.431;6.748;0;0;nan;P01984628;Kostermans;Kessler, P.;Kostermans;Kostermans, Andre Joseph Guillaume Henri;Indonesia, Sri Lanka, Thailand;0
Kostermans;;Sinclair, J;17/09/1959 - 17/09/1959;13/07/1957 - 13/07/1957;East Kalimantan;E. Borneo. Balikpapan Distr. Mentawir R. region;P02007482;Indonésie;Meiogyne;virgata;0;0;0;0;<NA>;<NA>;13;7;1957;17;9;1959;0;0;0;116.7687;-1.0222;0;0;nan;P02007482;Kostermans;Sinclair, J.;Kostermans;Kostermans, Andre Joseph Guillaume Henri;Indonesia, Sri Lanka, Thailand;0
Krone;;nan;<NA>;<NA>;Hong Kong(香港);Hong Kong Chine;P00248285;Chine;Uvaria;microcarpa;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;114.163;22.279;0;0;nan;P00248285;Krone;<NA>;Krone;Krone;<NA>;<NA>
Krone;;nan;<NA>;<NA>;Guangdong(广东);Fukwing. Chine;P02007367;Chine;Desmos;chinensis;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;113.815;22.672;0;0;nan;P02007367;Krone;<NA>;Krone;Krone;<NA>;<NA>
Kurz;;nan;<NA>;<NA>;West Java;Cult. in hort. bot. bog.;P01753518;Indonésie;Desmos;chinensis;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;106.7972421;-6.5962986;0;0;nan;P01753518;Kurz;<NA>;Kurz;Kurz;<NA>;<NA>
Kurz, S;;Meade, C;01/07/2000 - 31/07/2000;<NA>;Andaman and Nicobar Islands;Andaman Islands. South Andaman.;P00142629;Inde;Uvaria;micrantha;0;0;0;0;<NA>;<NA>;;;;1;7;2000;0;0;0;92.648;11.7;0;0;nan;P00142629;Kurz, S.;Meade, C.;Kurz;Kurz, S;<NA>;<NA>
Kurz, S;;Meade, C;01/07/2000 - 31/07/2000;<NA>;Andaman and Nicobar Islands;Andaman Islands. South Andaman.;P00142630;Inde;Uvaria;micrantha;0;0;0;0;<NA>;<NA>;;;;1;7;2000;0;0;0;92.648;11.7;0;0;nan;P00142630;Kurz, S.;Meade, C.;Kurz;Kurz, S;<NA>;<NA>
Kurz, S;;Kessler, P;08/03/1984 - 08/03/1984;01/02/1875 - 28/02/1875;Andaman and Nicobar Islands;Nicobar Islands. Katchall;P00389905;Inde;Orophea;katschallica;0;0;0;0;<NA>;<NA>;1;2;1875;8;3;1984;0;0;0;93.3659;7.9593;0;0;nan;P00389905;Kurz, S.;Kessler, P.;Kurz;Kurz, S;<NA>;<NA>
Kurz, S;;nan;<NA>;<NA>;Andaman and Nicobar Islands;Andaman Islands. South Andaman.;P01952456;Inde;Meiogyne;macrantha;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;92.648;11.7;0;0;nan;P01952456;Kurz, S.;<NA>;Kurz;Kurz, S;<NA>;<NA>
Kurz, S;;Kessler, P;01/11/2003 - 30/11/2003;<NA>;Andaman and Nicobar Islands;Andaman Islands. South Andaman.;P01967216;Inde;Orophea;sp.;0;0;0;0;<NA>;<NA>;;;;1;11;2003;0;0;0;92.648;11.7;0;0;nan;P01967216;Kurz, S.;Kessler, P.;Kurz;Kurz, S;<NA>;<NA>
Kurz, S;;nan;01/01/1984 - 31/12/1984;<NA>;Andaman and Nicobar Islands;Andaman Islands. South Andaman.;P01960585;Inde;Anaxagorea;luzonensis;0;0;0;0;<NA>;<NA>;;;;1;1;1984;0;0;0;92.656;11.826;0;0;nan;P01960585;Kurz, S.;Maas, P.J.M. & Westra, L.Y.T.;Kurz;Kurz, S;<NA>;<NA>
Kurz, S;;nan;<NA>;<NA>;Meghalaya;Assam. Khasi Hills;P01967111;Inde;Miliusa;roxburghiana;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;91.63;25.58;0;0;nan;P01967111;Kurz, S.;<NA>;Kurz;Kurz, S;<NA>;<NA>
Kurz, S;;Kurz, S;<NA>;<NA>;Andaman and Nicobar Islands;Andaman Islands. South Andaman.;P00751137;Inde;Artabotrys;speciosus;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;92.656;11.826;0;0;nan;P00751137;Kurz, S.;Kurz, S.;Kurz;Kurz, S;<NA>;<NA>
Kurz, S;;Kessler, P;26/10/1989 - 26/10/1989;<NA>;Andaman and Nicobar Islands;Andaman Islands. South Andaman.;P01952388;Inde;Dasymaschalon;sp.;0;0;0;0;<NA>;<NA>;;;;26;10;1989;0;0;0;92.656;11.826;0;0;nan;P01952388;Kurz, S.;Kessler, P.;Kurz;Kurz, S;<NA>;<NA>
Lahaye;;nan;<NA>;<NA>;;Java;P00248458;Indonésie;Uvaria;rufa;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P00248458;Lahaye;<NA>;Lahaye;Lahaye, Abbé;Haiti;0
Lahaye;;nan;<NA>;<NA>;;Java;P01753376;Indonésie;Desmos;chinensis;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01753376;Lahaye;<NA>;Lahaye;Lahaye, Abbé;Haiti;0
Law;;nan;01/01/1994 - 31/12/1994;<NA>;Maharashtra;Ind. Or. Concan. Regio tropica;P00247900;Inde;Sageraea;laurina;0;0;0;0;<NA>;<NA>;;;;1;1;1994;0;0;0;;;0;0;nan;P00247900;Law;van Heusden, E.C.H.;Law;Law;<NA>;<NA>
Law;;Kessler, P;01/11/2003 - 30/11/2003;<NA>;Maharashtra;Ind. Or. Mont. Concan. Regio Trop.;P01753453;Inde;Desmos;sp.;0;0;0;0;<NA>;<NA>;;;;1;11;2003;0;0;0;73.6;17.65;0;0;nan;P01753453;Law;Kessler, P.;Law;Law;<NA>;<NA>
Lecomte, H;;Kessler, P;25/10/1989 - 25/10/1989;<NA>;;Indo-Chine.;P01921621;<NA>;Alphonsea;gaudichaudiana;0;0;0;0;<NA>;<NA>;;;;25;10;1989;0;0;0;;;0;0;nan;P01921621;Lecomte, H.;Kessler, P.;Lecomte;Lecomte, H;<NA>;<NA>
Lecomte, H;;Kessler, P;25/10/1989 - 25/10/1989;<NA>;;Indo-Chine.;P01921622;<NA>;Alphonsea;gaudichaudiana;0;0;0;0;<NA>;<NA>;;;;25;10;1989;0;0;0;;;0;0;nan;P01921622;Lecomte, H.;Kessler, P.;Lecomte;Lecomte, H;<NA>;<NA>
Leschenault;;nan;<NA>;<NA>;;Bengale;P00262235;<NA>;Uvaria;grandiflora;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P00262235;Leschenault;<NA>;Leschenault;Leschenault;<NA>;<NA>
Leschenault;;nan;<NA>;<NA>;;Bengale;P00262236;<NA>;Uvaria;grandiflora;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P00262236;Leschenault;<NA>;Leschenault;Leschenault;<NA>;<NA>
Leschenault;;nan;<NA>;<NA>;;intérieur de l'ile de Ceylan;P00248431;Sri Lanka;Uvaria;zeylanica;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P00248431;Leschenault;<NA>;Leschenault;Leschenault;<NA>;<NA>
Leschenault;;Meade, C;01/01/2000 - 31/12/2000;<NA>;;Java;P01986491;Indonésie;Ellipeia;dulcis;0;0;0;0;<NA>;<NA>;;;;1;1;2000;0;0;0;;;0;0;nan;P01986491;Leschenault;Meade, C.;Leschenault;Leschenault;<NA>;<NA>
Leschenault;;nan;<NA>;<NA>;Tamil Nadu;Sud de la péninsule de l'Inde. Mgnes de Cottalam.;P01988877;Inde;Polyalthia;cerasoides;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;77.2695;8.932;0;0;nan;P01988877;Leschenault;<NA>;Leschenault;Leschenault;<NA>;<NA>
Leschenault;;nan;<NA>;<NA>;;Java;P01983917;Indonésie;Polyalthia;longifolia;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01983917;Leschenault;<NA>;Leschenault;Leschenault;<NA>;<NA>
Leschenault;;nan;<NA>;<NA>;;Timor;P01984602;<NA>;Annona;reticulata;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01984602;Leschenault;<NA>;Leschenault;Leschenault;<NA>;<NA>
Leschenault;;Kessler;01/11/2003 - 30/11/2003;<NA>;;Timor;P01952564;<NA>;Cananga;odorata;0;0;0;0;<NA>;<NA>;;;;1;11;2003;0;0;0;;;0;0;nan;P01952564;Leschenault;Kessler;Leschenault;Leschenault;<NA>;<NA>
Leschenault;;nan;<NA>;<NA>;;Java;P02029210;Indonésie;Artabotrys;hexapetalus;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P02029210;Leschenault;<NA>;Leschenault;Leschenault;<NA>;<NA>
Leschenault;;nan;<NA>;<NA>;;Java;P02029212;Indonésie;Artabotrys;hexapetalus;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P02029212;Leschenault;<NA>;Leschenault;Leschenault;<NA>;<NA>
Loher;;nan;<NA>;<NA>;;Herb Philippinense;P01964277;Philippines;Uvaria;sp.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01964277;Loher;<NA>;Loher;Loher, August;Madagascar, Philippines;0
Mabesa, C;;Kessler, P;01/05/2004 - 31/05/2004;01/06/1915 - 31/12/1915;Laguna;Philippines. Province de Laguna, Luzon;P01983783;Philippines;Polyalthia;rumphii;0;0;0;0;<NA>;<NA>;1;6;1915;1;5;2004;0;0;0;;;0;0;nan;P01983783;Mabesa, C.;Kessler, P.;Mabesa;Mabesa, Calixto;Philippines;0
Mabesa, C;;nan;<NA>;01/03/1916 - 30/04/1916;Laguna;Philippines. Province of Laguna. Luzon;P01983878;Philippines;Polyalthia;cumingiana;0;0;0;0;<NA>;<NA>;1;3;1916;;;;0;0;0;121.33;14.17;0;0;nan;P01983878;Mabesa, C.;<NA>;Mabesa;Mabesa, Calixto;Philippines;0
Magnen;;Meade, C;01/07/2000 - 31/07/2000;<NA>;Kampong Thom;Cambodge. Kampong Thom;P00248313;Cambodge;Uvaria;pierrei;0;0;0;0;<NA>;<NA>;;;;1;7;2000;0;0;0;104.89;12.67;0;0;nan;P00248313;Magnen;Meade, C.;Magnen;Magnen;<NA>;<NA>
Magnen;;nan;<NA>;05/05/1909 - 05/05/1909;;Cambodge;P00248345;Cambodge;Uvaria;rufa;0;0;0;0;<NA>;<NA>;5;5;1909;;;;0;0;0;;;0;0;nan;P00248345;Magnen;<NA>;Magnen;Magnen;<NA>;<NA>
Magnen;;nan;<NA>;26/05/1909 - 26/05/1909;Kampong Chhnang;Cambodge. Prey Pi - Kg. Tachés;P01986358;Cambodge;Cananga;latifolia;0;0;0;0;<NA>;<NA>;26;5;1909;;;;0;0;0;104.7775;12.0115;0;0;nan;P01986358;Magnen;<NA>;Magnen;Magnen;<NA>;<NA>
Magnen;;Kessler, P;04/09/1985 - 04/09/1985;<NA>;;Cambodge;P00556985;Cambodge;Melodorum;mesnyi;0;0;0;0;<NA>;<NA>;;;;4;9;1985;0;0;0;;;0;0;nan;P00556985;Magnen;Kessler, P.;Magnen;Magnen;<NA>;<NA>
Magnen;;nan;<NA>;21/03/1909 - 21/03/1909;Kampong Chhnang;Cambodge. Prey-Pi - Kg-Tachés;P01984670;Cambodge;Xylopia;pierrei;0;0;0;0;<NA>;<NA>;21;3;1909;;;;0;0;0;104.7775;12.0115;0;0;nan;P01984670;Magnen;<NA>;Magnen;Magnen;<NA>;<NA>
Magnen;;nan;<NA>;<NA>;;Cambodge.;P01985981;Cambodge;Artabotrys;harmandii;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01985981;Magnen;<NA>;Magnen;Magnen;<NA>;<NA>
Magnen;;nan;<NA>;<NA>;;Cambodge;P01985982;Cambodge;Artabotrys;harmandii;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01985982;Magnen;<NA>;Magnen;Magnen;<NA>;<NA>
Magnen;;nan;<NA>;<NA>;;Cambodge;P02006068;Cambodge;Xylopia;vielana;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P02006068;Magnen;<NA>;Magnen;Magnen;<NA>;<NA>
Magnen;;Wang, J;01/09/2009 - 30/09/2009;<NA>;;Cambodge.;P00451232;Cambodge;Dasymaschalon;macrocalyx;0;0;0;0;<NA>;<NA>;;;;1;9;2009;0;0;0;;;0;0;nan;P00451232;Magnen;Wang, J.;Magnen;Magnen;<NA>;<NA>
Mann, G;;nan;<NA>;01/06/1891 - 30/06/1891;Assam;Golaghat District. Assam;P00248209;Inde;Uvaria;lurida;0;0;0;0;<NA>;<NA>;1;6;1891;;;;0;0;0;93.9678239;26.5107859;0;0;nan;P00248209;Mann, G.;<NA>;Mann;Mann, G;<NA>;<NA>
Martelino, A;;Mols, JB;01/07/1998 - 31/07/1998;01/05/1919 - 30/06/1919;Capiz;Philippines. Libacao. Capiz Province. Panay;P01960466;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;<NA>;<NA>;1;5;1919;1;7;1998;0;0;0;122.398;11.4357;0;0;nan;P01960466;Martelino, A.;Mols, J.B.;Martelino;Martelino, A.;Philippines;0
Martelino, A;;nan;<NA>;01/05/1919 - 30/06/1919;Capiz;Philippines. Libacao. Capiz province. Panay;P01983883;Philippines;Polyalthia;dolichophylla;0;0;0;0;<NA>;<NA>;1;5;1919;;;;0;0;0;122.286;11.41;0;0;nan;P01983883;Martelino, A.;<NA>;Martelino;Martelino, A.;Philippines;0
Martin, M;;Martin, M;<NA>;05/03/1966 - 05/03/1966;Koh Kong;Phnom Dei Krehem. Prov. Keg Kong. Cambodge. Alt.: ? 300 m;P01954558;Cambodge;Goniothalamus;sp.;0;0;0;0;<NA>;<NA>;5;3;1966;;;;0;0;0;104.089;11.328;0;0;nan;P01954558;Martin, M.;Martin, M.;Martin;Martin, M;<NA>;<NA>
Massie;;nan;<NA>;<NA>;;Laos;P02082346;Laos, République démocratique populaire;<NA>;indet.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P02082346;Massie;<NA>;Massie;Massie;<NA>;<NA>
Massie;;nan;<NA>;<NA>;;Laos;P01983439;Laos, République démocratique populaire;Polyalthia;suberosa;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01983439;Massie;<NA>;Massie;Massie;<NA>;<NA>
Massie;;Deroin, T;02/02/1996 - 02/02/1996;<NA>;;Laos;P02007265;Laos, République démocratique populaire;Anomianthus;dulcis;0;0;0;0;<NA>;<NA>;;;;2;2;1996;0;0;0;;;0;0;nan;P02007265;Massie;Deroin, T.;Massie;Massie;<NA>;<NA>
Massie;;Deroin, T;02/02/1996 - 02/02/1996;01/01/1890 - 31/12/1890;Louangphabang;Luang Prabang;P02007266;Laos, République démocratique populaire;Anomianthus;dulcis;0;0;0;0;<NA>;<NA>;1;1;1890;2;2;1996;0;0;0;102.135;19.886;0;0;nan;P02007266;Massie;Deroin, T.;Massie;Massie;<NA>;<NA>
Massie, M;;Kessler, P;01/11/2003 - 30/11/2003;<NA>;;Laos;P00557001;Laos, République démocratique populaire;Melodorum;mesnyi;0;0;0;0;<NA>;<NA>;;;;1;11;2003;0;0;0;;;0;0;nan;P00557001;Massie, M.;Kessler, P.;Massie;Massie, M;<NA>;<NA>
Massie, M;;Kessler, P;01/11/2003 - 30/11/2003;<NA>;;Laos;P02030940;Laos, République démocratique populaire;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;;;;1;11;2003;0;0;0;;;0;0;nan;P02030940;Massie, M.;Kessler, P.;Massie;Massie, M;<NA>;<NA>
Masters;;nan;<NA>;<NA>;Nagaland;Upper Assam, Naga Hills. banks of Dickho;P02132590;Inde;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;94.8;26.762;0;0;nan;P02132590;Masters;<NA>;Masters;Masters;<NA>;<NA>
Masters;;nan;<NA>;<NA>;Assam;Assam;P01981761;Inde;Friesodielsia;fornicata;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;93.25;26.41;0;0;nan;P01981761;Masters;<NA>;Masters;Masters;<NA>;<NA>
Masters;;nan;<NA>;<NA>;Assam;Assam.;P02007282;Inde;Desmos;dumosus;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;93.25;26.41;0;0;nan;P02007282;Masters;<NA>;Masters;Masters;<NA>;<NA>
