recorded_by;colnum_full;det_by;det_date;col_date;region;locality;barcode;country;genus;specific_epithet;scientific_name;specificEpithet;species_author;collector_id;prefix;sufix;col_day;col_month;col_year;det_day;det_month;det_year;country_id;continent;coordinate_id;ddlong;ddlat;institute;herbarium_code;colnum;orig_bc;orig_recby;orig_detby;coll_surname;huh_name;geo_col;wiki_url
Schmid;;nan;<NA>;06/06/1960 - 06/06/1960;Lâm Đồng;Forêt de Blao. Vietnam, Lâm Dông;P00557031;Viet Nam;Melodorum;vietnamense;0;0;0;0;<NA>;<NA>;6;6;1960;;;;0;0;0;107.802;11.5288;0;0;nan;P00557031;Schmid;<NA>;Schmid;Schmid;<NA>;<NA>
Schmid;;Kessler, P;01/05/2004 - 31/05/2004;12/01/1961 - 12/01/1961;Lâm Đồng;Blao. Sud-Vietnam;P01753469;Viet Nam;Meiogyne;virgata;0;0;0;0;<NA>;<NA>;12;1;1961;1;5;2004;0;0;0;107.808;11.548;0;0;nan;P01753469;Schmid;Kessler, P.;Schmid;Schmid;<NA>;<NA>
Schmid;;Kessler, P;01/11/2003 - 30/11/2003;19/11/1952 - 19/11/1952;Đồng Nai;Forêt de Chua Chan (près Lai Khe);P01982089;Viet Nam;Goniothalamus;sp.;0;0;0;0;<NA>;<NA>;19;11;1952;1;11;2003;0;0;0;107.3833;10.95;0;0;nan;P01982089;Schmid;Kessler, P.;Schmid;Schmid;<NA>;<NA>
Schmid, M;;Meade, C;01/07/2000 - 01/07/2000;26/07/1961 - 26/07/1961;Ninh Thuận;Suoi Dan. Sud Vietnam.;P00142636;Viet Nam;Ellipeia;dulcis;0;0;0;0;<NA>;<NA>;26;7;1961;1;7;2000;0;0;0;109.076;11.7548;0;0;nan;P00142636;Schmid, M.;Meade, C.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Meade, C;01/07/2000 - 01/07/2000;26/07/1961 - 26/07/1961;Khánh Hòa;Snoi Dan [Suoi Dau]. Sud-Vietnam;P00142637;Viet Nam;Ellipeia;dulcis;0;0;0;0;<NA>;<NA>;26;7;1961;1;7;2000;0;0;0;109.05794209846782;12.151585527692546;0;0;nan;P00142637;Schmid, M.;Meade, C.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Meade, C;01/07/2000 - 31/07/2000;<NA>;Banteay Meanchey;Cambodge, Banteay Meanchey;P00142645;Cambodge;Rauwenhoffia;siamensis;0;0;0;0;<NA>;<NA>;;;;1;7;2000;0;0;0;102.974;13.593;0;0;nan;P00142645;Schmid, M.;Meade, C.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;nan;<NA>;20/05/1960 - 20/05/1960;Đồng Nai;berges Lagna. Sud-Vietnam;P00234120;Viet Nam;Desmos;sp.;0;0;0;0;<NA>;<NA>;20;5;1960;;;;0;0;0;107.278;11.095;0;0;nan;P00234120;Schmid, M.;<NA>;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;nan;<NA>;01/03/1960 - 31/03/1960;Lâm Đồng;Sud-Vietnam. Lisière foret Ecole Blao;P00234160;Viet Nam;Desmos;chinensis;0;0;0;0;<NA>;<NA>;1;3;1960;;;;0;0;0;107.8077;11.548;0;0;nan;P00234160;Schmid, M.;van Heusden, E.C.H.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Weerasooriya, AD;01/03/2001 - 31/03/2001;13/02/1963 - 13/02/1963;Battambang;Indochine. piste de Ta Sanh;P00133837;Cambodge;Mitrephora;tomentosa;0;0;0;0;<NA>;<NA>;13;2;1963;1;3;2001;0;0;0;102.854;12.598;0;0;nan;P00133837;Schmid, M.;Weerasooriya, A.D.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Schmid, M;<NA>;26/01/1963 - 26/01/1963;Siem Reap;Cambodge. Forêt d'Angkor.;P02133065;Cambodge;Mitrephora;thorelii;0;0;0;0;<NA>;<NA>;26;1;1963;;;;0;0;0;103.8666;13.4125;0;0;nan;P02133065;Schmid, M.;Schmid, M.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Kessler, P;01/05/2004 - 31/05/2004;28/04/1955 - 28/04/1955;Lâm Đồng;Long Anh (Station forestière). Prov.: Lam Dong. Vietnam. Alt. : ~ 900 m;P02133079;Viet Nam;Mitrephora;tomentosa;0;0;0;0;<NA>;<NA>;28;4;1955;1;5;2004;0;0;0;108.65;12.1436;0;0;nan;P02133079;Schmid, M.;Kessler, P.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Schmid, M;<NA>;01/02/1961 - 28/02/1961;Lâm Đồng;Piste de Tornum. Prov.: Dalat. Vietnam. Alt.: ~ 1300 m;P01989062;Viet Nam;Polyalthia;laui;0;0;0;0;<NA>;<NA>;1;2;1961;;;;0;0;0;108.4375758;11.9402416;0;0;nan;P01989062;Schmid, M.;Schmid, M.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Schmid, M;<NA>;15/01/1961 - 15/01/1961;Lâm Đồng;Blao. Prov.: Lam Dong. Vietnam. Alt.: ~ 850 m;P00520760;Viet Nam;Rauwenhoffia;siamensis;0;0;0;0;<NA>;<NA>;15;1;1961;;;;0;0;0;107.808;11.548;0;0;nan;P00520760;Schmid, M.;Schmid, M.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Kessler, P;01/11/2003 - 30/11/2003;12/02/1963 - 12/02/1963;Siem Reap;Cambodge. Environ Siem Reap;P00520782;Cambodge;Rauwenhoffia;siamensis;0;0;0;0;<NA>;<NA>;12;2;1963;1;11;2003;0;0;0;103.8590321;13.3617562;0;0;nan;P00520782;Schmid, M.;Kessler, P.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Kessler, PJA;01/06/2004 - 30/06/2004;06/06/1960 - 06/06/1960;Lâm Đồng;Sud-Vietnam. Forêt de Blao;P00557030;Viet Nam;Melodorum;vietnamense;0;0;0;0;<NA>;<NA>;6;6;1960;1;6;2004;0;0;0;107.802;11.528;0;0;nan;P00557030;Schmid, M.;Kessler, P.J.A.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;nan;<NA>;24/01/1953 - 24/01/1953;Lâm Đồng;Dra Gom. Haute-Cochinchine. Vietnam. Alt.: ~ 200 m.;P02007359;Viet Nam;Desmos;cochinchinensis;0;0;0;0;<NA>;<NA>;24;1;1953;;;;0;0;0;107.646;11.409;0;0;nan;P02007359;Schmid, M.;<NA>;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;nan;<NA>;15/01/1960 - 15/01/1960;Lâm Đồng;Sud-Vietnam. S-Bois Forêt Blao (t. r. 850 m);P01967828;Viet Nam;<NA>;indet.;0;0;0;0;<NA>;<NA>;15;1;1960;;;;0;0;0;107.8077;11.548;0;0;nan;P01967828;Schmid, M.;<NA>;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Kessler, P;01/11/2003 - 30/11/2003;15/01/1960 - 15/01/1960;Lâm Đồng;Sud-Vietnam. Blao. Dalat (Forêt);P02005988;Viet Nam;Cyathostemma;sp.;0;0;0;0;<NA>;<NA>;15;1;1960;1;11;2003;0;0;0;;;0;0;nan;P02005988;Schmid, M.;Kessler, P.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Schmid, M;<NA>;12/04/1953 - 12/04/1953;Lâm Đồng;Blao. Prov.: Lam Dong. Vietnam. Alt.: ~ 850 m;P01753416;Viet Nam;Desmos;sp.;0;0;0;0;<NA>;<NA>;12;4;1953;;;;0;0;0;107.8077;11.548;0;0;nan;P01753416;Schmid, M.;Schmid, M.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Kessler, P;01/05/2004 - 31/05/2004;26/02/1953 - 26/02/1953;Lâm Đồng;Blao. Prov.: Lam Dong. Vietnam. Alt.: v. 800 m;P01753417;Viet Nam;Desmos;sp.;0;0;0;0;<NA>;<NA>;26;2;1953;1;5;2004;0;0;0;107.808;11.548;0;0;nan;P01753417;Schmid, M.;Kessler, P.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Schmid, M;<NA>;19/03/1953 - 19/03/1953;Đắk Nông;Région de Pang Xim. Prov.: Quang Duc. Vietnam. Alt.: ~ 800 m;P01753422;Viet Nam;Desmos;sp.;0;0;0;0;<NA>;<NA>;19;3;1953;;;;0;0;0;108.017;12.017;0;0;nan;P01753422;Schmid, M.;Schmid, M.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Kessler, P;01/05/2004 - 31/05/2004;01/12/1959 - 31/12/1959;Lâm Đồng;? Blao. Prov.: ? Lam Dong. Vietnam;P01753423;Viet Nam;Desmos;sp.;0;0;0;0;<NA>;<NA>;1;12;1959;1;5;2004;0;0;0;107.802;11.5288;0;0;nan;P01753423;Schmid, M.;Kessler, P.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Schmid, M;<NA>;<NA>;Lâm Đồng;Region de Blao (Haute Lagna). Prov.: Lam Dong. Alt.: ~ 600 - 700 m. Vietnam;P01982077;Viet Nam;Goniothalamus;sp.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;107.814;11.516;0;0;nan;P01982077;Schmid, M.;Schmid, M.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Schmid, M;<NA>;20/05/1960 - 20/05/1960;Đồng Nai;Sud-Vietnam. Berges alluviales de la Lagna.;P01982088;Viet Nam;Goniothalamus;sp.;0;0;0;0;<NA>;<NA>;20;5;1960;;;;0;0;0;107.278;11.095;0;0;nan;P01982088;Schmid, M.;Schmid, M.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Schmid, M;<NA>;20/05/1961 - 20/05/1961;Kampong Chhnang;Région du Grand Lac (Tonlé Sap) (Schnok Tru). Cambodge;P02007176;Cambodge;Uvaria;pierrei;0;0;0;0;<NA>;<NA>;20;5;1961;;;;0;0;0;104.4515;12.515;0;0;nan;P02007176;Schmid, M.;Schmid, M.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Meade, C;17/05/1999 - 17/05/1999;26/07/1961 - 26/07/1961;Khánh Hòa;Secteur de Suoi Dau (15 km de Nha Trang);P02007219;Viet Nam;Anomianthus;dulcis;0;0;0;0;<NA>;<NA>;26;7;1961;17;5;1999;0;0;0;109.0667;12.1667;0;0;nan;P02007219;Schmid, M.;Meade, C.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Kessler, P;01/05/2004 - 31/05/2004;11/11/1960 - 11/11/1960;Lâm Đồng;Blao. Prov.: Lam Dong. Pays : Vietnam. Alt. : ~ 850 m;P00750994;Viet Nam;Fissistigma;polyanthum;0;0;0;0;<NA>;<NA>;11;11;1960;1;5;2004;0;0;0;107.8077;11.548;0;0;nan;P00750994;Schmid, M.;Kessler, P.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Kessler, P;01/05/2004 - 31/05/2004;16/09/1954 - 16/09/1954;Ninh Thuận;Col de Belle vue (route Dalat --> Phan Rang). Prov: Dalat - Phan Rang;P02007220;Viet Nam;Anomianthus;dulcis;0;0;0;0;<NA>;<NA>;16;9;1954;1;5;2004;0;0;0;108.648;11.837;0;0;nan;P02007220;Schmid, M.;Kessler, P.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Kessler, P;01/05/2004 - 31/05/2004;<NA>;Lâm Đồng;Blao, Lam Dong, Vietnam. Alt.: v. 800 m;P00751013;Viet Nam;Fissistigma;villosum;0;0;0;0;<NA>;<NA>;;;;1;5;2004;0;0;0;107.808;11.55;0;0;nan;P00751013;Schmid, M.;Kessler, P.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Kessler, P;01/05/2004 - 31/05/2004;21/03/1961 - 21/03/1961;Lâm Đồng;Forêt de Daa Lao, prov. Lam Dong, Vietnam. Alt.: v. 800 m;P00751016;Viet Nam;Fissistigma;villosum;0;0;0;0;<NA>;<NA>;21;3;1961;1;5;2004;0;0;0;107.751;11.5135;0;0;nan;P00751016;Schmid, M.;Kessler, P.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Schmid, M;<NA>;<NA>;Lâm Đồng;Region de Blao. Prov.: Lam Dong. Vietnam;P01952371;Viet Nam;Goniothalamus;donnaiensis;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;107.808;11.548;0;0;nan;P01952371;Schmid, M.;Schmid, M.;Schmid;Schmid, Maurice;France, Vietnam;0
Schmid, M;;Kessler, P;01/05/2004 - 31/05/2004;17/03/1953 - 17/03/1953;Đắk Nông;Bosré. Prov.: Quang Duc - Lam Dong. Alt.: ~ 800 m;P01952372;Viet Nam;Goniothalamus;donnaiensis;0;0;0;0;<NA>;<NA>;17;3;1953;1;5;2004;0;0;0;107.247;12.228;0;0;nan;P01952372;Schmid, M.;Kessler, P.;Schmid;Schmid, Maurice;France, Vietnam;0
Schomburgk, R;;nan;<NA>;01/01/1859 - 31/12/1859;;Siam;P01986334;Thaïlande;Cananga;odorata;0;0;0;0;<NA>;<NA>;1;1;1859;;;;0;0;0;;;0;0;nan;P01986334;Schomburgk, R.;<NA>;Schomburgk;Schomburgk, Robert Hermann;Brazil, Dominican Republic, Germany, Guyana, Venezuela;0
Scortechini;;nan;<NA>;<NA>;Perak;Perak;P00248190;Malaisie;Uvaria;hirsuta;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P00248190;Scortechini;<NA>;Scortechini;Scortechini;<NA>;<NA>
Scortechini;;Kessler, P;01/11/2003 - 30/11/2003;<NA>;Perak;Perak;P01984749;Malaisie;Mitrella;kentii;0;0;0;0;<NA>;<NA>;;;;1;11;2003;0;0;0;100.98;4.81;0;0;nan;P01984749;Scortechini;Kessler, P.;Scortechini;Scortechini;<NA>;<NA>
Scortechini, B;;Kessler, P;01/06/2004 - 30/06/2004;01/03/1886 - 31/03/1886;Perak;Kwala Dipang;P02032925;Malaisie;Goniothalamus;tenuifolius;0;0;0;0;<NA>;<NA>;1;3;1886;1;6;2004;0;0;0;101.165;4.375;0;0;nan;P02032925;Scortechini, B.;Kessler, P.;Scortechini;Scortechini, Benedetto (Rev.) Father;Australia (Country), India, Malaysia;0
Scott;;nan;<NA>;<NA>;Mon;Pegu. Moulmein;P00247968;Myanmar;Uvaria;cordata;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;97.6284825;16.4908026;0;0;nan;P00247968;Scott;<NA>;Scott;Scott;<NA>;<NA>
Simons;;nan;<NA>;<NA>;Meghalaya;Ind. Or. Khasia;P00160878;Inde;Miliusa;roxburghiana;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;91.633;25.583;0;0;nan;P00160878;Simons;<NA>;Simons;Simons;<NA>;<NA>
Simons;;nan;<NA>;<NA>;Assam;Assam;P01952345;Inde;Dasymaschalon;longiflorum;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;93.25;26.41;0;0;nan;P01952345;Simons;<NA>;Simons;Simons;<NA>;<NA>
Sinclair, J;;Wang, J;01/08/2010 - 31/08/2010;25/07/1948 - 25/07/1948;Central Singapore;Mac Ritchie Reservoir. Singapore;P00234242;Singapour;Dasymaschalon;wallichii;0;0;0;0;<NA>;<NA>;25;7;1948;1;8;2010;0;0;0;103.82393788001518;1.3448177000000001;0;0;nan;P00234242;Sinclair, J.;Wang, J.;Sinclair;Sinclair, John F.;United States of America;0
Sinclair, J;;Sinclair, J;<NA>;26/03/1953 - 26/03/1953;Johor;Malay Peninsula. Sungei Ayer Hitam Besar, Gunong Pulai, Johore.;P00268424;Malaisie;Trivalvaria;nervosa;0;0;0;0;<NA>;<NA>;26;3;1953;;;;0;0;0;103.535;1.595;0;0;nan;P00268424;Sinclair, J.;Sinclair, J.;Sinclair;Sinclair, John F.;United States of America;0
Sinclair, J;;Sinclair, J;<NA>;05/02/1949 - 05/02/1949;Central Singapore;Malay Peninsula. N.E. end Mac Ritchie Reservoir, Singapore, Malaya.;P01986218;Singapour;Goniothalamus;malayanus;0;0;0;0;<NA>;<NA>;5;2;1949;;;;0;0;0;103.831;1.349;0;0;nan;P01986218;Sinclair, J.;Sinclair, J.;Sinclair;Sinclair, John F.;United States of America;0
Sinclair, J;;nan;<NA>;04/12/1948 - 04/12/1948;Central Singapore;Malay Peninsula. North side of Mac Ritchie Reservoir, Singapore, Malaya.;P01987385;Singapour;Xylopia;sp.;0;0;0;0;<NA>;<NA>;4;12;1948;;;;0;0;0;103.824;1.348;0;0;nan;P01987385;Sinclair, J.;<NA>;Sinclair;Sinclair, John F.;United States of America;0
Sinclair, J;;Sinclair, J;<NA>;02/04/1950 - 02/04/1950;North-West;Malay Peninsula. Fern Valley, Bukit Timah Forest Reserve, Singapore.;P01988907;Singapour;Polyalthia;cauliflora;0;0;0;0;<NA>;<NA>;2;4;1950;;;;0;0;0;103.7764;1.3547;0;0;nan;P01988907;Sinclair, J.;Sinclair, J.;Sinclair;Sinclair, John F.;United States of America;0
Sinclair, J;;Sinclair, J;<NA>;17/03/1951 - 17/03/1951;North-West;Malay Peninsula Top of Fern Valley,Bukit Timah,Singapore;P01988908;Singapour;Polyalthia;cauliflora;0;0;0;0;<NA>;<NA>;17;3;1951;;;;0;0;0;103.777;1.353;0;0;nan;P01988908;Sinclair, J.;Sinclair, J.;Sinclair;Sinclair, John F.;United States of America;0
Sinclair, J;;Sinclair, J;<NA>;02/04/1950 - 02/04/1950;North-West;Malay Peninsula. Fern Valley, Bukit Timah Forest Reserve, Singapore.;P01988910;Singapour;Polyalthia;cauliflora;0;0;0;0;<NA>;<NA>;2;4;1950;;;;0;0;0;103.7763724;1.3546901;0;0;nan;P01988910;Sinclair, J.;Sinclair, J.;Sinclair;Sinclair, John F.;United States of America;0
Sinclair, J;;Kessler, P;01/11/2003 - 30/11/2003;10/10/1950 - 10/10/1950;Central Singapore;Botanic Garden Jungle, Singapore.;P01987453;Singapour;Mezzettia;parviflora;0;0;0;0;<NA>;<NA>;10;10;1950;1;11;2003;0;0;0;103.816;1.314;0;0;nan;P01987453;Sinclair, J.;Kessler, P.;Sinclair;Sinclair, John F.;United States of America;0
Sinclair, J;;nan;<NA>;27/01/1949 - 27/01/1949;Central Singapore;North east end of MacRitchie Reservoir, Singapore, Malaya.;P01988916;Singapour;Polyalthia;angustifolia;0;0;0;0;<NA>;<NA>;27;1;1949;;;;0;0;0;103.831;1.348;0;0;nan;P01988916;Sinclair, J.;<NA>;Sinclair;Sinclair, John F.;United States of America;0
Sinclair, J;;Sinclair, J;<NA>;10/10/1951 - 10/10/1951;Pulau Pinang;Malay Peninsula. Tiger Hill, Penang.;P01960348;Malaisie;Popowia;tomentosa;0;0;0;0;<NA>;<NA>;10;10;1951;;;;0;0;0;100.2427;5.416;0;0;nan;P01960348;Sinclair, J.;Sinclair, J.;Sinclair;Sinclair, John F.;United States of America;0
Sinclair, J;;Sinclair, J;<NA>;30/10/1948 - 30/10/1948;North-West;Bukit Timah Forest Reserve, Singapore, Malaya.;P01960382;Singapour;Popowia;fusca;0;0;0;0;<NA>;<NA>;30;10;1948;;;;0;0;0;103.7764;1.3547;0;0;nan;P01960382;Sinclair, J.;Sinclair, J.;Sinclair;Sinclair, John F.;United States of America;0
Sinclair, J;;Sinclair, J;<NA>;29/06/1955 - 29/06/1955;Central Singapore;Singapore. Liane road, Botanic Gardens' Jungle;P01989309;Singapour;Anaxagorea;javanica;0;0;0;0;<NA>;<NA>;29;6;1955;;;;0;0;0;103.8165894;1.3119604;0;0;nan;P01989309;Sinclair, J.;Sinclair, J.;Sinclair;Sinclair, John F.;United States of America;0
Sinclair, J;;Sinclair, J;<NA>;10/03/1951 - 10/03/1951;North-West;Malay Peninsula. Fern Valley, Bukit Timah Forest Reserve, Singapore.;P01983128;Singapour;Polyalthia;hookeriana;0;0;0;0;<NA>;<NA>;10;3;1951;;;;0;0;0;103.7764;1.3547;0;0;nan;P01983128;Sinclair, J.;Sinclair, J.;Sinclair;Sinclair, John F.;United States of America;0
Sinclair, J;;Sinclair, J;<NA>;23/04/1954 - 23/04/1954;North-East;Malay Peninsula. Road leading to Rifle Range, Nee Soon, Seletar Forest, Singapore.;P01984659;Singapour;Xylopia;magna;0;0;0;0;<NA>;<NA>;23;4;1954;;;;0;0;0;103.8529;1.4046;0;0;nan;P01984659;Sinclair, J.;Sinclair, J.;Sinclair;Sinclair, John F.;United States of America;0
Sinclair, J;;Sinclair, J;<NA>;09/11/1953 - 09/11/1953;Selangor;Malay Peninsula. Telok Forest Reserve, Klang, Selangor;P02005374;Malaisie;Mitrephora;maingayi;0;0;0;0;<NA>;<NA>;9;11;1953;;;;0;0;0;101.492;2.965;0;0;nan;P02005374;Sinclair, J.;Sinclair, J.;Sinclair;Sinclair, John F.;United States of America;0
Sinclair, J;;Kessler, P;01/11/2003 - 30/11/2003;14/12/1948 - 14/12/1948;North-West;Malay Peninsula. Bukit Timah Forest Reserve, Singapore, Malaya.;P01981659;Singapour;Cyathocalyx;ramuliflorus;0;0;0;0;<NA>;<NA>;14;12;1948;1;11;2003;0;0;0;103.7763724;1.3546901;0;0;nan;P01981659;Sinclair, J.;Kessler, P.;Sinclair;Sinclair, John F.;United States of America;0
Sinclair, J;;Sinclair, J;<NA>;03/11/1948 - 03/11/1948;North-West;Malay Peninsula. Bukit Timah Forest Reserve, Singapore, Malaya.;P01981709;Singapour;Cyathocalyx;ridleyi;0;0;0;0;<NA>;<NA>;3;11;1948;;;;0;0;0;103.7763724;1.3546901;0;0;nan;P01981709;Sinclair, J.;Sinclair, J.;Sinclair;Sinclair, John F.;United States of America;0
Sinclair, J;;Sinclair, J;<NA>;18/04/1949 - 18/04/1949;Chittagong;E. Pakistan. Phonasori Sorra, Cox's Bazar, E. Bengal.;P01981762;Bangladesh;Friesodielsia;fornicata;0;0;0;0;<NA>;<NA>;18;4;1949;;;;0;0;0;91.9785;21.4418;0;0;nan;P01981762;Sinclair, J.;Sinclair, J.;Sinclair;Sinclair, John F.;United States of America;0
Sinclair, J;;Sinclair, J;<NA>;02/02/1950 - 02/02/1950;North-East;Malay Peninsula. Seletar Forest behind Nee Soon Village, Singapore.;P01981800;Singapour;Friesodielsia;biglandulosa;0;0;0;0;<NA>;<NA>;2;2;1950;;;;0;0;0;103.856;1.407;0;0;nan;P01981800;Sinclair, J.;Sinclair, J.;Sinclair;Sinclair, John F.;United States of America;0
Sinclair, J;;Sinclair, J;<NA>;03/05/1950 - 03/05/1950;North-West;Malay Peninsula. Bukit Timah Forest Reserve near Dairy Farm, Singapore.;P01986032;Singapour;Artabotrys;suaveolens;0;0;0;0;<NA>;<NA>;3;5;1950;;;;0;0;0;103.7735;1.3597;0;0;nan;P01986032;Sinclair, J.;Sinclair, J.;Sinclair;Sinclair, John F.;United States of America;0
Sinclair, J;;Sinclair, J;<NA>;02/06/1951 - 02/06/1951;North-West;Malay Peninsula. South side of Seletar Reservoir, Singapore.;P01964336;Singapour;Fissistigma;manubriatum;0;0;0;0;<NA>;<NA>;2;6;1951;;;;0;0;0;103.8;1.389;0;0;nan;P01964336;Sinclair, J.;Sinclair, J.;Sinclair;Sinclair, John F.;United States of America;0
Sinclair, J;;Sinclair, J;<NA>;23/05/1953 - 23/05/1953;Central Singapore;Malay Peninsula. Seletar Forest near pipe line, Singapore.;P01983832;Singapour;Polyalthia;sumatrana;0;0;0;0;<NA>;<NA>;23;5;1953;;;;0;0;0;103.8513;1.4024;0;0;nan;P01983832;Sinclair, J.;Sinclair, J.;Sinclair;Sinclair, John F.;United States of America;0
Sonnerat;;nan;<NA>;<NA>;;Coromandel coast;P00411119;Inde;Uvaria;longifolia;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P00411119;Sonnerat;<NA>;Sonnerat;Sonnerat, Pierre;France;http://en.wikipedia.org/wiki/Pierre_Sonnerat
Sonnerat;;nan;<NA>;<NA>;;Inde;P01983528;Inde;Annona;squamosa;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01983528;Sonnerat;<NA>;Sonnerat;Sonnerat, Pierre;France;http://en.wikipedia.org/wiki/Pierre_Sonnerat
Spire;;nan;<NA>;<NA>;;Laos (Indo-Chine);P04447469;Laos, République démocratique populaire;<NA>;indet.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P04447469;Spire;<NA>;Spire;Spire;<NA>;<NA>
Squires, RW;;nan;<NA>;01/03/1918 - 31/03/1918;Thừa Thiên - Huế;French Indo Chine. Province of Annam. Hué. South River. Approximative altitude sea level;P02034734;Viet Nam;Goniothalamus;tamirensis;0;0;0;0;<NA>;<NA>;1;3;1918;;;;0;0;0;107.5821911;16.4638013;0;0;nan;P02034734;Squires, R.W.;<NA>;Squires;Squires, Roy White;Thailand, Vietnam;0
Staunton, G;;nan;<NA>;<NA>;;? Cochinchine;P02007310;Viet Nam;Desmos;cochinchinensis;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P02007310;Staunton, G.;<NA>;Staunton;Staunton, G;<NA>;<NA>
Staunton, G;;Kessler, P;01/11/2003 - 30/11/2003;<NA>;;Cochinchine;P02001680;Viet Nam;Uvaria;sp.;0;0;0;0;<NA>;<NA>;;;;1;11;2003;0;0;0;;;0;0;nan;P02001680;Staunton, G.;Kessler, P.;Staunton;Staunton, G;<NA>;<NA>
Stocks;;nan;<NA>;<NA>;;India orient.;P00248220;<NA>;Uvaria;macropoda;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P00248220;Stocks;<NA>;Stocks;Stocks;<NA>;<NA>
Stocks;;nan;<NA>;<NA>;;Ind. Or. Malabar, Concam &. Regio. trop.;P00248297;Inde;Uvaria;narum;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P00248297;Stocks;<NA>;Stocks;Stocks;<NA>;<NA>
Stocks;;nan;<NA>;<NA>;;Ind. Or. Malabar Concan etc. Regio Trop;P01988669;Inde;Polyalthia;longifolia;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01988669;Stocks;<NA>;Stocks;Stocks;<NA>;<NA>
Stocks;;Kessler, P;03/09/1985 - 03/09/1985;<NA>;;Ind. Or. Malabar, Concan etc. Regio trop.;P01967671;Inde;Miliusa;tomentosa;0;0;0;0;<NA>;<NA>;;;;3;9;1985;0;0;0;;;0;0;nan;P01967671;Stocks;Kessler, P.;Stocks;Stocks;<NA>;<NA>
Stocks;;nan;<NA>;<NA>;;Ind. Or. Malabar, Concan etc. Regio. trop.;P01967804;Inde;Goniothalamus;cardiopetalus;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01967804;Stocks;<NA>;Stocks;Stocks;<NA>;<NA>
Stocks;;nan;<NA>;<NA>;;Malabar, Concan. Regio trop.;P01753383;Inde;Desmos;chinensis;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01753383;Stocks;<NA>;Stocks;Stocks;<NA>;<NA>
Stocks;;nan;<NA>;<NA>;;Ind. Or. Malabar, Concan & Regio. trop.;P00732307;Inde;Guatteria;fragrans;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P00732307;Stocks;<NA>;Stocks;Stocks;<NA>;<NA>
Stocks;;nan;<NA>;<NA>;;India. Canara;P01985955;Inde;Artabotrys;hexapetalus;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01985955;Stocks;<NA>;Stocks;Stocks;<NA>;<NA>
