det_by;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39
"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA"
;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols, JB;;;;;;;;;;;;;;;;;;;;;
"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA"
"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA"
"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA"
;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson, DM;;;;;;;;;;;;;;;;;;;;;
"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA"
<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>
"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA"
"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA"
"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA"
"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA"
;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols JB;Mols, JB;;;;;;;;;;;;;;;;;;;;;
"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA"
"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA"
;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler, PJA;;;;;;;;;;;;;;;;;;;;;;;
"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA"
"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA"
"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA"
"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA"
;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;;;;;;;;;;;;;;;;;;
"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA"
"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA";"Johnson DM; Murray NA"
;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson, DM;;;;;;;;;;;;;;;;;;;;;
;Ruskandi A;Ruskandi A;Ruskandi A;Ruskandi A;Ruskandi A;Ruskandi A;Ruskandi A;Ruskandi A;Ruskandi A;Ruskandi A;Ruskandi A;Ruskandi A;Ruskandi A;Ruskandi A;Ruskandi A;Ruskandi A;Ruskandi A;Ruskandi A;Ruskandi A;Ruskandi, A;;;;;;;;;;;;;;;;;;;
<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>
<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>
<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>
<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>
;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;;;;;;;;;;;;;;;;;;
<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>
<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>
<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>
;Amir M;Amir M;Amir M;Amir M;Amir M;Amir M;Amir M;Amir M;Amir M;Amir M;Amir M;Amir M;Amir M;Amir M;Amir M;Amir M;Amir M;Amir M;Amir M;Amir, M;;;;;;;;;;;;;;;;;;;
<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>
<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>
;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;;;;;;;;;;;;;;;;;;
;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;Megawati;;;;;;;;;;;;;;;;;;
<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>
<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>
;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson DM;Johnson, DM;;;;;;;;;;;;;;;;;;;;;
;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler, PJA;;;;;;;;;;;;;;;;;;;;;;;
;Heusden ECH van;Heusden ECH van;Heusden ECH van;Heusden ECH van;Heusden ECH van;Heusden ECH van;Heusden ECH van;Heusden ECH van;Heusden ECH van;Heusden ECH van;Heusden ECH van;Heusden ECH van;Heusden ECH van;Heusden ECH van;Heusden, ECH van;;;;;;;;;;;;;;;;;;;;;;;;
