scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet;orig_recby;orig_detby;coll_surname;huh_name;geo_col;wiki_url;genus_old;specific_epithet_old
Pseuduvaria Miq.;Pseuduvaria;ID;Flora of Mount Jaya, Papua, Indonesia (New Guinea). Mimika Regency, PT-Freeport Indonesia Concession Area: Golf Course- undisturbed rain forest surrounding the course.;-4.4;136.866667;Johns, RJ;"Johns, RJ; et al.  9852 ";12;3;1999;nan;<NA>;<NA>;Botany;L.3728213;0;0;0;Johns;;0;;;;0;0;0;L3728213;9852;;"Johns RJ; et al.";<NA>;Johns;Johns, Robert James;Indonesia, Papua New Guinea;0;Pseuduvaria;
Annonaceae;<NA>;ID;Flora of Mount Jaya, Papua, Indonesia (New Guinea). Mimika Regency, PT-Freeport Indonesia Concession Area: Golf Course- undisturbed rain forest surrounding the course.;-4.4;136.866667;Johns, RJ;"Johns, RJ; et al.  9853 ";12;3;1999;nan;<NA>;<NA>;Botany;L.3728211;0;0;0;Johns;;0;;;;0;0;0;L3728211;9853;;"Johns RJ; et al.";<NA>;Johns;Johns, Robert James;Indonesia, Papua New Guinea;0;<NA>;
Annonaceae;<NA>;ID;Mt. Jaya, PT-Freeport Indonesia Concession Area, Golf Course;-4.4;136.867;Johns, RJ;Collector Number: 9853;12;3;1999;nan;<NA>;BPBM;BISH;721629;0;0;0;Collector;;0;;;;0;0;0;BISH721629;9853;;Johns, R.J. et al.;<NA>;Johns;Johns, Robert James;Indonesia, Papua New Guinea;0;<NA>;
Cyathocalyx ramuliflorus (Maingay ex Hook.f. & Thomson) Scheff.;Drepananthus;ID;Indonesia, Kalimantan Barat, Kabupaten Sanggau, Ngira;0.7;110.666667;Jong, W de;Jong, W de  429 ;10;7;1993;Wang, R;2001-08-01T00:00:00;<NA>;Botany;L.1755687;0;0;0;Jong;;0;1;8;2001;0;0;0;L1755687;429;ramuliflorus;Jong W de;Wang R;Jong;Jong, Willem de;Indonesia;0;Drepananthus;ramuliflorus
Cyathocalyx ramuliflorus (Maingay ex Hook.f. & Thomson) Scheff.;Drepananthus;ID;Indonesia, Kalimantan Barat, Kabupaten Sanggau, Ngira;0.7;110.666667;Jong, W de;Jong, W de  429 ;10;7;1993;Wang, R;2001-08-01T00:00:00;<NA>;Botany;L  0194343;0;0;0;Jong;;0;1;8;2001;0;0;0;L0194343;429;ramuliflorus;Jong W de;Wang R;Jong;Jong, Willem de;Indonesia;0;Drepananthus;ramuliflorus
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Nemo, Onderafd. Hollandia;-2.7021029999999997;140.93979;Kalkman, C;Kalkman, C BW(Ind.) 3459 ;29;3;1956;nan;<NA>;<NA>;Botany;L.1753524;0;0;0;Kalkman;;0;;;;0;0;0;L1753524;3459;odorata;Kalkman C;<NA>;Kalkman;Kalkman, Cornelis;Indonesia, Netherlands, Papua New Guinea;0;Cananga;odorata
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Nemo, Onderafd. Hollandia;-2.7021029999999997;140.93979;Kalkman, C;Kalkman, C BW(Ind.) 3459 ;29;3;1956;nan;<NA>;<NA>;Botany;L.1753525;0;0;0;Kalkman;;0;;;;0;0;0;L1753525;3459;odorata;Kalkman C;<NA>;Kalkman;Kalkman, Cornelis;Indonesia, Netherlands, Papua New Guinea;0;Cananga;odorata
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Nemo, Onderafd. Hollandia;-2.7021029999999997;140.93979;Kalkman, C;Kalkman, C BW(Ind.) 3459 ;29;3;1956;nan;<NA>;<NA>;Botany;L  0723764;0;0;0;Kalkman;;0;;;;0;0;0;L0723764;3459;odorata;Kalkman C;<NA>;Kalkman;Kalkman, Cornelis;Indonesia, Netherlands, Papua New Guinea;0;Cananga;odorata
Miliusa horsfieldii (Benn.) Pierre;Miliusa;ID;Netherlands New Guinea, Div. South New Guinea, along river Maro, Between Merauke and Tajam.;-8.466667;140.333333;Kalkman, C;3723;12;7;1957;Mols, JB;2004-03-01T00:00:00;CANB;CANB;CANB 89991.2;0;0;0;;;0;1;3;2004;0;0;0;CANB2;3723;horsfieldii;Kalkman, C.;Mols, J.B.;Kalkman;Kalkman, Cornelis;Indonesia, Netherlands, Papua New Guinea;0;Miliusa;horsfieldii
Miliusa horsfieldii (Benn.) Pierre;Miliusa;ID;Netherlands New Guinea, Div. South New Guinea, along river Maro, Between Merauke and Tajam.;-8.466667;140.333333;Kalkman, C;3723;12;7;1957;Mols, JB;2004-03-01T00:00:00;CANB;CANB;CANB 89990.1;0;0;0;;;0;1;3;2004;0;0;0;CANB1;3723;horsfieldii;Kalkman, C.;Mols, J.B.;Kalkman;Kalkman, Cornelis;Indonesia, Netherlands, Papua New Guinea;0;Miliusa;horsfieldii
Monoon chloraxanthum Miq.;Monoon;ID;Sekoli (Zuidelijk van het Sentani-meer). Afd. Hollandia.;-2.74244;140.36098;Kalkman, C;Kalkman, C BW(Ind.) 3761 ;7;8;1957;Nurmawati, S;2017-08-01T00:00:00;<NA>;Botany;L.1759717;0;0;0;Kalkman;;0;1;8;2017;0;0;0;L1759717;3761;chloraxanthum;Kalkman C;Nurmawati S;Kalkman;Kalkman, Cornelis;Indonesia, Netherlands, Papua New Guinea;0;Monoon;chloraxanthum
Monoon chloraxanthum Miq.;Monoon;ID;Sekoli (Zuidelijk van het Sentani-meer). Afd. Hollandia.;-2.74244;140.36098;Kalkman, C;Kalkman, C BW(Ind.) 3761 ;7;8;1957;Nurmawati, S;2017-08-01T00:00:00;<NA>;Botany;L  0723750;0;0;0;Kalkman;;0;1;8;2017;0;0;0;L0723750;3761;chloraxanthum;Kalkman C;Nurmawati S;Kalkman;Kalkman, Cornelis;Indonesia, Netherlands, Papua New Guinea;0;Monoon;chloraxanthum
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Beriat. (c. 12 km south of Teminaboean) Division W.N. Guinea.;-1.50255;132.00588;Kalkman, C;Kalkman, C BW(Ind.) 6249 ;20;4;1958;nan;<NA>;<NA>;Botany;L.1753926;0;0;0;Kalkman;;0;;;;0;0;0;L1753926;6249;odorata;Kalkman C;"Versteegh C; Kalkman C";Kalkman;Kalkman, Cornelis;Indonesia, Netherlands, Papua New Guinea;0;Cananga;odorata
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Beriat. (c. 12 km south of Teminaboean) Division W.N. Guinea.;-1.50255;132.00588;Kalkman, C;Kalkman, C BW(Ind.) 6249 ;20;4;1958;nan;<NA>;<NA>;Botany;L  0739697;0;0;0;Kalkman;;0;;;;0;0;0;L0739697;6249;odorata;Kalkman C;"Versteegh C; Kalkman C";Kalkman;Kalkman, Cornelis;Indonesia, Netherlands, Papua New Guinea;0;Cananga;odorata
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Beriat. (c. 12 km south of Teminaboean) Division W.N. Guinea.;-1.50255;132.00588;Kalkman, C;Kalkman, C BW(Ind.) 6249 ;20;4;1958;nan;<NA>;<NA>;Botany;L  0723062;0;0;0;Kalkman;;0;;;;0;0;0;L0723062;6249;odorata;Kalkman C;"Versteegh C; Kalkman C";Kalkman;Kalkman, Cornelis;Indonesia, Netherlands, Papua New Guinea;0;Cananga;odorata
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;"Jibi; ca 5 km North from Ninati; Sb.Div. Moejoe; Div. Sth. N.Guinea.";-5.688904;140.94813;Kalkman, C;Kalkman, C BW(Ind.) 6414 ;9;3;1959;nan;<NA>;<NA>;Botany;L.1761331;0;0;0;Kalkman;;0;;;;0;0;0;L1761331;6414;;Kalkman C;<NA>;Kalkman;Kalkman, Cornelis;Indonesia, Netherlands, Papua New Guinea;0;Goniothalamus;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;"Jibi; ca 5 km North from Ninati; Sb.Div. Moejoe; Div. Sth. N.Guinea.";-5.688904;140.94813;Kalkman, C;Kalkman, C BW(Ind.) 6414 ;9;3;1959;nan;<NA>;<NA>;Botany;L  0182951;0;0;0;Kalkman;;0;;;;0;0;0;L0182951;6414;;Kalkman C;<NA>;Kalkman;Kalkman, Cornelis;Indonesia, Netherlands, Papua New Guinea;0;Goniothalamus;
Cyathocalyx novoguineensis Baker f.;Drepananthus;ID;"Jibi; c. 5 km North from Ninati; Sb.Division Moejoe; Div. Sth. New Guinea.";-5.688904;140.94813;Kalkman, C;Kalkman, C BW(Ind.) 6421 ;9;3;1959;nan;<NA>;<NA>;Botany;L.1755841;0;0;0;Kalkman;;0;;;;0;0;0;L1755841;6421;petiolatus;Kalkman C;<NA>;Kalkman;Kalkman, Cornelis;Indonesia, Netherlands, Papua New Guinea;0;Drepananthus;petiolatus
Cyathocalyx novoguineensis Baker f.;Drepananthus;ID;"Jibi; c. 5 km North from Ninati; Sb.Division Moejoe; Div. Sth. New Guinea.";-5.688904;140.94813;Kalkman, C;Kalkman, C BW(Ind.) 6421 ;9;3;1959;nan;<NA>;<NA>;Botany;L  0181883;0;0;0;Kalkman;;0;;;;0;0;0;L0181883;6421;petiolatus;Kalkman C;<NA>;Kalkman;Kalkman, Cornelis;Indonesia, Netherlands, Papua New Guinea;0;Drepananthus;petiolatus
Cyathocalyx novoguineensis Baker f.;Drepananthus;ID;"Jibi; c. 5 km North from Ninati; Sb.Division Moejoe; Div. Sth. New Guinea.";-5.688904;140.94813;Kalkman, C;Kalkman, C BW(Ind.) 6421 ;9;3;1959;nan;<NA>;<NA>;Botany;L  0192249;0;0;0;Kalkman;;0;;;;0;0;0;L0192249;6421;petiolatus;Kalkman C;<NA>;Kalkman;Kalkman, Cornelis;Indonesia, Netherlands, Papua New Guinea;0;Drepananthus;petiolatus
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;"Jibi; ca 5 km N. from Ninati; Sb. Division Moejoe: Div. Sth. New Guinea.";-5.688904;140.94813;Kalkman, C;Kalkman, C BW(Ind.) 6423 ;9;3;1959;nan;<NA>;<NA>;Botany;L.1052891;0;0;0;Kalkman;;0;;;;0;0;0;L1052891;6423;malayana;Kalkman C;<NA>;Kalkman;Kalkman, Cornelis;Indonesia, Netherlands, Papua New Guinea;0;Xylopia;malayana
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;"Jibi; ca 5 km N. from Ninati; Sb. Division Moejoe: Div. Sth. New Guinea.";-5.688904;140.94813;Kalkman, C;Kalkman, C BW(Ind.) 6423 ;9;3;1959;nan;<NA>;<NA>;Botany;L.1052892;0;0;0;Kalkman;;0;;;;0;0;0;L1052892;6423;malayana;Kalkman C;<NA>;Kalkman;Kalkman, Cornelis;Indonesia, Netherlands, Papua New Guinea;0;Xylopia;malayana
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;"Jibi; ca 5 km N. from Ninati; Sb. Division Moejoe: Div. Sth. New Guinea.";-5.688904;140.94813;Kalkman, C;Kalkman, C BW(Ind.) 6423 ;9;3;1959;nan;<NA>;<NA>;Botany;L.1052894;0;0;0;Kalkman;;0;;;;0;0;0;L1052894;6423;malayana;Kalkman C;<NA>;Kalkman;Kalkman, Cornelis;Indonesia, Netherlands, Papua New Guinea;0;Xylopia;malayana
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;"Jibi; ca 5 km N. from Ninati; Sb. Division Moejoe: Div. Sth. New Guinea.";-5.688904;140.94813;Kalkman, C;Kalkman, C BW(Ind.) 6423 ;9;3;1959;nan;<NA>;<NA>;Botany;L.1052893;0;0;0;Kalkman;;0;;;;0;0;0;L1052893;6423;malayana;Kalkman C;<NA>;Kalkman;Kalkman, Cornelis;Indonesia, Netherlands, Papua New Guinea;0;Xylopia;malayana
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;"Jibi; ca 5 km N. from Ninati; Sb. Division Moejoe: Div. Sth. New Guinea.";-5.688904;140.94813;Kalkman, C;Kalkman, C BW(Ind.) 6423 ;9;3;1959;nan;<NA>;<NA>;Botany;L  0191448;0;0;0;Kalkman;;0;;;;0;0;0;L0191448;6423;malayana;Kalkman C;<NA>;Kalkman;Kalkman, Cornelis;Indonesia, Netherlands, Papua New Guinea;0;Xylopia;malayana
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;"Jibi; ca 5 km N. from Ninati; Sb. Division Moejoe: Div. Sth. New Guinea.";-5.688904;140.94813;Kalkman, C;Kalkman, C BW(Ind.) 6423 ;9;3;1959;nan;<NA>;<NA>;Botany;L  0191274;0;0;0;Kalkman;;0;;;;0;0;0;L0191274;6423;malayana;Kalkman C;<NA>;Kalkman;Kalkman, Cornelis;Indonesia, Netherlands, Papua New Guinea;0;Xylopia;malayana
Neo-Uvaria acuminatissima (Miq.) Airy Shaw;Neo-Uvaria;ID;Indonesia. Central East Kalimantan: Along Pedohon River, Tabang.;0.566666;116.033333;Kato, M;"Kato, M; Okada, H; Uji, T; Murata, J; Darnaedi, D; Akiyama, H; Watano, Y; Hasebe B/ 20746 ";3;12;1989;Kessler, PJA;1998-12-01T00:00:00;<NA>;Botany;L.1757886;0;0;0;Kato;;0;1;12;1998;0;0;0;L1757886;20746;acuminatissima;"Kato M; Okada H; Uji T; Murata J; Darnaedi D; Akiyama H; Watano Y; Hasebe";Kessler PJA;Kato;Kato, Masahiro;Indonesia, Japan, United States of America;0;Neo-Uvaria;acuminatissima
Neo-Uvaria acuminatissima (Miq.) Airy Shaw;Neo-Uvaria;ID;Indonesia. Central East Kalimantan: Along Pedohon River, Tabang.;0.566666;116.033333;Kato, M;"Kato, M; Okada, H; Uji, T; Murata, J; Darnaedi, D; Akiyama, H; Watano, Y; Hasebe B/ 20746 ";3;12;1989;Kessler, PJA;1998-12-01T00:00:00;<NA>;Botany;L.1757885;0;0;0;Kato;;0;1;12;1998;0;0;0;L1757885;20746;acuminatissima;"Kato M; Okada H; Uji T; Murata J; Darnaedi D; Akiyama H; Watano Y; Hasebe";Kessler PJA;Kato;Kato, Masahiro;Indonesia, Japan, United States of America;0;Neo-Uvaria;acuminatissima
Orophea celebica (Blume) Miq.;Orophea;ID;Indonesia, North Sulawesi, Dumoga Bone National Park, en route from Toraut to Gua Batu;0.483333;123.866667;Kato, M;"Kato, M; et al.  354 ";5;1;1979;Kessler, PJA;2001-01-01T00:00:00;<NA>;Botany;L.1766450;0;0;0;Kato;;0;1;1;2001;0;0;0;L1766450;354;celebica;"Kato M; et al.";Kessler PJA;Kato;Kato, Masahiro;Indonesia, Japan, United States of America;0;Orophea;celebica
Orophea celebica (Blume) Miq.;Orophea;ID;Indonesia, North Sulawesi, Dumoga Bone National Park, en route from Toraut to Gua Batu;0.483333;123.866667;Kato, M;"Kato, M; et al.  354 ";5;1;1979;Kessler, PJA;2001-01-01T00:00:00;<NA>;Botany;L.1766449;0;0;0;Kato;;0;1;1;2001;0;0;0;L1766449;354;celebica;"Kato M; et al.";Kessler PJA;Kato;Kato, Masahiro;Indonesia, Japan, United States of America;0;Orophea;celebica
Orophea celebica (Blume) Miq.;Orophea;ID;Indonesia, North Sulawesi, Dumoga Bone NAtional Park, Tomburisis Tambun;0.4572;124.2367;Kato, M;"Kato, M; et al.  377 ";6;1;1979;Kessler, PJA;2001-01-01T00:00:00;<NA>;Botany;L.1766456;0;0;0;Kato;;0;1;1;2001;0;0;0;L1766456;377;celebica;"Kato M; et al.";Kessler PJA;Kato;Kato, Masahiro;Indonesia, Japan, United States of America;0;Orophea;celebica
Orophea celebica (Blume) Miq.;Orophea;ID;Indonesia, North Sulawesi, Dumoga Bone NAtional Park, Tomburisis Tambun;0.4572;124.2367;Kato, M;"Kato, M; et al.  377 ";6;1;1979;Kessler, PJA;2001-01-01T00:00:00;<NA>;Botany;L.1766455;0;0;0;Kato;;0;1;1;2001;0;0;0;L1766455;377;celebica;"Kato M; et al.";Kessler PJA;Kato;Kato, Masahiro;Indonesia, Japan, United States of America;0;Orophea;celebica
Marsypopetalum Scheff.;Marsypopetalum;ID;Java, Kebun Raya, Bogor.;-6.583333;106.78333300000001;Kessler, PJA;Kessler, PJA  1 ;26;11;1988;nan;<NA>;<NA>;Botany;L.1757141;0;0;0;Kessler;;0;;;;0;0;0;L1757141;1;;Kessler PJA;<NA>;Kessler;<NA>;<NA>;<NA>;Marsypopetalum;
Marsypopetalum Scheff.;Marsypopetalum;ID;Java, Kebun Raya, Bogor.;-6.583333;106.78333300000001;Kessler, PJA;Kessler, PJA  1 ;26;11;1988;nan;<NA>;<NA>;Botany;L.1757140;0;0;0;Kessler;;0;;;;0;0;0;L1757140;1;;Kessler PJA;<NA>;Kessler;<NA>;<NA>;<NA>;Marsypopetalum;
Marsypopetalum Scheff.;Marsypopetalum;ID;Java, Kebun Raya, Bogor.;-6.583333;106.78333300000001;Kessler, PJA;Kessler, PJA  1 ;26;11;1988;nan;<NA>;<NA>;Botany;L.1757139;0;0;0;Kessler;;0;;;;0;0;0;L1757139;1;;Kessler PJA;<NA>;Kessler;<NA>;<NA>;<NA>;Marsypopetalum;
Artabotrys R.Br.;Artabotrys;ID;Cultivated. Java Kebun Raya, Bogor;-6.5897;106.79130000000002;Kessler, PJA;Kessler, PJA  10 ;26;11;1988;Kessler, PJA;<NA>;<NA>;Botany;L.1753402;0;0;0;Kessler;;0;;;;0;0;0;L1753402;10;;Kessler PJA;Kessler PJA;Kessler;<NA>;<NA>;<NA>;Artabotrys;
Artabotrys R.Br.;Artabotrys;ID;Cultivated. Java Kebun Raya, Bogor;-6.5897;106.79130000000002;Kessler, PJA;Kessler, PJA  10 ;26;11;1988;Kessler, PJA;<NA>;<NA>;Botany;L.1753404;0;0;0;Kessler;;0;;;;0;0;0;L1753404;10;;Kessler PJA;Kessler PJA;Kessler;<NA>;<NA>;<NA>;Artabotrys;
Artabotrys R.Br.;Artabotrys;ID;Cultivated. Java Kebun Raya, Bogor;-6.5897;106.79130000000002;Kessler, PJA;Kessler, PJA  10 ;26;11;1988;Kessler, PJA;<NA>;<NA>;Botany;L.1753403;0;0;0;Kessler;;0;;;;0;0;0;L1753403;10;;Kessler PJA;Kessler PJA;Kessler;<NA>;<NA>;<NA>;Artabotrys;
Mitrella clementis (Merr.) I.M.Turner;Mitrella;ID;East Kalimantan, P.T. ITCI, road from Kenangan to   Sepaku I, km 50, Jl. 2500.;-1.083333;116.7;Kessler, PJA;"Kessler, PJA; et al.  1009 ";29;3;1995;Turner, IM;2010-03-04T00:00:00;<NA>;Botany;L.1761857;0;0;0;Kessler;;0;4;3;2010;0;0;0;L1761857;1009;clementis;"Kessler PJA; et al.";Turner IM;Kessler;<NA>;<NA>;<NA>;Mitrella;clementis
Mitrella clementis (Merr.) I.M.Turner;Mitrella;ID;East Kalimantan, P.T. ITCI, road from Kenangan to   Sepaku I, km 50, Jl. 2500.;-1.083333;116.7;Kessler, PJA;"Kessler, PJA; et al.  1009 ";29;3;1995;Turner, IM;2010-03-04T00:00:00;<NA>;Botany;L.1761856;0;0;0;Kessler;;0;4;3;2010;0;0;0;L1761856;1009;clementis;"Kessler PJA; et al.";Turner IM;Kessler;<NA>;<NA>;<NA>;Mitrella;clementis
Artabotrys polygynus Miq.;Artabotrys;ID;East Kalimantan, P.T. ITCI, road Kenangan to sepaku I, km 57, Jl. 2500.;-1.083333;116.7;Kessler, PJA;"Kessler, PJA; et al.  1024 ";29;3;1995;Chen, J;2015-05-12T00:00:00;<NA>;Botany;L.1744915;0;0;0;Kessler;;0;12;5;2015;0;0;0;L1744915;1024;polygynus;"Kessler PJA; et al.";Chen J;Kessler;<NA>;<NA>;<NA>;Artabotrys;polygynus
Artabotrys polygynus Miq.;Artabotrys;ID;East Kalimantan, P.T. ITCI, road Kenangan to sepaku I, km 57, Jl. 2500.;-1.083333;116.7;Kessler, PJA;"Kessler, PJA; et al.  1024 ";29;3;1995;Chen, J;2015-05-12T00:00:00;<NA>;Botany;L.1744914;0;0;0;Kessler;;0;12;5;2015;0;0;0;L1744914;1024;polygynus;"Kessler PJA; et al.";Chen J;Kessler;<NA>;<NA>;<NA>;Artabotrys;polygynus
Mitrella clementis (Merr.) I.M.Turner;Mitrella;ID;East Kalimantan, PT. ITCI, road Kenangan to camp 88, km 58.;-1.083333;116.7;Kessler, PJA;"Kessler, PJA; et al.  1040 ";30;3;1995;Turner, IM;2010-03-04T00:00:00;<NA>;Botany;L.1761850;0;0;0;Kessler;;0;4;3;2010;0;0;0;L1761850;1040;clementis;"Kessler PJA; et al.";Turner IM;Kessler;<NA>;<NA>;<NA>;Mitrella;clementis
Mitrella clementis (Merr.) I.M.Turner;Mitrella;ID;East Kalimantan, PT. ITCI, road Kenangan to camp 88, km 58.;-1.083333;116.7;Kessler, PJA;"Kessler, PJA; et al.  1040 ";30;3;1995;Turner, IM;2010-03-04T00:00:00;<NA>;Botany;L.1761849;0;0;0;Kessler;;0;4;3;2010;0;0;0;L1761849;1040;clementis;"Kessler PJA; et al.";Turner IM;Kessler;<NA>;<NA>;<NA>;Mitrella;clementis
Friesodielsia borneensis (Miq.) Steenis;Friesodielsia;ID;East Kalimantan, PT. ITCI, road Kenangan to camp 88, km 58.;-1.083333;116.7;Kessler, PJA;"Kessler, PJA; et al.  1046 ";30;3;1995;Turner, IM;2008-10-01T00:00:00;<NA>;Botany;L.1754866;0;0;0;Kessler;;0;1;10;2008;0;0;0;L1754866;1046;borneensis;"Kessler PJA; et al.";Turner IM;Kessler;<NA>;<NA>;<NA>;Friesodielsia;borneensis
Friesodielsia borneensis (Miq.) Steenis;Friesodielsia;ID;East Kalimantan, PT. ITCI, road Kenangan to camp 88, km 58.;-1.083333;116.7;Kessler, PJA;"Kessler, PJA; et al.  1046 ";30;3;1995;Turner, IM;2008-10-01T00:00:00;<NA>;Botany;L.1754867;0;0;0;Kessler;;0;1;10;2008;0;0;0;L1754867;1046;borneensis;"Kessler PJA; et al.";Turner IM;Kessler;<NA>;<NA>;<NA>;Friesodielsia;borneensis
Friesodielsia glauca (Hook.f. & Thomson) Steenis;Friesodielsia;ID;East Kalimantan, PT. ITCI, road Kenangan to camp 88, km 58.;-1.083333;116.7;Kessler, PJA;"Kessler, PJA; et al.  1047 ";30;3;1995;Turner, IM;2010-03-02T00:00:00;<NA>;Botany;L.1754791;0;0;0;Kessler;;0;2;3;2010;0;0;0;L1754791;1047;glauca;"Kessler PJA; et al.";Turner IM;Kessler;<NA>;<NA>;<NA>;Friesodielsia;glauca
Friesodielsia glauca (Hook.f. & Thomson) Steenis;Friesodielsia;ID;East Kalimantan, PT. ITCI, road Kenangan to camp 88, km 58.;-1.083333;116.7;Kessler, PJA;"Kessler, PJA; et al.  1047 ";30;3;1995;Turner, IM;2010-03-02T00:00:00;<NA>;Botany;L.1754790;0;0;0;Kessler;;0;2;3;2010;0;0;0;L1754790;1047;glauca;"Kessler PJA; et al.";Turner IM;Kessler;<NA>;<NA>;<NA>;Friesodielsia;glauca
Artabotrys ochropetalus I.M.Turner;Artabotrys;ID;East Kalimantan, road Balikpapan - Samarinda, km, road to Sungai Wain.;-1.0;117.0;Kessler, PJA;"Kessler, PJA; et al.  1058 ";6;4;1995;Turner, IM;2009-11-01T00:00:00;<NA>;Botany;L.1749510;0;0;0;Kessler;;0;1;11;2009;0;0;0;L1749510;1058;ochropetalus;"Kessler PJA; et al.";Turner IM;Kessler;<NA>;<NA>;<NA>;Artabotrys;ochropetalus
Artabotrys ochropetalus I.M.Turner;Artabotrys;ID;East Kalimantan, road Balikpapan - Samarinda, km, road to Sungai Wain.;-1.0;117.0;Kessler, PJA;"Kessler, PJA; et al.  1058 ";6;4;1995;Turner, IM;2009-11-01T00:00:00;<NA>;Botany;L.1749511;0;0;0;Kessler;;0;1;11;2009;0;0;0;L1749511;1058;ochropetalus;"Kessler PJA; et al.";Turner IM;Kessler;<NA>;<NA>;<NA>;Artabotrys;ochropetalus
Artabotrys ochropetalus I.M.Turner;Artabotrys;ID;East Kalimantan, road Balikpapan - Samarinda, km, road to Sungai Wain.;-1.0;117.0;Kessler, PJA;"Kessler, PJA; et al.  1058 ";6;4;1995;Turner, IM;2009-11-01T00:00:00;<NA>;Botany;L  0281221;0;0;0;Kessler;;0;1;11;2009;0;0;0;L0281221;1058;ochropetalus;"Kessler PJA; et al.";Turner IM;Kessler;<NA>;<NA>;<NA>;Artabotrys;ochropetalus
Fissistigma kingii (Boerl.) Burkill;Fissistigma;ID;East Kalimantan, road Balikpapan-Samarinda, km 15, road to Sungai Wain.;-1.0;117.0;Kessler, PJA;"Kessler, PJA; et al.  1063 ";6;4;1995;Kessler, PJA;1995-04-01T00:00:00;<NA>;Botany;L.1754163;0;0;0;Kessler;;0;1;4;1995;0;0;0;L1754163;1063;kingii;"Kessler PJA; et al.";Kessler PJA;Kessler;<NA>;<NA>;<NA>;Fissistigma;kingii
Fissistigma kingii (Boerl.) Burkill;Fissistigma;ID;East Kalimantan, road Balikpapan-Samarinda, km 15, road to Sungai Wain.;-1.0;117.0;Kessler, PJA;"Kessler, PJA; et al.  1063 ";6;4;1995;Kessler, PJA;1995-04-01T00:00:00;<NA>;Botany;L.1754162;0;0;0;Kessler;;0;1;4;1995;0;0;0;L1754162;1063;kingii;"Kessler PJA; et al.";Kessler PJA;Kessler;<NA>;<NA>;<NA>;Fissistigma;kingii
Cyathocalyx magnifructus R.J.Wang & R.M.K.Saunders;Cyathocalyx;ID;Coal mining company KPC, Lubuktutung Sangatta.;1.333333;117.066667;Kessler, PJA;"Kessler, PJA; et al.  1121 ";12;4;1995;Wang, RJ;2004-03-01T00:00:00;<NA>;Botany;L  0197310;0;0;0;Kessler;;0;1;3;2004;0;0;0;L0197310;1121;magnifructus;"Kessler PJA; et al.";Wang RJ;Kessler;<NA>;<NA>;<NA>;Cyathocalyx;magnifructus
Cyathocalyx magnifructus R.J.Wang & R.M.K.Saunders;Cyathocalyx;ID;Coal mining company KPC, Lubuktutung Sangatta.;1.333333;117.066667;Kessler, PJA;"Kessler, PJA; et al.  1121 ";12;4;1995;Wang, RJ;2004-03-01T00:00:00;<NA>;Botany;L  0192395;0;0;0;Kessler;;0;1;3;2004;0;0;0;L0192395;1121;magnifructus;"Kessler PJA; et al.";Wang RJ;Kessler;<NA>;<NA>;<NA>;Cyathocalyx;magnifructus
Cyathocalyx magnifructus R.J.Wang & R.M.K.Saunders;Cyathocalyx;ID;Coal mining company KPC, Lubuktutung Sangatta.;1.333333;117.066667;Kessler, PJA;"Kessler, PJA; et al.  1121 ";12;4;1995;Wang, RJ;2004-03-01T00:00:00;<NA>;Botany;L  0192394;0;0;0;Kessler;;0;1;3;2004;0;0;0;L0192394;1121;magnifructus;"Kessler PJA; et al.";Wang RJ;Kessler;<NA>;<NA>;<NA>;Cyathocalyx;magnifructus
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;East Kalimantan, Coal Mining Company KPC, Sangatta, Lubuk Tutung.;1.333333;117.666667;Kessler, PJA;"Kessler, PJA; et al.  1122 ";12;4;1995;Kessler, PJA;1995-04-01T00:00:00;<NA>;Botany;L.1767565;0;0;0;Kessler;;0;1;4;1995;0;0;0;L1767565;1122;rumphii;"Kessler PJA; et al.";Kessler PJA;Kessler;<NA>;<NA>;<NA>;Hubera;rumphii
