scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet;orig_recby;orig_detby;coll_surname;huh_name;geo_col;wiki_url;genus_old;specific_epithet_old
Melodorum Lour.;Melodorum;ID;Bogani Nani Wartabone National Park. Toraut. Bolaang Mongodow. Nowrt Sulawesi.;0.566667;123.883333;Walker, JS;Walker, JS DB 196 ;1;7;1998;nan;<NA>;<NA>;Botany;L.1766126;0;0;0;Walker;;0;;;;0;0;0;L1766126;196;;Walker JS;<NA>;Walker;Walker, J. S.;Greece;0;Melodorum;
Cyathocalyx Champ. ex Hook.f. & Thomson;Cyathocalyx;ID;"Java; Bogor, Handjere (Janglatta)";-6.5897;106.7913;Wasijat;Wasijat Ja 6177 ;20;10;1953;nan;<NA>;<NA>;Botany;L.1756124;0;0;0;Wasijat;;0;;;;0;0;0;L1756124;6177;;Wasijat;<NA>;Wasijat;<NA>;<NA>;<NA>;Cyathocalyx;
Cyathocalyx Champ. ex Hook.f. & Thomson;Cyathocalyx;ID;"Java; Bogor, Handjere (Janglatta)";-6.5897;106.7913;Wasijat;Wasijat Ja 6177 ;20;10;1953;nan;<NA>;<NA>;Botany;L.1756123;0;0;0;Wasijat;;0;;;;0;0;0;L1756123;6177;;Wasijat;<NA>;Wasijat;<NA>;<NA>;<NA>;Cyathocalyx;
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;Celebes en Ond. Raha (Moena), Wasalangka;-5.086;122.4438;Waturandang, AG;Waturandang, AG bb 21324 ;18;8;1936;nan;<NA>;<NA>;Botany;L  0974730;0;0;0;Waturandang;;0;;;;0;0;0;L0974730;21324;glauca;Waturandang AG;<NA>;Waturandang;Waturandang, A. G.;Indonesia;0;Maasia;glauca
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;Celebes en Ond. Raha (Moena), Wasalangka;-5.086;122.4438;Waturandang, AG;Waturandang, AG bb 21324 ;18;8;1936;nan;<NA>;<NA>;Botany;L.1761232;0;0;0;Waturandang;;0;;;;0;0;0;L1761232;21324;glauca;Waturandang AG;<NA>;Waturandang;Waturandang, A. G.;Indonesia;0;Maasia;glauca
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;Archipel. Ind. Celebes en Ond. Raha (Moena) Wasalangka.;-5.086;122.4438;Waturandang, AG;Waturandang, AG bb 21349 ;21;8;1936;Steenis, CGGJ van;1936-11-01T00:00:00;<NA>;Botany;L  0974753;0;0;0;Waturandang;;0;1;11;1936;0;0;0;L0974753;21349;malayana;Waturandang AG;Steenis CGGJ van;Waturandang;Waturandang, A. G.;Indonesia;0;Xylopia;malayana
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;Archipel. Ind. Celebes en Ond. Raha (Moena) Wasalangka.;-5.086;122.4438;Waturandang, AG;Waturandang, AG bb 21349 ;21;8;1936;Steenis, CGGJ van;1936-11-01T00:00:00;<NA>;Botany;L  0191271;0;0;0;Waturandang;;0;1;11;1936;0;0;0;L0191271;21349;malayana;Waturandang AG;Steenis CGGJ van;Waturandang;Waturandang, A. G.;Indonesia;0;Xylopia;malayana
Polyalthia Blume;Polyalthia;ID;Archipel. Ind. Celebes en Ond. Raha (Moena) Wasalangka.;-5.086;122.4438;Waturandang, AG;Waturandang, AG bb 21390 ;3;9;1936;Steenis, CGGJ van;1936-11-01T00:00:00;<NA>;Botany;L  0974794;0;0;0;Waturandang;;0;1;11;1936;0;0;0;L0974794;21390;;Waturandang AG;Steenis CGGJ van;Waturandang;Waturandang, A. G.;Indonesia;0;Polyalthia;
Polyalthia Blume;Polyalthia;ID;Archipel. Ind. Celebes en Ond. Raha (Moena) Wasalangka.;-5.086;122.4438;Waturandang, AG;Waturandang, AG bb 21390 ;3;9;1936;Steenis, CGGJ van;1936-11-01T00:00:00;<NA>;Botany;L.1759927;0;0;0;Waturandang;;0;1;11;1936;0;0;0;L1759927;21390;;Waturandang AG;Steenis CGGJ van;Waturandang;Waturandang, A. G.;Indonesia;0;Polyalthia;
Polyalthia Blume;Polyalthia;ID;Archipel. Ind. Celebes en Ond. Moena, Onsoeme.;-4.872;122.6033;Waturandang, AG;Waturandang, AG bb 21765 ;13;1;1937;nan;<NA>;<NA>;Botany;L  0974986;0;0;0;Waturandang;;0;;;;0;0;0;L0974986;21765;;Waturandang AG;<NA>;Waturandang;Waturandang, A. G.;Indonesia;0;Polyalthia;
Polyalthia Blume;Polyalthia;ID;Archipel. Ind. Celebes en Ond. Moena, Onsoeme.;-4.872;122.6033;Waturandang, AG;Waturandang, AG bb 21765 ;13;1;1937;nan;<NA>;<NA>;Botany;L.1759966;0;0;0;Waturandang;;0;;;;0;0;0;L1759966;21765;;Waturandang AG;<NA>;Waturandang;Waturandang, A. G.;Indonesia;0;Polyalthia;
Artabotrys R.Br.;Artabotrys;ID;Province: SE Sulawesi. District Kolaka, Subdistrict Uluiwoi, village Sanggona, near Hutumolae, base of Gunong Pindunaa in Mount Watu Wila.;-3.774133;121.653767;Wen, J;"Wen, J; Kartonegoro, AR  10192 ";12;5;2008;nan;<NA>;<NA>;Botany;L.3724579;0;0;0;Wen;;0;;;;0;0;0;L3724579;10192;;"Wen J; Kartonegoro AR";<NA>;Wen;Wen, Jun;China, United States of America;0;Artabotrys;
Artabotrys R.Br.;Artabotrys;ID;Province: SE Sulawesi. District Kolaka, Subdistrict Uluiwoi, village Sanggona, near Hutumolae, base of Gunong Pindunaa in Mount Watu Wila.;-3.774133;121.653767;Wen, J;"Wen, J; Kartonegoro, AR  10192 ";12;5;2008;nan;<NA>;<NA>;Botany;L.3724578;0;0;0;Wen;;0;;;;0;0;0;L3724578;10192;;"Wen J; Kartonegoro AR";<NA>;Wen;Wen, Jun;China, United States of America;0;Artabotrys;
Polyalthia Blume;Artabotrys;ID;District Kolaka, Subdistrict Uluiwoi, village Sanggona, near Hutumolae, base of Gunong Pondunaa in Mount Watu Wila;-3.77414;121.654;Wen, J ;10192;12;5;2008;nan;<NA>;US;US;US 3592030;0;0;0;;;0;;;;0;0;0;US3592030;10192;;J. Wen & A. Kartonegoro;<NA>;Wen;Wen, Jun;China, United States of America;0;Polyalthia;
Annonaceae;<NA>;ID;North Sumatra Gunung Leuser NP, Sekundur;3.916667;98.0;Whitmore, TC;"Whitmore, TC; Wardani, M  3160 ";24;8;1983;nan;<NA>;<NA>;Botany;L.1775634;0;0;0;Whitmore;;0;;;;0;0;0;L1775634;3160;;"Whitmore TC; Wardani M";<NA>;Whitmore;Whitmore, Timothy Charles;Malaysia, Solomon Islands;0;<NA>;
Annonaceae;<NA>;ID;North Sumatra Gunung Leuser NP, Sekundur;3.916667;98.0;Whitmore, TC;"Whitmore, TC; Wardani, M  3160 ";24;8;1983;nan;<NA>;<NA>;Botany;L.1775632;0;0;0;Whitmore;;0;;;;0;0;0;L1775632;3160;;"Whitmore TC; Wardani M";<NA>;Whitmore;Whitmore, Timothy Charles;Malaysia, Solomon Islands;0;<NA>;
Annonaceae;<NA>;ID;North Sumatra Gunung Leuser NP, Sekundur;3.916667;98.0;Whitmore, TC;"Whitmore, TC; Wardani, M  3160 ";24;8;1983;nan;<NA>;<NA>;Botany;L  0197161;0;0;0;Whitmore;;0;;;;0;0;0;L0197161;3160;;"Whitmore TC; Wardani M";<NA>;Whitmore;Whitmore, Timothy Charles;Malaysia, Solomon Islands;0;<NA>;
Cyathocalyx pruniferus (Maingay ex Hook.f. & Thomson) J.Sinclair;Drepananthus;ID;North Sumatra, Gunung Leuser National Park, Sekundur.;3.748056;97.158056;Whitmore, TC;"Whitmore, TC; Wardani, M  3228 ";28;8;1983;Wang, R;2001-08-01T00:00:00;<NA>;Botany;L.1755691;0;0;0;Whitmore;;0;1;8;2001;0;0;0;L1755691;3228;pruniferus;"Whitmore TC; Wardani M";Wang R;Whitmore;Whitmore, Timothy Charles;Malaysia, Solomon Islands;0;Drepananthus;pruniferus
Cyathocalyx pruniferus (Maingay ex Hook.f. & Thomson) J.Sinclair;Drepananthus;ID;North Sumatra, Gunung Leuser National Park, Sekundur.;3.748056;97.158056;Whitmore, TC;"Whitmore, TC; Wardani, M  3228 ";28;8;1983;Wang, R;2001-08-01T00:00:00;<NA>;Botany;L  0192255;0;0;0;Whitmore;;0;1;8;2001;0;0;0;L0192255;3228;pruniferus;"Whitmore TC; Wardani M";Wang R;Whitmore;Whitmore, Timothy Charles;Malaysia, Solomon Islands;0;Drepananthus;pruniferus
Goniothalamus brevicuspis Miq.;Goniothalamus;ID;Sulawesi Utara, Dumoga - Bone proposed National Park Toraut;0.5606;123.68;Whitmore, TC;"Whitmore, TC; Sidiyasa, K  3391 ";15;9;1984;Kessler, PJA;1996-03-01T00:00:00;<NA>;Botany;L.1765335;0;0;0;Whitmore;;0;1;3;1996;0;0;0;L1765335;3391;brevicuspis;"Whitmore TC; Sidiyasa K";Kessler PJA;Whitmore;Whitmore, Timothy Charles;Malaysia, Solomon Islands;0;Goniothalamus;brevicuspis
Goniothalamus brevicuspis Miq.;Goniothalamus;ID;Sulawesi Utara, Dumoga - Bone proposed National Park Toraut;0.5606;123.68;Whitmore, TC;"Whitmore, TC; Sidiyasa, K  3391 ";15;9;1984;Kessler, PJA;1996-03-01T00:00:00;<NA>;Botany;L.1765334;0;0;0;Whitmore;;0;1;3;1996;0;0;0;L1765334;3391;brevicuspis;"Whitmore TC; Sidiyasa K";Kessler PJA;Whitmore;Whitmore, Timothy Charles;Malaysia, Solomon Islands;0;Goniothalamus;brevicuspis
Goniothalamus brevicuspis Miq.;Goniothalamus;ID;Sulawesi Utara, Dumoga - Bone proposed National Park Toraut;0.5606;123.68;Whitmore, TC;"Whitmore, TC; Sidiyasa, K  3391 ";15;9;1984;Kessler, PJA;1996-03-01T00:00:00;<NA>;Botany;L  0197107;0;0;0;Whitmore;;0;1;3;1996;0;0;0;L0197107;3391;brevicuspis;"Whitmore TC; Sidiyasa K";Kessler PJA;Whitmore;Whitmore, Timothy Charles;Malaysia, Solomon Islands;0;Goniothalamus;brevicuspis
Anaxagorea A.St.-Hil.;Anaxagorea;ID;Sulawesi Utara, Dumoga - Bone proposed N.P., Doloduo, Tumokang Lama.;0.5606;123.68;Whitmore, TC;"Whitmore, TC; Sidiyasa, K  3460 ";20;9;1984;Kessler, PJA;1987-06-01T00:00:00;<NA>;Botany;L.1755432;0;0;0;Whitmore;;0;1;6;1987;0;0;0;L1755432;3460;;"Whitmore TC; Sidiyasa K";Kessler PJA;Whitmore;Whitmore, Timothy Charles;Malaysia, Solomon Islands;0;Anaxagorea;
Anaxagorea A.St.-Hil.;Anaxagorea;ID;Sulawesi Utara, Dumoga - Bone proposed N.P., Doloduo, Tumokang Lama.;0.5606;123.68;Whitmore, TC;"Whitmore, TC; Sidiyasa, K  3460 ";20;9;1984;Kessler, PJA;1987-06-01T00:00:00;<NA>;Botany;L.1755433;0;0;0;Whitmore;;0;1;6;1987;0;0;0;L1755433;3460;;"Whitmore TC; Sidiyasa K";Kessler PJA;Whitmore;Whitmore, Timothy Charles;Malaysia, Solomon Islands;0;Anaxagorea;
Anaxagorea A.St.-Hil.;Anaxagorea;ID;Bacan, Maluku. Bacan Island, northeast.;-0.583333;127.5;Whitmore, TC;"Whitmore, TC; Sidiyasa, K; Whitmore, TJ  3552 ";31;8;1985;Balgooy, MMJ van;1996-10-01T00:00:00;<NA>;Botany;L.1755435;0;0;0;Whitmore;;0;1;10;1996;0;0;0;L1755435;3552;;"Whitmore TC; Sidiyasa K; Whitmore TJ";Balgooy MMJ van;Whitmore;Whitmore, Timothy Charles;Malaysia, Solomon Islands;0;Anaxagorea;
Anaxagorea A.St.-Hil.;Anaxagorea;ID;Bacan, Maluku. Bacan Island, northeast.;-0.583333;127.5;Whitmore, TC;"Whitmore, TC; Sidiyasa, K; Whitmore, TJ  3552 ";31;8;1985;Balgooy, MMJ van;1996-10-01T00:00:00;<NA>;Botany;L.1755434;0;0;0;Whitmore;;0;1;10;1996;0;0;0;L1755434;3552;;"Whitmore TC; Sidiyasa K; Whitmore TJ";Balgooy MMJ van;Whitmore;Whitmore, Timothy Charles;Malaysia, Solomon Islands;0;Anaxagorea;
Xylopia peekelii Diels;Xylopia;ID;Maluku, Halmahera, 20 km SE of Dodinga. Darco/Modul logging camp, Tapayo.;0.716667;127.816667;Whitmore, TC;"Whitmore, TC; Sidiyasa, K; Whitmore, TJ  3614 ";9;9;1985;Kessler, PJA;2000-09-01T00:00:00;<NA>;Botany;L.1775549;0;0;0;Whitmore;;0;1;9;2000;0;0;0;L1775549;3614;peekelii;"Whitmore TC; Sidiyasa K; Whitmore TJ";Kessler PJA;Whitmore;Whitmore, Timothy Charles;Malaysia, Solomon Islands;0;Xylopia;peekelii
Xylopia peekelii Diels;Xylopia;ID;Maluku, Halmahera, 20 km SE of Dodinga. Darco/Modul logging camp, Tapayo.;0.716667;127.816667;Whitmore, TC;"Whitmore, TC; Sidiyasa, K; Whitmore, TJ  3614 ";9;9;1985;Kessler, PJA;2000-09-01T00:00:00;<NA>;Botany;L.1775550;0;0;0;Whitmore;;0;1;9;2000;0;0;0;L1775550;3614;peekelii;"Whitmore TC; Sidiyasa K; Whitmore TJ";Kessler PJA;Whitmore;Whitmore, Timothy Charles;Malaysia, Solomon Islands;0;Xylopia;peekelii
Fissistigma ovoideum (King) Merr.;Fissistigma;ID;Kedah G., Inas FR, compt. 8, Sungei Kupang.;-0.333333;115.916667;Whitmore, TC;Whitmore, TC KEP FRI 4699 ;8;2;1968;Johnson, DM;2014-03-01T00:00:00;<NA>;Botany;L.1754601;0;0;0;Whitmore;;0;1;3;2014;0;0;0;L1754601;4699;latifolium;Whitmore TC;Johnson DM;Whitmore;Whitmore, Timothy Charles;Malaysia, Solomon Islands;0;Fissistigma;latifolium
Fissistigma ovoideum (King) Merr.;Fissistigma;ID;Kedah G., Inas FR, compt. 8, Sungei Kupang.;-0.333333;115.916667;Whitmore, TC;Whitmore, TC KEP FRI 4699 ;8;2;1968;Johnson, DM;2014-03-01T00:00:00;<NA>;Botany;L  0197106;0;0;0;Whitmore;;0;1;3;2014;0;0;0;L0197106;4699;latifolium;Whitmore TC;Johnson DM;Whitmore;Whitmore, Timothy Charles;Malaysia, Solomon Islands;0;Fissistigma;latifolium
Goniothalamus ventristylus Boerl. & Koord. ex Koord.-Schum.;Goniothalamus;ID;Indonesia, Irian Jaya, Ds. Sawa, Kec. Sawaerma, Agats distr. Merauke.;-7.0;139.0;Widjaja, EA;"Widjaja, EA; Wally, E; Subari, EAW  6227 ";23;10;1992;nan;<NA>;<NA>;Botany;L.3965556;0;0;0;Widjaja;;0;;;;0;0;0;L3965556;6227;malayanus;"Widjaja EA; Wally E; Subari EAW";<NA>;Widjaja;<NA>;<NA>;<NA>;Goniothalamus;malayanus
Goniothalamus ventristylus Boerl. & Koord. ex Koord.-Schum.;Goniothalamus;ID;Indonesia, Irian Jaya, Ds. Sawa, Kec. Sawaerma, Agats distr. Merauke.;-7.0;139.0;Widjaja, EA;"Widjaja, EA; Wally, E; Subari, EAW  6227 ";23;10;1992;nan;<NA>;<NA>;Botany;L.3965557;0;0;0;Widjaja;;0;;;;0;0;0;L3965557;6227;malayanus;"Widjaja EA; Wally E; Subari EAW";<NA>;Widjaja;<NA>;<NA>;<NA>;Goniothalamus;malayanus
Goniothalamus ventristylus Boerl. & Koord. ex Koord.-Schum.;Goniothalamus;ID;Indonesia, Irian Jaya, Ds. Sawa, Kec. Sawaerma, Agats distr. Merauke.;-7.0;139.0;Widjaja, EA;"Widjaja, EA; Wally, E; Subari, EAW  6227 ";23;10;1992;nan;<NA>;<NA>;Botany;L.3965558;0;0;0;Widjaja;;0;;;;0;0;0;L3965558;6227;malayanus;"Widjaja EA; Wally E; Subari EAW";<NA>;Widjaja;<NA>;<NA>;<NA>;Goniothalamus;malayanus
Uvaria littoralis (Blume) Blume;Uvaria;ID;Kolaka District. Lasusua Subdistrict.;-3.630383;121.08055;Widjaja, EA;Widjaja, EA  8867 ;16;12;2009;nan;<NA>;<NA>;Botany;L.3994466;0;0;0;Widjaja;;0;;;;0;0;0;L3994466;8867;littoralis;Widjaja EA;<NA>;Widjaja;<NA>;<NA>;<NA>;Uvaria;littoralis
Uvaria littoralis (Blume) Blume;Uvaria;ID;Kolaka District. Lasusua Subdistrict.;-3.630383;121.08055;Widjaja, EA;Widjaja, EA  8867 ;16;12;2009;nan;<NA>;<NA>;Botany;L.3994465;0;0;0;Widjaja;;0;;;;0;0;0;L3994465;8867;littoralis;Widjaja EA;<NA>;Widjaja;<NA>;<NA>;<NA>;Uvaria;littoralis
Uvaria grandiflora Roxb. ex Hornem.;Uvaria;ID;Rawa Aopa Watumohai National Park. Hutan Pendidikan, Blok Lanuwulu/Tatangge, Konawe Selatan District.;-4.471787;121.985328;Widjaja, EA;"Widjaja, EA; Megawati; Hamzah; Wahyudi Santoso EAW 9664 ";21;4;2011;Megawati;2011-07-07T00:00:00;<NA>;Botany;L.4403692;0;0;0;Widjaja;;0;7;7;2011;0;0;0;L4403692;9664;grandiflora;"Widjaja EA; Megawati; Hamzah; Wahyudi Santoso";Megawati;Widjaja;<NA>;<NA>;<NA>;Uvaria;grandiflora
Uvaria grandiflora Roxb. ex Hornem.;Uvaria;ID;Hutan Pendidikan, Blok Lanuwulu/Tatangge, Rawa Aopa National Park, Konawe Selatan District.;-4.4752;121.986658;Widjaja, EA;"Widjaja, EA; et al.  9664 ";21;4;2011;Megawati;2011-07-07T00:00:00;<NA>;Botany;L.4367863;0;0;0;Widjaja;;0;7;7;2011;0;0;0;L4367863;9664;grandiflora;"Widjaja EA; et al.";Megawati;Widjaja;<NA>;<NA>;<NA>;Uvaria;grandiflora
Orophea Blume;Orophea;ID;Gunung Leuser Nature Reserve, Atjeh, North Sumatra, Ketambe, valley of Lau Alas, near tributary of Lau Ketambe;3.083333;97.916667;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  12255 ";22;5;1972;Kessler, PJA;1986-01-01T00:00:00;<NA>;Botany;L.1758945;0;0;0;Wilde;;0;1;1;1986;0;0;0;L1758945;12255;;"Wilde WJJO de; Wilde-Duyfjes BEE de";Kessler PJA;Wilde;de Wilde, Willem Jan Jacobus Oswald;0;0;Orophea;
Orophea Blume;Orophea;ID;Gunung Leuser Nature Reserve, Atjeh, North Sumatra, Ketambe, valley of Lau Alas, near tributary of Lau Ketambe;3.083333;97.916667;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  12255 ";22;5;1972;Kessler, PJA;1986-01-01T00:00:00;<NA>;Botany;L.1758944;0;0;0;Wilde;;0;1;1;1986;0;0;0;L1758944;12255;;"Wilde WJJO de; Wilde-Duyfjes BEE de";Kessler PJA;Wilde;de Wilde, Willem Jan Jacobus Oswald;0;0;Orophea;
Pseuduvaria rugosa (Blume) Merr.;Pseuduvaria;ID;Indonesia, Sumatra, Aceh, Gunung Leuser Nature Reserve, Ketambe, valley of Lau Alas, near tributary of Lau Ketambe, c. 35 NW of Kutatjane,200-400 m alt.;3.083333;97.916667;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  12511 ";1;6;1972;Su, YCF;2001-09-01T00:00:00;<NA>;Botany;L  0299538;0;0;0;Wilde;;0;1;9;2001;0;0;0;L0299538;12511;rugosa;"Wilde WJJO de; Wilde-Duyfjes BEE de";Su YCF;Wilde;de Wilde, Willem Jan Jacobus Oswald;0;0;Pseuduvaria;rugosa
Pseuduvaria rugosa (Blume) Merr.;Pseuduvaria;ID;Indonesia, Sumatra, Aceh, Gunung Leuser Nature Reserve, Ketambe, valley of Lau Alas, near tributary of Lau Ketambe, c. 35 NW of Kutatjane,200-400 m alt.;3.083333;97.916667;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  12511 ";1;6;1972;Su, YCF;2001-09-01T00:00:00;<NA>;Botany;L.1764791;0;0;0;Wilde;;0;1;9;2001;0;0;0;L1764791;12511;rugosa;"Wilde WJJO de; Wilde-Duyfjes BEE de";Su YCF;Wilde;de Wilde, Willem Jan Jacobus Oswald;0;0;Pseuduvaria;rugosa
Pseuduvaria rugosa (Blume) Merr.;Pseuduvaria;ID;Indonesia, Sumatra, Aceh, Gunung Leuser Nature Reserve, Ketambe, valley of Lau Alas, near tributary of Lau Ketambe, c. 35 NW of Kutatjane,200-400 m alt.;3.083333;97.916667;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  12511 ";1;6;1972;Su, YCF;2001-09-01T00:00:00;<NA>;Botany;L  0802650;0;0;0;Wilde;;0;1;9;2001;0;0;0;L0802650;12511;rugosa;"Wilde WJJO de; Wilde-Duyfjes BEE de";Su YCF;Wilde;de Wilde, Willem Jan Jacobus Oswald;0;0;Pseuduvaria;rugosa
Pseuduvaria rugosa (Blume) Merr.;Pseuduvaria;ID;Indonesia, Sumatra, Aceh, Gunung Leuser Nature Reserve, Ketambe, valley of Lau Alas, near tributary of Lau Ketambe, c. 35 NW of Kutatjane,200-400 m alt.;3.083333;97.916667;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  12511 ";1;6;1972;Su, YCF;2001-09-01T00:00:00;<NA>;Botany;L  0190517;0;0;0;Wilde;;0;1;9;2001;0;0;0;L0190517;12511;rugosa;"Wilde WJJO de; Wilde-Duyfjes BEE de";Su YCF;Wilde;de Wilde, Willem Jan Jacobus Oswald;0;0;Pseuduvaria;rugosa
Orophea corymbosa (Blume) Miq.;Orophea;ID;Gunung Leuser Nature Reserve, Atjeh, North Sumatra. Ketambe, valley of Lau Alas, near tributary of Lau Ketambe, c. 35km NW of Kutatjane.;3.6831;97.6486;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  12600 ";5;6;1972;Kessler, PJA;1984-03-01T00:00:00;<NA>;Botany;L.1766423;0;0;0;Wilde;;0;1;3;1984;0;0;0;L1766423;12600;corymbosa;"Wilde WJJO de; Wilde-Duyfjes BEE de";Kessler PJA;Wilde;de Wilde, Willem Jan Jacobus Oswald;0;0;Orophea;corymbosa
Orophea corymbosa (Blume) Miq.;Orophea;ID;Gunung Leuser Nature Reserve, Atjeh, North Sumatra. Ketambe, valley of Lau Alas, near tributary of Lau Ketambe, c. 35km NW of Kutatjane.;3.6831;97.6486;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  12600 ";5;6;1972;Kessler, PJA;1984-03-01T00:00:00;<NA>;Botany;L.1766424;0;0;0;Wilde;;0;1;3;1984;0;0;0;L1766424;12600;corymbosa;"Wilde WJJO de; Wilde-Duyfjes BEE de";Kessler PJA;Wilde;de Wilde, Willem Jan Jacobus Oswald;0;0;Orophea;corymbosa
Goniothalamus giganteus Wall. ex Hook.f. & Thomson;Goniothalamus;ID;Climbing the Gunung Bandahara, track from kampung Seldok north-east to large 'blang' S of the summit, ca 25 km NNW of Kutatjane.;3.7480559999999996;97.158056;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  12932 ";17;6;1972;Saunders, RMK;2001-03-01T00:00:00;<NA>;Botany;L.3966119;0;0;0;Wilde;;0;1;3;2001;0;0;0;L3966119;12932;giganteus;"Wilde WJJO de; Wilde-Duyfjes BEE de";Saunders RMK;Wilde;de Wilde, Willem Jan Jacobus Oswald;0;0;Goniothalamus;giganteus
Goniothalamus giganteus Wall. ex Hook.f. & Thomson;Goniothalamus;ID;Climbing the Gunung Bandahara, track from kampung Seldok north-east to large 'blang' S of the summit, ca 25 km NNW of Kutatjane.;3.7480559999999996;97.158056;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  12932 ";17;6;1972;Saunders, RMK;2001-03-01T00:00:00;<NA>;Botany;L.3966116;0;0;0;Wilde;;0;1;3;2001;0;0;0;L3966116;12932;giganteus;"Wilde WJJO de; Wilde-Duyfjes BEE de";Saunders RMK;Wilde;de Wilde, Willem Jan Jacobus Oswald;0;0;Goniothalamus;giganteus
Goniothalamus giganteus Wall. ex Hook.f. & Thomson;Goniothalamus;ID;Climbing the Gunung Bandahara, track from kampung Seldok north-east to large 'blang' S of the summit, ca 25 km NNW of Kutatjane.;3.7480559999999996;97.158056;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  12932 ";17;6;1972;Saunders, RMK;2001-03-01T00:00:00;<NA>;Botany;L.3966118;0;0;0;Wilde;;0;1;3;2001;0;0;0;L3966118;12932;giganteus;"Wilde WJJO de; Wilde-Duyfjes BEE de";Saunders RMK;Wilde;de Wilde, Willem Jan Jacobus Oswald;0;0;Goniothalamus;giganteus
Goniothalamus giganteus Wall. ex Hook.f. & Thomson;Goniothalamus;ID;Climbing the Gunung Bandahara, track from kampung Seldok north-east to large 'blang' S of the summit, ca 25 km NNW of Kutatjane.;3.7480559999999996;97.158056;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  12932 ";17;6;1972;Saunders, RMK;2001-03-01T00:00:00;<NA>;Botany;L.3966117;0;0;0;Wilde;;0;1;3;2001;0;0;0;L3966117;12932;giganteus;"Wilde WJJO de; Wilde-Duyfjes BEE de";Saunders RMK;Wilde;de Wilde, Willem Jan Jacobus Oswald;0;0;Goniothalamus;giganteus
Goniothalamus giganteus Wall. ex Hook.f. & Thomson;Goniothalamus;ID;Climbing the Gunung Bandahara, track from kampung Seldok north-east to large 'blang' S of the summit, ca 25 km NNW of Kutatjane.;3.7480559999999996;97.158056;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  12932 ";17;6;1972;Saunders, RMK;2001-03-01T00:00:00;<NA>;Botany;L  0101095;0;0;0;Wilde;;0;1;3;2001;0;0;0;L0101095;12932;giganteus;"Wilde WJJO de; Wilde-Duyfjes BEE de";Saunders RMK;Wilde;de Wilde, Willem Jan Jacobus Oswald;0;0;Goniothalamus;giganteus
Cyathocalyx hexagynus (Miq.) R.J.Wang & R.M.K.Saunders;Drepananthus;ID;Gunung Leuser Nature Reserve, Atjeh, North Sumatra, climbing of Gungung Bandahara, track from kampung Seldok north-east to large 'blang' S of the sumit, c. 25km NNW of Kutatjane, camp 2;4.410556;97.670833;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  13411 ";27;6;1972;Wang, R;2004-01-01T00:00:00;<NA>;Botany;L.1755950;0;0;0;Wilde;;0;1;1;2004;0;0;0;L1755950;13411;hexagynus;"Wilde WJJO de; Wilde-Duyfjes BEE de";Wang R;Wilde;de Wilde, Willem Jan Jacobus Oswald;0;0;Drepananthus;hexagynus
Cyathocalyx hexagynus (Miq.) R.J.Wang & R.M.K.Saunders;Drepananthus;ID;Gunung Leuser Nature Reserve, Atjeh, North Sumatra, climbing of Gungung Bandahara, track from kampung Seldok north-east to large 'blang' S of the sumit, c. 25km NNW of Kutatjane, camp 2;4.410556;97.670833;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  13411 ";27;6;1972;Wang, R;2004-01-01T00:00:00;<NA>;Botany;L.1755949;0;0;0;Wilde;;0;1;1;2004;0;0;0;L1755949;13411;hexagynus;"Wilde WJJO de; Wilde-Duyfjes BEE de";Wang R;Wilde;de Wilde, Willem Jan Jacobus Oswald;0;0;Drepananthus;hexagynus
