scientific_name;genus;specific_epithet;species_author;collector_id;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;huh_name;geo_col;wiki_url;specificEpithet;orig_recby;orig_detby;country_iso3;global_id;childData_id;accSpecies_id;colnum_fullprefix;status;accepted_name;ipni_no;.val;.equ;.zer;.cap;.cen;.con;.gbf;.inst;.summary;sp_idx;ipni_species_author;region
Uvaria L.;Uvaria;nan;0;0;Verheijen, JAJ;Verheijen, JAJ  2828 ;Verheijen;2828.0;nan;0;1;1;1970;Kessler, PJA;1988-07-01T00:00:00;1;7;1988;ID;Indonesia;0;Lesser Sunda Island.;0;122.091667;-8.675;nan;Botany;L1768183;L.1768183;Verheijen;Verheijen, Father Jilis Antonius Josephus;Indonesia;0;0.0;Verheijen JAJ;Kessler PJA;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Orophea polycarpa A.DC.;Orophea;polycarpa;0;0;Verheijen, JAJ;Verheijen, JAJ  2995 , Verheijen, JAJ  2995 ;Verheijen;2995.0;nan;0;9;3;1971;Kessler, PJA, Kessler, PJA;2001-05-01T00:00:00;1;5;2001;ID;Indonesia;0;Lesser Sunda Island: Flores, Pantai Timur.;0;122.091667;-8.675;nan, nan;Botany, Botany;L1766527, L1766527;L.1766527, L.1766527;Verheijen;Verheijen, Father Jilis Antonius Josephus;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Annonaceae;nan;nan;0;0;Verheijen, JAJ;Verheijen, JAJ  3062 ;Verheijen;3062.0;nan;0;25;3;1972;Steenis, CGGJ van;nan;;;;ID;Indonesia;0;Lesser Sunda Is.: Flores: Lotje Ruis.;0;120.3815;-8.3859;nan;Botany;L1768861;L.1768861;Verheijen;Verheijen, Father Jilis Antonius Josephus;Indonesia;0;0.0;Verheijen JAJ;Steenis CGGJ van;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;ophthalmicus;0;0;Verheijen, JAJ;Verheijen, JAJ  3084 , Verheijen, JAJ  3084 , Verheijen, JAJ  3084 , Verheijen, JAJ  3084 ;Verheijen;3084.0;nan;0;27;3;1972;Xue, B, Xue, B, Xue, B, Xue, B;2012-10-01T00:00:00;1;10;2012;ID;Indonesia;0;Malesia, Indonesia, Lesser, Sunda Islands, Flores, Tengku-Dila (Lotje, Ruis).;0;120.4862;-8.313;<NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany;L2067077, L2067078, L2067077, L2067078;L.2067077, L.2067078, L.2067077, L.2067078;Verheijen;Verheijen, Father Jilis Antonius Josephus;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Annonaceae;nan;nan;0;0;Verheijen, JAJ;Verheijen, JAJ  3253 ;Verheijen;3253.0;nan;0;1;3;1974;nan;nan;;;;ID;Indonesia;0;Lesser Sunda Islands: Flores.;0;122.091667;-8.675;nan;Botany;L1768860;L.1768860;Verheijen;Verheijen, Father Jilis Antonius Josephus;Indonesia;0;0.0;Verheijen JAJ;;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;nan;0;0;Verheijen, JAJ;Verheijen, JAJ  3254 ;Verheijen;3254.0;nan;0;1;3;1974;Chaowasku, T;2008-03-01T00:00:00;1;3;2008;ID;Indonesia;0;Lesser Sunda Islands: Flores.;0;122.091667;-8.675;nan;Botany;L2105992;L.2105992;Verheijen;Verheijen, Father Jilis Antonius Josephus;Indonesia;0;0.0;Verheijen JAJ;Chaowasku T;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Pseuduvaria Miq.;Pseuduvaria;nan;0;0;Verheijen, JAJ;Verheijen, JAJ  4742 ;Verheijen;4742.0;nan;0;;;;Kessler, PJA;2001-05-01T00:00:00;1;5;2001;ID;Indonesia;0;Lesser Sunda Islands: Flores.;0;122.091667;-8.675;nan;Botany;L1764583;L.1764583;Verheijen;Verheijen, Father Jilis Antonius Josephus;Indonesia;0;0.0;Verheijen JAJ;Kessler PJA;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Uvaria rufa (Dunal) Blume;Uvaria;rufa;0;0;Verheijen, JAJ;Verheijen, JAJ  995 , Verheijen, JAJ  995 ;Verheijen;995.0;nan;0;15;2;1964;nan, nan;2002-05-22T00:00:00;22;5;2002;ID;Indonesia;0;Lesser Sunda Islands: Flores.;0;122.091667;-8.675;nan, nan;Botany, Botany;L1768775, L1768775;L.1768775, L.1768775;Verheijen;Verheijen, Father Jilis Antonius Josephus;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Uvaria rufa (Dunal) Blume;Uvaria;rufa;0;0;Verheijen, JAJ;Verheijen, JAJ  996 , Verheijen, JAJ  996 ;Verheijen;996.0;nan;0;15;2;1964;nan, nan;2002-05-22T00:00:00;22;5;2002;ID;Indonesia;0;Lesser Sunda Islands: Flores.;0;122.091667;-8.675;nan, nan;Botany, Botany;L0190927, L0190927;L  0190927, L  0190927;Verheijen;Verheijen, Father Jilis Antonius Josephus;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Polyalthia Blume;Polyalthia;None;0;0;Verhoef, L;Verhoef, L bb 19607 , Verhoef, L bb 19607 ;Verhoef;19607.0;nan;0;13;4;1935;nan, nan;nan;;;;ID;Indonesia;0;Archipel. Ind. Manado, Bolaang Mongaondow Solog.;0;124.1556;0.9411;<NA>, <NA>;Botany, Botany;L0973588, L1759915;L  0973588, L.1759915;Verhoef;Verhoef, Laurens;Indonesia;0;;nan;;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Popowia pisocarpa (Blume) Endl.;Popowia;pisocarpa;0;0;Verhoef, L;Verhoef, L  69 , Verhoef, L  69 ;Verhoef;69.0;nan;0;23;12;1928;Ganesan, SK, Ganesan, SK;2011-10-01T00:00:00;1;10;2011;ID;Indonesia;0;"ZO Borneo, Poeloe Laoet, boven kamp; Sei Paring";0;116.166667;-3.666667;nan, nan;Botany, Botany;L1759240, L1759240;L.1759240, L.1759240;Verhoef;Verhoef, Laurens;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;sumatrana;0;0;Verhoef, L;Verhoef, L  80 , Verhoef, L  80 ;Verhoef;80.0;nan;0;23;12;1928;nan, nan;nan;;;;ID;Indonesia;0;ZO Borneo, Poeloe Laoet, boven kamp: soengei Pring;0;116.166667;-3.666667;nan, nan;Botany, Botany;L1756680, L1756680;L.1756680, L.1756680;Verhoef;Verhoef, Laurens;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Xylopia L.;Xylopia;nan;0;0;Versteegh, C;Versteegh, C BW(Ind.) 10339 ;Versteegh;10339.0;nan;0;24;11;1960;nan;nan;;;;ID;Indonesia;0;Indonesia, New Guinea, Watjetoni, Kebar valley.;0;133.1457;-0.8474;nan;Botany;L0047173;L  0047173;Versteegh;Versteegh, Christiaan;Indonesia, Papua New Guinea;0;0.0;Versteegh C;;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Mezzettia parviflora Becc.;Mezzettia;parviflora;0;0;Versteegh, C;Versteegh, C bb 23609 , Versteegh, C bb 23609 , Versteegh, C bb 23609 , Versteegh, C bb 23609 ;Versteegh;23609.0;nan;0;16;12;1937;Kessler, PJA, Kessler, PJA, Kessler, PJA, Kessler, PJA;1989-06-01T00:00:00;1;6;1989;ID;Indonesia;0;Archipel. Ind. Sum. Westk. Bangkinang. Simpang dareh.;0;101.033333;0.35;<NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany;L0978967, L1766055, L0978967, L1766055;L  0978967, L.1766055, L  0978967, L.1766055;Versteegh;Versteegh, Christiaan;Indonesia, Papua New Guinea;0;;;;;;;;;;;;;;;;;;;;;;;
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;glauca;0;0;Versteegh, C;Versteegh, C BW(Ind.) 3872 , Versteegh, C BW(Ind.) 3872 ;Versteegh;3872.0;nan;0;26;6;1956;nan, nan;nan;;;;ID;Indonesia;0;Wandos Waar, Meos Waar. o.afd. Manokusui.;0;134.3676;-2.0654;nan, nan;Botany, Botany;L1761196, L1761196;L.1761196, L.1761196;Versteegh;Versteegh, Christiaan;Indonesia, Papua New Guinea;0;;;;;;;;;;;;;;;;;;;;;;;
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;glauca;0;0;Versteegh, C;Versteegh, C BW(Ind.) 3956 , Versteegh, C BW(Ind.) 3956 ;Versteegh;3956.0;nan;0;15;10;1956;nan, nan;nan;;;;ID;Indonesia;0;Sausapor, onderafd. Sorong Afdeling West N.Guinea.;0;132.087752;-0.507921;nan, nan;Botany, Botany;L1761197, L1761197;L.1761197, L.1761197;Versteegh;Versteegh, Christiaan;Indonesia, Papua New Guinea;0;;;;;;;;;;;;;;;;;;;;;;;
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;glauca;0;0;Versteegh, C;Versteegh, C BW(Ind.) 3975 , Versteegh, C BW(Ind.) 3975 , Versteegh, C BW(Ind.) 3975 , Versteegh, C BW(Ind.) 3975 ;Versteegh;3975.0;nan;0;16;10;1956;nan, nan, nan, nan;nan;;;;ID;Indonesia;0;Sausapor, onderafelingSorong Afdeling West N.Guinea.;0;132.087752;-0.507921;<NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany;L1761195, L0778247, L1761195, L0778247;L.1761195, L  0778247, L.1761195, L  0778247;Versteegh;Versteegh, Christiaan;Indonesia, Papua New Guinea;0;;;;;;;;;;;;;;;;;;;;;;;
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;odorata;0;0;Versteegh, C;Versteegh, C BW(Ind.) 3977 , Versteegh, C BW(Ind.) 3977 , Versteegh, C BW(Ind.) 3977 , Versteegh, C BW(Ind.) 3977 ;Versteegh;3977.0;nan;0;16;10;1956;nan, nan, nan, nan;nan;;;;ID;Indonesia;0;Sausapor, Onderafd. Sorong, Afd. West N. Guinea;0;132.087752;-0.507921;<NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany;L1753571, L0778246, L1753571, L0778246;L.1753571, L  0778246, L.1753571, L  0778246;Versteegh;Versteegh, Christiaan;Indonesia, Papua New Guinea;0;;;;;;;;;;;;;;;;;;;;;;;
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;ophthalmicus;0;0;Versteegh, C;Versteegh, C BW(Ind.) 4667 , Versteegh, C BW(Ind.) 4667 ;Versteegh;4667.0;nan;0;29;10;1956;Mols, JB, Mols, JB;nan;;;;ID;Indonesia;0;Malesia, Indonesia, W. New Guinea, Salawati, Kaloal.;0;130.838132;-1.257131;nan, nan;Botany, Botany;L1758734, L1758734;L.1758734, L.1758734;Versteegh;Versteegh, Christiaan;Indonesia, Papua New Guinea;0;;;;;;;;;;;;;;;;;;;;;;;
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;glauca;0;0;Versteegh, C;Versteegh, C BW(Ind.) 4817 , Versteegh, C BW(Ind.) 4817 , Versteegh, C BW(Ind.) 4817 , Versteegh, C BW(Ind.) 4817 ;Versteegh;4817.0;nan;0;19;9;1957;nan, nan, nan, nan;nan;;;;ID;Indonesia;0;Hollandia.;0;140.7143;-2.5267;<NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany;L1761212, L0739673, L1761212, L0739673;L.1761212, L  0739673, L.1761212, L  0739673;Versteegh;Versteegh, Christiaan;Indonesia, Papua New Guinea;0;;;;;;;;;;;;;;;;;;;;;;;
Cyathocalyx petiolatus Diels;Drepananthus;petiolatus;0;0;Versteegh, C;Versteegh, C BW(Ind.) 4944 , Versteegh, C BW(Ind.) 4944 ;Versteegh;4944.0;nan;0;27;4;1958;nan, nan;nan;;;;ID;Indonesia;0;Beriat (ca 12 km south of Teminaboean) Division W.N. Guinea.;0;132.00588;-1.50255;nan, nan;Botany, Botany;L1755567, L1755567;L.1755567, L.1755567;Versteegh;Versteegh, Christiaan;Indonesia, Papua New Guinea;0;;;;;;;;;;;;;;;;;;;;;;;
Monoon ramiflorum (Merr.) B.Xue & R.M.K.Saunders;Polyalthia;ramiflora;0;0;Versteegh, C;Versteegh, C BW(Ind.) 51 , Versteegh, C BW(Ind.) 51 , Versteegh, C BW(Ind.) 51 , Versteegh, C BW(Ind.) 51 , Versteegh, C BW(Ind.) 51 , Versteegh, C BW(Ind.) 51 ;Versteegh;51.0;nan;0;9;10;1953;Nurmawati, S, Nurmawati, S, Nurmawati, S, Nurmawati, S, Nurmawati, S, Nurmawati, S;2017-08-01T00:00:00;1;8;2017;ID;Indonesia;0;Holtekang, Nw. Guinea, Hollandia;0;140.7143;-2.5267;<NA>, <NA>, <NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany, Botany, Botany;L1759692, L1759691, L0721036, L1759692, L1759691, L0721036;L.1759692, L.1759691, L  0721036, L.1759692, L.1759691, L  0721036;Versteegh;Versteegh, Christiaan;Indonesia, Papua New Guinea;0;;;;;;;;;;;;;;;;;;;;;;;
Polyalthia Blume;Polyalthia;None;0;0;Versteegh, C;Versteegh, C BW(Ind.) 708 , Versteegh, C BW(Ind.) 708 ;Versteegh;708.0;nan;0;10;9;1954;Hildebrand, FHG, Hildebrand, FHG;1965-03-01T00:00:00;1;3;1965;ID;Indonesia;0;Andjai, Nieuw Guinea, Res. Manakwari.;0;133.9998;-0.9214;<NA>, <NA>;Botany, Botany;L1759741, L1759740;L.1759741, L.1759740;Versteegh;Versteegh, Christiaan;Indonesia, Papua New Guinea;0;;nan;;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;ophthalmicus;0;0;Versteegh, C;Versteegh, C BW(Ind.) 709 , Versteegh, C BW(Ind.) 709 ;Versteegh;709.0;nan;0;10;9;1954;Mols, JB, Mols, JB;nan;;;;ID;Indonesia;0;Malesia, Indonesia, New Guinea, Vogelkop, Andjai. Res. Manokwari, c. 0.46 S, 132.56 E.;0;132.933333;-0.766667;nan, nan;Botany, Botany;L1758763, L1758763;L.1758763, L.1758763;Versteegh;Versteegh, Christiaan;Indonesia, Papua New Guinea;0;;;;;;;;;;;;;;;;;;;;;;;
Miliusa Lesch. ex A.DC.;Miliusa;koolsii;0;0;Versteegh, C;BW 7506, Versteegh, C BW(Ind.) 7506 , BW 7506, Versteegh, C BW(Ind.) 7506 ;BW;7506.0;nan;0;12;2;1960;Mols, JB, Mols, JB, Mols, JB, Mols, JB;2004-03-01T00:00:00;1;3;2004;ID;Indonesia;0;Sekoli plain Hollandia.;0;140.483333;-2.633333;CANB, <NA>, CANB, <NA>;CANB, Botany, CANB, Botany;CANB1, L0048596, CANB1, L0048596;CANB 520852.1, L  0048596, CANB 520852.1, L  0048596;Versteegh;Versteegh, Christiaan;Indonesia, Papua New Guinea;0;;;;;;;;;;;;;;;;;;;;;;;
Polyalthia Blume;Polyalthia;None;0;0;Versteegh, C;Versteegh, C BW(Ind.) 7514 , Versteegh, C BW(Ind.) 7514 ;Versteegh;7514.0;nan;0;12;2;1960;nan, nan;nan;;;;ID;Indonesia;0;Sekoli-vlakte, O.A. Hollandia;0;140.36098;-2.74244;<NA>, <NA>;Botany, Botany;L1759785, L0722625;L.1759785, L  0722625;Versteegh;Versteegh, Christiaan;Indonesia, Papua New Guinea;0;;nan;;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Cyathocalyx obtusifolius Becc. & Scheff.;Drepananthus;obtusifolius;0;0;Versteegh, C;Versteegh, C BW(Ind.) 934 , Versteegh, C BW(Ind.) 934 , Versteegh, C BW(Ind.) 934 , Versteegh, C BW(Ind.) 934 ;Versteegh;934.0;nan;0;4;11;1954;Wang, R, Wang, R, Wang, R, Wang, R;2004-01-01T00:00:00;1;1;2004;ID;Indonesia;0;Ifar, Nw. Guinea. Res. Hollandia.;0;140.521952;-2.556921;<NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany;L1755790, L1755789, L1755790, L1755789;L.1755790, L.1755789, L.1755790, L.1755789;Versteegh;Versteegh, Christiaan;Indonesia, Papua New Guinea;0;;;;;;;;;;;;;;;;;;;;;;;
0;Cyathostemma;micranthum;0;0;Vidal, JE;1133 B;nan;1133;B;18/12/1949 - 18/12/1949;18;12;1949;Kessler;01/06/2004 - 30/06/2004;1;6;2004;LA;Laos, République démocratique populaire;0;Ban Sa Phan Meuk. Prov.: Vientiane. Laos;0;102.649;18.035;0;0;P01955669;P01955669;Vidal;Vidal, JE;nan;nan;0.0;Vidal, J.E.;Kessler;LAO;nan;nan;nan;;SYNONYM;Uvaria micrantha;https://ipni.org/n/72697-1;;;;;;;;;;Cyathostemma micranthum;(A.DC.) Hook.f. & Thomson;Vientiane Prefecture
0;Polyalthia;simiarum;0;0;Vidal, JE;1193, 1193;nan;1193;nan;02/04/1950 - 02/04/1950;2;4;1950;Vidal, JE, nan;nan;;;;LA;Laos, République démocratique populaire;0;Ban Sa Phan Mo près de la mare. Ventiane. Laos;0;102.649;18.035;0, 0;0, 0;P01988758, P01988759;P01988758, P01988759;Vidal;Vidal, JE;nan;nan;;nan;;LAO;nan;nan;nan;;SYNONYM;Monoon simiarum;https://ipni.org/n/74723-1;;;;;;;;;;Polyalthia simiarum;(Buch.-Ham. ex Hook.f. & Thomson) B.Xue & R.M.K.Saunders;
0;Goniothalamus;marcanii;0;0;Vidal, JE;1239, 1239;nan;1239;nan;13/02/1950 - 13/02/1950;13;2;1950;Vidal, JE, nan;nan;;;;LA;Laos, République démocratique populaire;0;B. Sao - Takhek - Laos;0;104.57;17.9068;0, 0;0, 0;P01986211, P01986212;P01986211, P01986212;Vidal;Vidal, JE;nan;nan;;nan;;LAO;nan;nan;nan;;SYNONYM;Goniothalamus tamirensis;https://ipni.org/n/73219-1;;;;;;;;;;Goniothalamus marcanii;Pierre ex Finet & Gagnep.;
0;Cyathostemma;micranthum;0;0;Vidal, JE;1292;nan;1292;nan;28/05/1950 - 28/05/1950;28;5;1950;Kessler, P;01/06/2004 - 30/06/2004;1;6;2004;LA;Laos, République démocratique populaire;0;km 17 route de Tha Ngon. Prov.: Vientiane. Laos;0;102.645;18.101;0;0;P01955670;P01955670;Vidal;Vidal, JE;nan;nan;0.0;Vidal, J.E.;Kessler, P.;LAO;nan;nan;nan;;SYNONYM;Uvaria micrantha;https://ipni.org/n/72697-1;;;;;;;;;;Cyathostemma micranthum;(A.DC.) Hook.f. & Thomson;Vientiane Province
0;Mitrephora;thorelii;0;0;Vidal, JE;1311;nan;1311;nan;01/06/1950 - 30/06/1950;1;6;1950;nan;nan;;;;LA;Laos, République démocratique populaire;0;env. de Vientiane. Prov.: Vientiane. Laos;0;102.6133707;17.9640988;0;0;P02133053;P02133053;Vidal;Vidal, JE;nan;nan;0.0;Vidal, J.E.;;LAO;nan;nan;nan;;SYNONYM;Mitrephora tomentosa;https://ipni.org/n/74047-1;;;;;;;;;;Mitrephora thorelii;Hook.f. & Thomson;Vientiane Prefecture
0;Disepalum;petelotii;0;0;Vidal, JE;1636;nan;1636;nan;01/04/1952 - 30/04/1952;1;4;1952;Kessler, P;01/06/2004 - 30/06/2004;1;6;2004;LA;Laos, République démocratique populaire;0;Phou Kabo. Alt. : 2000 m. Prov. : Xieng Khouang. Laos;0;103.418;19.2675;0;0;P01955644;P01955644;Vidal;Vidal, JE;nan;nan;0.0;Vidal, J.E.;Kessler, P.;LAO;nan;nan;nan;;ACCEPTED;Disepalum petelotii;https://ipni.org/n/947304-1;;;;;;;;;;Disepalum petelotii;(Merr.) D.M.Johnson;Xiangkhouang
0;Artabotrys;intermedius;0;0;Vidal, JE;1757;nan;1757;nan;01/05/1952 - 31/05/1952;1;5;1952;nan;nan;;;;LA;Laos, République démocratique populaire;0;env. de Savannakhet. Prov.: Savannakhet. Laos;0;104.7509856;16.5636044;0;0;P01985905;P01985905;Vidal;Vidal, JE;nan;nan;0.0;Vidal, J.E.;;LAO;nan;nan;nan;;SYNONYM;Artabotrys hexapetalus;https://ipni.org/n/72402-1;;;;;;;;;;Artabotrys intermedius;(L.f.) Bhandari;Savannakhét
0;Polyalthia;suberosa;0;0;Vidal, JE;1764;nan;1764;nan;01/05/1952 - 31/05/1952;1;5;1952;nan;nan;;;;LA;Laos, République démocratique populaire;0;Savannakhet. Laos;0;104.7509856;16.5636044;0;0;P01983457;P01983457;Vidal;Vidal, JE;nan;nan;0.0;Vidal, J.E.;;LAO;nan;nan;nan;;ACCEPTED;Polyalthia suberosa;https://ipni.org/n/74734-1;;;;;;;;;;Polyalthia suberosa;(Roxb.) Thwaites;Savannakhét
0;Uvaria;tonkinensis;0;0;Vidal, JE;1787;nan;1787;nan;08/06/1952 - 08/06/1952;8;6;1952;nan;nan;;;;LA;Laos, République démocratique populaire;0;Ban Sa Phan Meuk. Prov.: Vientiane. Laos;0;102.64888888888888;18.035;0;0;P02001649;P02001649;Vidal;Vidal, JE;nan;nan;0.0;Vidal, J.E.;;LAO;nan;nan;nan;;ACCEPTED;Uvaria tonkinensis;https://ipni.org/n/75963-1;;;;;;;;;;Uvaria tonkinensis;Finet & Gagnep.;Vientiane Prefecture
0;Uvaria;tonkinensis;0;0;Vidal, JE;1818;nan;1818;nan;17/08/1952 - 17/08/1952;17;8;1952;nan;nan;;;;LA;Laos, République démocratique populaire;0;Ban Na Thom, Prov. : Xieng Khouang, Laos;0;103.033;19.4;0;0;P02001648;P02001648;Vidal;Vidal, JE;nan;nan;0.0;Vidal, J.E.;;LAO;nan;nan;nan;;ACCEPTED;Uvaria tonkinensis;https://ipni.org/n/75963-1;;;;;;;;;;Uvaria tonkinensis;Finet & Gagnep.;Xiangkhouang
0;Polyalthia;luensis;0;0;Vidal;1848;nan;1848;nan;01/09/1952 - 30/09/1952;1;9;1952;nan;nan;;;;LA;Laos, République démocratique populaire;0;Paksé, Laos;0;105.8043971;15.1201461;0;0;P01988640;P01988640;Vidal;Vidal;nan;nan;0.0;Vidal;;LAO;nan;nan;nan;;SYNONYM;Huberantha luensis;https://ipni.org/n/74637-1;;;;;;;;;;Polyalthia luensis;(Pierre) Chaowasku;Champasak
0;Dasymaschalon;macrocalyx;0;0;Vidal, JE;1869;nan;1869;nan;10/09/1952 - 10/09/1952;10;9;1952;Wang, J;01/09/2009 - 30/09/2009;1;9;2009;LA;Laos, République démocratique populaire;0;Phou Chieng. Prov.: Champassak. Laos;0;105.8526;15.166;0;0;P00451244;P00451244;Vidal;Vidal, JE;nan;nan;0.0;Vidal, J.E.;Wang, J.;LAO;nan;nan;nan;;ACCEPTED;Dasymaschalon macrocalyx;https://ipni.org/n/72737-1;;;;;;;;;;Dasymaschalon macrocalyx;Finet & Gagnep.;Champasak
0;Polyalthia;simiarum;0;0;Vidal, JE;1965;nan;1965;nan;10/10/1952 - 10/10/1952;10;10;1952;nan;nan;;;;LA;Laos, République démocratique populaire;0;Ban Sa Phan Meuk. Prov.: Vientiane. Laos;0;102.649;18.035;0;0;P01988757;P01988757;Vidal;Vidal, JE;nan;nan;0.0;Vidal, J.E.;;LAO;nan;nan;nan;;SYNONYM;Monoon simiarum;https://ipni.org/n/74723-1;;;;;;;;;;Polyalthia simiarum;(Buch.-Ham. ex Hook.f. & Thomson) B.Xue & R.M.K.Saunders;Vientiane Prefecture
0;Miliusa;thorelii;0;0;Vidal, JE;2087;nan;2087;nan;01/01/1953 - 31/01/1953;1;1;1953;Chaowasku, T;14/10/2005 - 14/10/2005;14;10;2005;LA;Laos, République démocratique populaire;0;Nam Phoum. Prov.: Sayaboury. Laos;0;101.557;18.376;0;0;P01967678;P01967678;Vidal;Vidal, JE;nan;nan;0.0;Vidal, J.E.;Chaowasku, T.;LAO;nan;nan;nan;;ACCEPTED;Miliusa thorelii;https://ipni.org/n/73957-1;;;;;;;;;;Miliusa thorelii;Finet & Gagnep.;Sainyabuli
0;Polyalthia;evecta;0;0;Vidal, JE;2233;nan;2233;nan;01/03/1953 - 31/03/1953;1;3;1953;nan;nan;;;;LA;Laos, République démocratique populaire;0;Na Hai. Prov.: Vientiane. Laos;0;102.678;17.8638;0;0;P01989029;P01989029;Vidal;Vidal, JE;nan;nan;0.0;Vidal, J.E.;;LAO;nan;nan;nan;;ACCEPTED;Polyalthia evecta;https://ipni.org/n/74568-1;;;;;;;;;;Polyalthia evecta;(Pierre) Finet & Gagnep.;Vientiane Prefecture
0;Goniothalamus;marcanii;0;0;Vidal, JE;2247;nan;2247;nan;01/03/1953 - 31/03/1953;1;3;1953;nan;nan;;;;LA;Laos, République démocratique populaire;0;Ban Na Hai. Prov.: Vientiane. Laos;0;102.678;17.864;0;0;P01986213;P01986213;Vidal;Vidal, JE;nan;nan;0.0;Vidal, J.E.;;LAO;nan;nan;nan;;SYNONYM;Goniothalamus tamirensis;https://ipni.org/n/73219-1;;;;;;;;;;Goniothalamus marcanii;Pierre ex Finet & Gagnep.;Vientiane Prefecture
0;Cyathostemma;vietnamense;0;0;Vidal, JE;2249;nan;2249;nan;01/03/1953 - 31/03/1953;1;3;1953;Kessler, P;01/06/2004 - 30/06/2004;1;6;2004;LA;Laos, République démocratique populaire;0;Na Hai. Prov.: Vientiane. Laos;0;102.678;17.8638;0;0;P01955668;P01955668;Vidal;Vidal, JE;nan;nan;0.0;Vidal, J.E.;Kessler, P.;LAO;nan;nan;nan;;SYNONYM;Uvaria argentea var. bracteata;https://ipni.org/n/72701-1;;;;;;;;;;Cyathostemma vietnamense;(Roxb.) Meade & J.Parn.;Vientiane Prefecture
0;Uvaria;rufa;0;0;Vidal, JE;2258;nan;2258;nan;29/03/1953 - 29/03/1953;29;3;1953;nan;nan;;;;LA;Laos, République démocratique populaire;0;Chi Nai Mo. Prov.: Vientiane. Laos;0;102.633;17.9;0;0;P01986793;P01986793;Vidal;Vidal, JE;nan;nan;0.0;Vidal, J.E.;;LAO;nan;nan;nan;;SYNONYM;Pyramidanthe prismatica;https://ipni.org/n/75912-1;;;;;;;;;;Uvaria rufa;(Hook.f. & Thomson) Merr.;Vientiane Prefecture
0;Polyalthia;suberosa;0;0;Vidal, JE;2450;nan;2450;nan;01/11/1953 - 30/11/1953;1;11;1953;nan;nan;;;;LA;Laos, République démocratique populaire;0;Si Khai. Prov.: Vientiane. Laos;0;102.5545;17.984;0;0;P01983456;P01983456;Vidal;Vidal, JE;nan;nan;0.0;Vidal, J.E.;;LAO;nan;nan;nan;;ACCEPTED;Polyalthia suberosa;https://ipni.org/n/74734-1;;;;;;;;;;Polyalthia suberosa;(Roxb.) Thwaites;Vientiane Prefecture
0;Polyalthia;corticosa;0;0;Vidal, J;2458, 2458;nan;2458;nan;19/12/1953 - 19/12/1953;19;12;1953;nan, nan;nan;;;;LA;Laos, République démocratique populaire;0;Saphan Meuk. Don noun;0;102.649;18.035;0, 0;0, 0;P00700273, P00700274;P00700273, P00700274;Vidal;Vidal, J;nan;nan;;nan;;LAO;nan;nan;nan;;ACCEPTED;Polyalthia corticosa;https://ipni.org/n/74540-1;;;;;;;;;;Polyalthia corticosa;(Pierre) Finet & Gagnep.;
