specimen - institute;specimen - collection;specimen - code;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - cultivated;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;collect_number - number;collect_number - note_sure;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo - position;geo - precision;geo - not_sure;geo - no_info;owner - owner;owner - no_info;owner - not_sure;flower - flower;flower - info_color;flower - color_flowers;flower - not_sure;fruit - fruit;fruit - info_color;fruit - color_fruits;fruit - not_sure;Date deter - collect_date;Date deter - pas d'information;altitude - altitude;altitude - not_sure;altitude - no_info
MNHN;P;P01984466;Annonaceae;Artabotrys;sp.;;Thaïlande;false;;;;Trang(ตรัง);;;;08/05/1969 - 08/05/1969;;false;Phusomsaeng, S.;;;false;272;;false;Kessler, P.;;false;Thailand. Pen: Trang, Khao Chong;;;7.5 , 99.75;;;;;;;"""Oui""";"""Oui""";jaune pâle;;"""Non""";;;;03/09/1985 - 03/09/1985;false;;;true
MNHN;P;P01984467;Annonaceae;Artabotrys;sp.;;Thaïlande;false;;;;Phetchaburi(เพชรบุรี);;;;25/08/2004 - 25/08/2004;;false;Nielsen, I.C.;Suddee, S.,Hemrath, N.,Rithipheth, J.;;false;1911;;false;;;true;"Thailand. Phetchbury. Kaeng Krachang National Park; Phanron Thing Ranger Station. Alt. 1000 m.";;;12.916666666666666 , 99.75;;;;;;;"""Oui""";"""Oui""";vert crème puis marbré brunâtre;;"""Oui""";"""Oui""";vert;;;true;1000;;false
MNHN;P;P01984468;Annonaceae;Artabotrys;sp.;;Indonésie;false;;;;East Kalimantan;;;;06/04/1995 - 06/04/1995;;false;Kessler, P.;;;null;1058;;null;;;true;Indonesia, East Kalimantan, road Balikpapan - Samarinda, km 15, road to Sungei Wain. Alt. 50 m.;;false;-1.0 , 117.0;;;false;;;;"""Non""";;;;"""Oui""";"""Oui""";orange;;;true;50;;null
MNHN;P;P01984469;Annonaceae;Artabotrys;sp.;;Indonésie;false;;;;East Kalimantan;;;;15/04/1995 - 15/04/1995;;false;Kessler, P.;;;false;1211;;false;Kessler, P.;;false;Indonesia, East Kalimantan, Coal mining company KPC, Sangatta. Alt. 50 m. Pit C, road to Bengalong, gunung Batu merah.;;;0.5 , 117.4;;;;;;;"""Oui""";"""Oui""";blanc-crème;;"""Oui""";"""Oui""";vert;;;true;50;;false
MNHN;P;P01984470;Annonaceae;Artabotrys;sp.;;Indonésie;false;;;;East Kalimantan;;;;12/04/1996 - 12/04/1996;;false;Kessler, P.;;;false;1434;;false;Kessler, P.;;false;Indonesia, East Kalimantan, KPC area Kuari, near plot P-1, bor 13H6896. Alt. 15 m.;;;0.8383333333333333 , 117.5901;;;;;;;"""Oui""";"""Oui""";jaune crème;;"""Non""";;;;;true;15;;false
MNHN;P;P01984471;Annonaceae;Artabotrys;sp.;;Indonésie;false;;;;East Kalimantan;;;;13/04/1996 - 13/04/1996;;false;Ambri;Arifin,Arbainsyah;;false;1498;;false;;;true;Indonesia, East Kalimantan, KPC area Bengalon, Kuari area, near tower. Alt. 70 m.;;;0.80535 , 117.63806666666666;;;;;;;"""Non""";;;;"""Oui""";"""Oui""";vert;;;true;70;;false
MNHN;P;P01984472;Annonaceae;Artabotrys;sp.;;Indonésie;false;;;;East Kalimantan;;;;05/04/1996 - 05/04/1996;;false;Kessler, P.;;;false;1364;;false;;;true;Indonesia, East Kalimantan, KPC area Road to Muara Wahu. Alt. 190 m.;;;0.6282 , 117.49073333333334;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;190;;null
MNHN;P;P00389911;Annonaceae;Orophea;cumingiana;;Philippines;false;;;;National Capital Region (NCR);;;;;;true;Cumming;;;false;1412;;false;Kessler, P.;;false;Manille.;;;14.5907332 , 120.9809674;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;10/01/1986 - 10/01/1986;false;;;true
MNHN;P;P00389912;Annonaceae;Orophea;cumingiana;;Philippines;false;;;;;;;true;;;true;Cuming;;;false;854;;false;Kessler, P.;;false;Philippines;;;;;;true;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/03/1986 - 01/03/1986;false;;;true
MNHN;P;P00389913;Annonaceae;Orophea;polyantha;;Philippines;null;;;false;Eastern Visayas (Region VIII);;;false;01/04/1914 - 30/04/1914;;null;Ramos, M.;;;null;1673;;null;Kessler, P.;;null;Philippine. Samar.;;false;11.833333333333334 , 125.0;;;false;;;;"""Oui""";"""Non""";;;"""Non""";;;;08/03/1984 - 08/03/1984;null;;;true
MNHN;P;P00389914;Annonaceae;Orophea;polyantha;;Philippines;false;;;;Samar;;;;01/04/1914 - 30/04/1914;;false;Ramos, M.;;;false;1673;;false;Merrill, E.D.;;false;Philippine plants. Samar;;;11.96 , 125.11;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00389915;Annonaceae;Mitrephora;aversa;;Philippines;false;;;;Agusan del Norte;;;;01/10/1912 - 31/10/1912;;false;Elmer, A.D.E.;;;false;13985;;false;Elmer, A.D.E.;;false;Philippine Islands. Cabadbaran (Mt. Urdaneta), Province of Agusan. Island of Mindanao;;;9.1232986 , 125.5322203;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00389960;Annonaceae;Artabotrys;cagayanensis;;Philippines;false;;;;Cagayan;;;;01/04/1915 - 31/05/1915;;false;Castillo, E.;;;false;22719;;false;;;true;Philippines. Province of Cagayan. Luzon;;;18.0 , 121.83;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00389961;Annonaceae;Polyalthia;debilis;;Thaïlande;false;;;;Chiang Mai(เชียงใหม่);;;;01/06/1910 - 30/06/1910;;false;Kerr, A.F.G.;;;false;1207;;false;Kessler, P.;;false;Siam. Payap, Doi Sutep;;;18.816 , 98.892;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;01/07/2004 - 31/07/2004;false;;;true
MNHN;P;P00389962;Annonaceae;Orophea;cumingiana;;Philippines;false;;;;Cotabato;;;;01/04/1912 - 30/04/1912;;false;Tarrosa;Almagro;;false;14927;;false;Kessler, P.;;false;Philippines. District of Cotabato. Mindanao;;;7.2 , 124.237;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;08/03/1984 - 08/03/1984;false;;;true
MNHN;P;P00389963;Annonaceae;Orophea;palawanensis;;Philippines;false;;;;Palawan;;;;01/02/1911 - 28/02/1911;;false;Elmer, A.D.E.;;;false;12645;;false;Kessler, P.;;false;Philippine islands. Brooks point (Addison peak), Province of Palawan. Island of Palawan;;;8.808 , 117.777;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;10/05/0184 - 10/05/0184;false;;;true
MNHN;P;P00389964;Annonaceae;Orophea;palawanensis;;Philippines;false;;;;Palawan;;;;01/03/1911 - 31/03/1911;;false;Elmer, A.D.E.;;;false;12858;;false;Elmer, A.D.E.;;false;Philippine Islands. Puerto Princesa (Mt. Pulgar), Province of Palawan, Island of Palawan.;;;9.7376025 , 118.7350414;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00389968;Annonaceae;Alphonsea;ventricosa;;Inde;true;;;;West Bengal;;;;01/01/1837 - 31/12/1837;;false;Wallich;Gaudichaud;;false;516;;false;Kessler, P.;;false;Calcutta (Jardin Bot.) HBC;;;22.558 , 88.288;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;03/09/1985 - 03/09/1985;false;;;true
MNHN;P;P00390628;Annonaceae;Artabotrys;fragrans;;Viet Nam;false;;;;Lâm Đồng;;;;09/02/1935 - 09/02/1935;;false;Poilane, E.;;;false;24196;;false;;;true;Annam : massif du Braïan près de Djiring pro: du Haut Donaï. 12 a 1300 m alt.;;;11.567 , 108.167;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;1200 - 1300;;false
MNHN;P;P00390629;Annonaceae;Artabotrys;fragrans;;Viet Nam;false;;;;Lâm Đồng;;;;09/02/1935 - 09/02/1935;;false;Poilane, E.;;;false;24196;;false;;;true;Annam mérid. : Col de Braian. Haut Donai;;;11.567 , 108.167;;;;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P00390630;Annonaceae;Artabotrys;fragrans;;Viet Nam;false;;;;Lâm Đồng;;;;09/02/1935 - 09/02/1935;;false;Poilane, E.;;;false;24196;;false;;;true;Annam: Mt de Braïan - Haut Donai. Annam Mérid.: col de Braïan;;;11.566666666666666 , 108.16666666666667;;;;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P00390631;Annonaceae;Desmos;dinhensis;;Viet Nam;false;;;;Bà Rịa - Vũng Tàu;;;;01/07/1866 - 31/07/1866;;false;Pierre, L.;;;false;1761 A;;false;Kessler, P.;;false;in montibus Dinh in prov. Baria Cochinchinae. alt 400 met.;;;10.533 , 107.133;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;01/11/2003 - 30/11/2003;false;400;;false
MNHN;P;P00390632;Annonaceae;Unona;dinhensis;;Viet Nam;false;;;;Bà Rịa - Vũng Tàu;;;;01/07/1866 - 31/07/1866;;false;Pierre, L.;;;false;1761 A;;false;Kessler, P.;;false;in montibus Dinh in prov. Baria, Cochinchinae. alt 400 met.;;;10.5333 , 107.1333;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;01/11/2003 - 30/11/2003;false;400;;false
MNHN;P;P00390633;Annonaceae;Unona;dinhensis;;Viet Nam;false;;;;Bà Rịa - Vũng Tàu;;;;01/07/1866 - 31/07/1866;;false;Pierre, L.;;;false;1761 A;;false;;;true;in montibus Dinh in prov. Baria Cochinchinae. alt 400 met.;;;10.533 , 107.133;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;400;;false
MNHN;P;P00390634;Annonaceae;Unona;dinhensis;;Viet Nam;false;;;;Đồng Nai;;;;01/02/1873 - 28/02/1873;;false;Pierre, L.;;;false;1367 B;;false;;;true;Trian, bords du Don-naï, prov. de Bien-hoa, Cochinchine;;;11.1 , 106.983;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00390635;Annonaceae;Artabotrys;stolonifer;;Philippines;false;;;;Sorsogon;;;;01/10/1915 - 31/10/1915;;false;Elmer, A.D.E.;;;false;14610;;false;;;true;Philippine Islands. Irosin (Mt. Bulusan), province of Sorsogon. Island of Luzon;;;12.766 , 124.055;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00390636;Annonaceae;Desmos;sessiliflorus;;Viet Nam;false;;;;Khánh Hòa;;;;16/07/1921 - 16/07/1921;;false;Evrard, F.;;;false;534;;false;;;true;Forêt sur le Song Cao de Dong Trang à Binh Loï près Nhatrang;;;12.257 , 108.892;;;;;;;"""Oui""";"""Oui""";jaune;;"""Non""";;;;;true;;;true
MNHN;P;P00390637;Annonaceae;Meiogyne;mindorensis;;Philippines;false;;;;Palawan;;;;01/04/1911 - 30/04/1911;;false;Elmer, A.D.E.;;;false;13125;;false;Kessler, P.;;false;Philippine Islands. Puerto Princesa (Mt. Pulgar), Province of Palawan, Island of Palawan.;;;9.792 , 118.604;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;01/11/2003 - 30/11/2003;false;;;true
MNHN;P;P00390638;Annonaceae;Meiogyne;mindorensis;;Philippines;false;;;;Laguna;;;;01/06/1917 - 31/07/1917;;false;Elmer, A.D.E.;;;false;7649;;false;Kessler, P.;;false;Philippine Islands. Los Baños (Mt. Maquiling), Province of Laguna, Island of Luzon;;;14.134 , 121.199;;;;;;;"""Non""";;;;"""Non""";;;;01/11/2003 - 30/11/2003;false;;;true
MNHN;P;P00390639;Annonaceae;Popowia;lanceolata;;Philippines;null;;;false;Dinagat Islands;;;false;01/05/1919 - 31/05/1919;;null;Ramos, M.;Pascasio, J.;;null;35186;;null;;;true;Philippines. Dinagat island;;false;10.125 , 125.62;;;false;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00391137;Annonaceae;Cyathocalyx;globosus;;Philippines;false;;;;Bataan;;;;01/03/1904 - 31/03/1904;;false;Barnes, P.T.;;;false;560;;false;;;true;Philippines. Lamao River. Prov. of Bataan, Luzon;;;14.502 , 120.578;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00391139;Annonaceae;Cyathocalyx;scortechinii;;Malaisie;false;;;;Perak;;;;01/09/1885 - 30/09/1885;;false;King;;;false;8241;;false;;;true;Malay Peninsula. Perak. Kwala depong. alt. 200 to 350 ft;;;4.383333333333334 , 101.16666666666667;;;;;;;"""Oui""";"""Oui""";jaune pâle;;"""Non""";;;;;true;61 - 107;;false
MNHN;P;P00391140;Annonaceae;Cyathocalyx;martabanicus;;Laos, République démocratique populaire;false;;;;Champasak;;;;01/02/1877 - 28/02/1877;;false;Harmand, J.;;;false;1093;;false;;;true;Monts de Bassac, Laos.;;;14.904 , 105.8;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00391141;Annonaceae;Cyathocalyx;martabanicus;;Laos, République démocratique populaire;false;;;;Champasak;;;;01/02/1877 - 28/02/1877;;false;Harmand;;;false;1093;;false;;;true;monts de Bassac, Laos.;;;14.904 , 105.8;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00391143;Annonaceae;Orophea;merrillii;;Philippines;false;;;;Palawan;;;;01/04/1913 - 30/04/1913;;false;Merrill, E.D.;;;false;9212;;false;;;true;Philippines. Taytay. Palawan;;;10.8264031 , 119.5159199;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P00391144;Annonaceae;Orophea;merrillii;;Philippines;false;;;;Palawan;;;;01/04/1913 - 30/04/1913;;false;Merrill, E.D.;;;false;9212;;false;;;true;Philippines. Taytay, Palawan;;;10.8264031 , 119.5159199;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P00391145;Annonaceae;Orophea;merrillii;;Philippines;false;;;;Palawan;;;;01/04/1913 - 30/04/1913;;false;Merrill, E.D.;;;false;9212;;false;Kessler, P.;;false;Philippines. Taytay. Palawan;;;10.8264031 , 119.5159199;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;01/01/1985 - 31/12/1985;false;;;true
MNHN;P;P00391146;Annonaceae;Orophea;dolichocarpa;;Philippines;false;;;;Bohol;;;;01/08/1923 - 31/10/1923;;false;Ramos, M.;;;false;43211;;false;Kessler, P.;;false;Philippines. Bohol.;;;9.83 , 124.16;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;08/03/1984 - 08/03/1984;false;;;true
MNHN;P;P00391147;Annonaceae;Orophea;leytensis;;Philippines;false;;;;Northern Samar;;;;26/02/1916 - 26/02/1916;;false;Ramos, M.;;;false;24468;;false;Kessler, P.;;false;Philippines. Catubig River, Samar;;;12.467 , 125.03;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;08/03/1984 - 08/03/1984;false;;;true
MNHN;P;P00391148;Annonaceae;Orophea;megalophylla;;Philippines;false;;;;Maguindanao;;;;01/10/1919 - 31/10/1919;;false;Ramos, M.;Edaño, G.;;false;36585;;false;;;true;Philippines. Mt. Tubuan. Zamboanga District. Mindanao;;;7.001 , 124.014;;;;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P00403928;Annonaceae;Marsypopetalum;sp.;;Malaisie;null;;;false;;;;true;;;true;Weber;Sévenet;;null;35;;null;Kessler, P.;;null;Malaysia;;false;;;;true;;;;"""Non""";;;;"""Non""";;;;01/01/2010 - 31/01/2010;null;;;true
MNHN;P;P00510808;Annonaceae;Dasymaschalon;lomentaceum;;Cambodge;false;;;;;;;true;01/05/1870 - 31/05/1870;;false;Pierre, L.;;;false;1746;;false;;;true;in Cambodia;;;;;;true;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P00510809;Annonaceae;Dasymaschalon;macrocalyx;;Viet Nam;false;;;;Bà Rịa - Vũng Tàu;;;;01/10/1876 - 31/10/1876;;false;Harmand;;;false;888;;false;Pierre, L.;;false;Cochinchina : ile Poulo-Condor;;;8.695 , 106.588;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P00510810;Annonaceae;Dasymaschalon;macrocalyx;;Viet Nam;false;;;;Bà Rịa - Vũng Tàu;;;;01/10/1876 - 31/10/1876;;false;Harmand;;;false;888;;false;;;true;indo-Chine. île Poulo-Condor.;;;8.695 , 106.588;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P00510811;Annonaceae;Dasymaschalon;macrocalyx;;Viet Nam;false;;;;Đồng Nai;;;;01/09/1865 - 30/09/1865;;false;Pierre, L.;;;false;1368;;false;;;true;in prov. Bienhoa ad Bao Chang;;;10.9667 , 107.3167;;;;;;;"""Oui""";"""Non""";;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P00510812;Annonaceae;Dasymaschalon;robinsonii;;Viet Nam;false;;;;Khánh Hòa;;;;11/04/1922 - 11/04/1922;;false;Poilane;;;false;2965;;false;;;true;Annam : Ile Tre près de Nhatrang. Sud de l'île.;;;12.19 , 109.284;;;;;;;"""Non""";;;;"""Oui""";"""Oui""";rouge;;;true;;;true
MNHN;P;P00510813;Annonaceae;Dasymaschalon;robinsonii;;Viet Nam;false;;;;Khánh Hòa;;;;29/04/1923 - 29/04/1923;;false;Poilane, E.;;;false;6132;;false;;;true;Annam : Ninh hoa pro: Nhatrang;;;12.4934379 , 109.1270865;;;;;;;"""Non""";;;;"""Oui""";"""Oui""";rouge;;;true;;;true
MNHN;P;P00510814;Annonaceae;Dasymaschalon;robinsonii;;Viet Nam;null;;;false;Khánh Hòa;;;false;10/06/1923 - 10/06/1923;;null;Poilane, E.;;;null;6829;;null;;;true;Annam : Nord de Ninh-hoa pro. Phanrang [Nhatrang];;false;12.4919 , 109.125;;;false;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P00510815;Annonaceae;Dasymaschalon;robinsonii;;Viet Nam;null;;;false;Khánh Hòa;;;false;10/10/1923 - 10/10/1923;;null;Poilane;;;null;8140;;null;;;true;Annam : km. 26 route de Nhatrang à Ninh-Hoa.;;false;12.424 , 109.1443;;;false;;;;"""Oui""";"""Oui""";ocre rouge;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P00520746;Annonaceae;Miliusa;sp.;;Viet Nam;false;;;;Nghệ An;;;;05/08/1929 - 05/08/1929;;false;Poilane, E.;;;false;16586;;false;Kessler, P.;;false;Annam: entre le Tram de Khe Nhe et le village de Ke Se. Phu qui, prov. de Vinh;;;19.3138 , 105.452;;;;;;;"""Oui""";"""Oui""";jaunâtre;;"""Oui""";"""Non""";;;09/09/1985 - 09/09/1985;false;;;true
MNHN;P;P00520747;Annonaceae;Miliusa;sp.;;Viet Nam;false;;;;Nghệ An;;;;05/08/1929 - 05/08/1929;;false;Poilane, E.;;;false;16586;;false;Kessler, P.J.A.;;false;Annam : entre le Tram de Khe Nhe et le village de Ke Se. Phu Qui, prov. de Vinh;;;19.3138 , 105.452;;;;;;;"""Oui""";"""Oui""";jaunâtre;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P00520748;Annonaceae;Miliusa;sp.;;Viet Nam;false;;;;Nghệ An;;;;05/08/1929 - 05/08/1929;;false;Poilane, E.;;;false;16586;;false;Kessler, P.J.A.;;false;Annam : entre le Tram de Khe Nhe et le village de Ke Se. Phu Qui, prov. de Vinh;;;19.3138 , 105.452;;;;;;;"""Oui""";"""Oui""";jaunâtre;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P00520749;Annonaceae;null;indet.;;Viet Nam;false;;;;Khánh Hòa;;;;24/05/1923 - 24/05/1923;;false;Poilane, E.;;;false;6651;;false;;;true;Annam : massif de la Mère et l'Enfant pr. Nhatrang. 500 m alt. Versant sud-est du massif de la Mère et l'Enfant.;;;12.655 , 109.005;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;500;;false
MNHN;P;P00520750;Annonaceae;Genre;Indet.;;Laos, République démocratique populaire;false;;;;Salavan;;;;24/10/1928 - 24/10/1928;;false;Poilane, E.;;;false;16133;;false;;;true;Laos : sommet du Pou set, pro: de Saravane. 1350 m alt.;;;15.4418 , 106.3;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;1350;;false
MNHN;P;P00520751;Annonaceae;Genre;Indet.;;Laos, République démocratique populaire;false;;;;Salavan;;;;24/10/1928 - 24/10/1928;;false;Poilane, E.;;;false;16133;;false;;;true;Laos : sommet du Pan set, prov. de Saravane. alt : 1350 m.;;;15.442 , 106.3;;;;;;;"""Non""";;;;"""Non""";;;;;true;1350;;false
MNHN;P;P00520752;Annonaceae;Uvaria;godefroyana;;Cambodge;false;;;;Pursat;;;;01/01/1875 - 31/12/1875;;false;Godefroy;;;false;298;;false;Chaowasku, T.;;false;Cambodge. Mont de Pursat;;;12.4 , 103.859;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;14/10/2005 - 14/10/2005;false;;;true
MNHN;P;P00520753;Annonaceae;Rauwenhoffia;siamensis;;Cambodge;false;;;;Pursat;;;;11/06/1875 - 11/06/1875;;false;Godefroy;;;false;298;;false;Meade, C.;;false;Cambodge, bords de la rivière de Pursat.;;;12.612 , 104.055;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/07/2000 - 31/07/2000;false;;;true
MNHN;P;P00520754;Annonaceae;Rauwenhoffia;siamensis;;Laos, République démocratique populaire;false;;;;Champasak;;;;01/01/1866 - 31/12/1868;;false;Thorel;;;false;;;true;Kessler, P.;;false;Ile de Khon. Expédition du Mé-Kong.;;;14.15 , 105.824;;;;;;;"""Non""";;;;"""Non""";;;;01/11/2003 - 30/11/2003;false;;;true
MNHN;P;P00520755;Annonaceae;Rauwenhoffia;siamensis;;Laos, République démocratique populaire;false;;;;Champasak;;;;01/01/1866 - 31/12/1868;;false;Thorel;;;false;;;true;Kessler, P.;;false;Ile de Khôn, Laos. Expédition du Mé-Kong.;;;14.15 , 105.824;;;;;;;"""Non""";;;;"""Non""";;;;01/11/2003 - 30/11/2003;false;;;true
MNHN;P;P00520756;Annonaceae;Rauwenhoffia;sp.;;Cambodge;false;;;;Stung Treng;;;;01/01/1866 - 31/12/1868;;false;Thorel;;;false;;;true;Chaowasku, T.;;false;Cambodge, Stung Treng. Expédition du Mé-Kong;;;13.5271207 , 105.9686727;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;14/10/2005 - 14/10/2005;false;;;true
MNHN;P;P00520757;Annonaceae;Rauwenhoffia;siamensis;;Cambodge;false;;;;Stung Treng;;;;01/01/1866 - 31/12/1868;;false;Thorel;;;false;;;true;Kessler, P.;;false;Stung Streng. Expédition du Mékong.;;;13.5271207 , 105.9686727;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;01/11/2003 - 30/11/2003;false;;;true
MNHN;P;P00520758;Annonaceae;Rauwenhoffia;siamensis;;Cambodge;null;;;false;Stung Treng;;;false;01/01/1866 - 31/12/1868;;null;Thorel;;;null;;;true;Kessler, P.;;null;Stung Streng. Expédition du Mé-Kong.;;false;13.5271207 , 105.9686727;;;false;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/11/2003 - 30/11/2003;null;;;true
MNHN;P;P00520759;Annonaceae;Rauwenhoffia;siamensis;;Cambodge;null;;;false;Pursat;;;false;01/01/1866 - 31/12/1868;;null;Thorel;;;null;2034;;null;Meade, C.;;null;Campon Luang. Expédition du Mé-Kong.;;false;12.573 , 104.208;;;false;;;;"""Non""";;;;"""Non""";;;;01/01/2000 - 31/12/2000;null;;;true
MNHN;P;P00520760;Annonaceae;Rauwenhoffia;siamensis;;Viet Nam;null;;;false;Lâm Đồng;;;false;15/01/1961 - 15/01/1961;;null;Schmid, M.;;;null;;;true;Schmid, M.;;null;Blao. Prov.: Lam Dong. Vietnam. Alt.: ~ 850 m;;false;11.548 , 107.808;;;false;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;850;;null
MNHN;P;P00520761;Annonaceae;Rauwenhoffia;sp.;;Viet Nam;false;;;;Khánh Hòa;;;;24/09/1918 - 24/09/1918;;false;Chevalier, A.;;;false;38996;;false;Kessler, P.;;false;Sud-Annam : Province de Nhatrang : Nhatrang;;;12.2431693 , 109.1898675;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/11/2003 - 30/11/2003;false;;;true
MNHN;P;P00520762;Annonaceae;Rauwenhoffia;siamensis;;Viet Nam;null;;;false;Khánh Hòa;;;false;;;true;Ho, P.H.;;;null;5293;;null;Kessler, P.;;null;Cầu Đá Sud-Vietnam. Khanh Hoa.;;false;12.2167 , 109.2;;;false;;;;"""Non""";;;;"""Oui""";"""Non""";;;01/11/2003 - 30/11/2003;null;;;true
MNHN;P;P00520763;Annonaceae;Rauwenhoffia;sp.;;Viet Nam;false;;;;Khánh Hòa;;;;24/09/1918 - 24/09/1918;;false;Chevalier, A.;;;false;38988;;false;Kessler, P.;;false;Sud-Annam : Province de Nhatrang : Nhatrang;;;12.2431693 , 109.1898675;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;01/11/2003 - 30/11/2003;false;;;true
MNHN;P;P00520764;Annonaceae;Rauwenhoffia;sp.;;Cambodge;false;;;;RatanaKiri;;;;10/01/1969 - 10/01/1969;;false;Martin, M.;;;false;374;;false;Kessler, P.;;false;forêt dense secondaire. plantation. Prov.: Ratanakiri. Cambodge. Alt.: 240 m;;;13.93 , 107.04;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;01/11/2003 - 30/11/2003;false;240;;false
MNHN;P;P00520765;Annonaceae;Rauwenhoffia;sp.;;Viet Nam;false;;;;Đà Nẵng;;;;23/02/1908 - 23/02/1908;;false;Alleizette,  C. d';;;false;;;true;Kessler, P.;;false;(Annam) Vietnam. Tourane. Quang Nam - Da Nang;;;16.068 , 108.212;;;;;;;"""Non""";;;;"""Non""";;;;01/11/2003 - 30/11/2003;false;;;true
MNHN;P;P00520766;Annonaceae;Melodorum;sp.;;Viet Nam;false;;;;Thừa Thiên - Huế;;;;18/02/1919 - 18/02/1919;;false;Chevalier, A.;;;false;40728;;false;;;true;Annam : Thua Thiên. Huê;;;16.4638013 , 107.5821911;;;;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P00520767;Annonaceae;Rauwenhoffia;sp.;;Viet Nam;false;;;;Thừa Thiên - Huế;;;;18/02/1919 - 18/02/1919;;false;Chevalier, A.;;;false;40728;;false;Kessler, P.;;false;Annam : Thua-Luu;;;16.272 , 108.0;;;;;;;"""Non""";;;;"""Non""";;;;01/11/2003 - 30/11/2003;false;;;true
MNHN;P;P00520768;Annonaceae;Rauwenhoffia;sp.;;Viet Nam;false;;;;Thừa Thiên - Huế;;;;18/02/1919 - 18/02/1919;;false;Chevalier, A.;;;false;40728;;false;Kessler, P.;;false;Annam: Thùa-Lùu;;;16.244308 , 107.93837;;;;;;;"""Non""";;;;"""Non""";;;;01/11/2003 - 30/11/2003;false;;;true
MNHN;P;P00520769;Annonaceae;Rauwenhoffia;sp.;;Viet Nam;false;;;;Đà Nẵng;;;;11/09/1923 - 11/09/1923;;false;Poilane;;;false;7920;;false;Kessler, P.;;false;Annam : Col des nuages près Tourane. 400 m. alt.;;;16.1874 , 108.1309;;;;;;;"""Oui""";"""Oui""";blanc crème;;"""Oui""";"""Oui""";jaune;;01/11/2003 - 30/11/2003;false;400;;false
