specimen - institute;specimen - collection;specimen - code;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - cultivated;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;collect_number - number;collect_number - note_sure;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo - position;geo - precision;geo - not_sure;geo - no_info;owner - owner;owner - no_info;owner - not_sure;flower - flower;flower - info_color;flower - color_flowers;flower - not_sure;fruit - fruit;fruit - info_color;fruit - color_fruits;fruit - not_sure;Date deter - collect_date;Date deter - pas d'information;altitude - altitude;altitude - not_sure;altitude - no_info
MNHN;P;P00133875;Annonaceae;Mitrephora;thorelii;;Laos, République démocratique populaire;null;;;false;Sainyabuli;;;false;01/01/1866 - 31/12/1868;;null;Thorel;;;null;9151;;null;;;true;Saiabury. Saniabouri, Laos. Expédition du Mè-Kong.;;false;19.2653107 , 101.7059229;;;false;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P00133876;Annonaceae;Mitrephora;tomentosa;;Cambodge;false;;;;Kampong Speu;;;;02/05/1928 - 02/05/1928;;false;Poilane;;;false;15171;;false;Weerasooriya, A.D.;;false;Cambodge : Pnom Tho Ma So près village Ko Virk pr: Kg.Speu. 400 m alt.;;;11.874 , 103.892;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;01/03/2001 - 31/03/2001;false;400;;false
MNHN;P;P00133877;Annonaceae;Mitrephora;tomentosa;;Viet Nam;false;;;;Gia Lai;;;;09/08/1930 - 09/08/1930;;false;Poilane, E.;;;false;17965;;false;Weerasooriya, A.D.;;false;Annam : An Khê pr: Qui Nhôn.;;;13.951 , 108.6605;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;01/03/2001 - 31/03/2001;false;;;true
MNHN;P;P00133878;Annonaceae;Mitrephora;tomentosa;;Laos, République démocratique populaire;false;;;;Savannakhét;;;;30/01/1925 - 30/01/1925;;false;Poilane;;;false;11868;;false;Weerasooriya, A.D.;;false;Laos : Kilo. 22 de la route de Savannakhet a Quang Tri;;;16.664 , 104.943;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/03/2001 - 31/03/2001;false;;;true
MNHN;P;P00133879;Annonaceae;Mitrephora;thorelii;;Viet Nam;false;;;;Đồng Nai;;;;01/04/1873 - 30/04/1873;;false;Pierre, L.;;;false;;;true;;;true;ad Trian in prov. Bienhoa, Cochinchine.;;;11.1 , 106.983;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00133880;Annonaceae;Mitrephora;tomentosa;;Viet Nam;false;;;;Đồng Nai;;;;01/03/1873 - 31/03/1873;;false;Pierre, L.;;;false;1307;;false;Weerasooriya, A.D.;;false;ad Song bé crescens in prov. Bienhoa gallicae Austro Cochinchinae;;;11.11 , 106.9665;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/03/2001 - 31/03/2001;false;;;true
MNHN;P;P00133881;Annonaceae;Mitrephora;thorelii;;Cambodge;false;;;;Siem Reap;;;;05/07/1875 - 05/07/1875;;false;Godefroy, A.;;;false;649;;false;;;true;Ang Kor thom;;;13.484 , 103.874;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P00133882;Annonaceae;Mitrephora;tomentosa;;Cambodge;false;;;;Preah Vihear;;;;01/01/1876 - 31/01/1876;;false;Harmand, J.;;;false;27;;false;Weerasooriya, A.D.;;false;forêt de Mulu Prey;;;13.8096 , 105.276;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/03/2001 - 31/03/2001;false;;;true
MNHN;P;P00133883;Annonaceae;Mitrephora;thorelii;;Viet Nam;null;;;false;Bà Rịa - Vũng Tàu;;;false;01/08/1867 - 31/08/1867;;null;Pierre, L.;;;false;185;;null;Pierre, L.;;null;In montibus Dinh (Mu xoai) alt. 500 met. prov. Baria, Cochinchine;;false;10.533 , 107.133;;;false;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;500;;null
MNHN;P;P00133884;Annonaceae;Mitrephora;thorelii;;Viet Nam;false;;;;Quảng Nam;;;;23/03/1939 - 23/03/1939;;false;Poilane, E.;;;false;29560;;false;;;true;Annam : Poste 6 pro: du Quang Nam.;;;15.6692 , 107.6554;;;;;;;"""Oui""";"""Oui""";crème, plus clair au début, plus foncé ensuite et presque jaune lors de la chute;;"""Non""";;;;;true;;;true
MNHN;P;P00133885;Annonaceae;Mitrephora;tomentosa;;Laos, République démocratique populaire;false;;;;Savannakhét;;;;30/01/1925 - 30/01/1925;;false;Poilane;;;false;11868;;false;Weerasooriya, A.D.;;false;Laos. Kilo 22 de la route de Savannakhet à Quang Tri;;;16.664 , 104.943;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/03/2001 - 31/03/2001;false;;;true
MNHN;P;P00133886;Annonaceae;Mitrephora;tomentosa;;Viet Nam;false;;;;Bà Rịa - Vũng Tàu;;;;01/01/1875 - 31/12/1877;;false;Harmand;;;false;772;;false;Weerasooriya, A.D.;;false;Indo-Chine. île de Poulo-Condor.;;;8.695 , 106.588;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;01/03/2001 - 31/03/2001;false;;;true
MNHN;P;P00133887;Annonaceae;Mitrephora;tomentosa;;Viet Nam;false;;;;Bà Rịa - Vũng Tàu;;;;01/01/1875 - 31/12/1877;;false;Harmand;;;false;772;;false;Weerasooriya, A.D.;;false;Iles de Poulo-Condor (Cochinchine française).;;;8.695 , 106.588;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/03/2001 - 31/03/2001;false;;;true
MNHN;P;P00133888;Annonaceae;Mitrephora;tomentosa;;Viet Nam;null;;;false;An Giang;;;false;01/06/1876 - 30/06/1876;;null;Harmand;;;null;;;true;Weerasooriya, A.D.;;null;in montibus Day in provincia Chaudoc Cochinchinae;;false;10.4667 , 104.9333;;;false;;;;"""Non""";;;;"""Oui""";"""Non""";;;01/03/2001 - 31/03/2001;null;;;true
MNHN;P;P00133889;Annonaceae;Mitrephora;tomentosa;;Viet Nam;false;;;;Ninh Thuận;;;;05/03/1924 - 05/03/1924;;false;Poilane;;;false;9906;;false;Weerasooriya, A.D.;;false;Annam : Ka Rom pro: Phanrang. 500 m alt.;;;11.783 , 109.083;;;;;;;"""Oui""";"""Oui""";rose tendre à l'intérieur et café crème à l'extérieur;;"""Non""";;;;01/03/2001 - 31/03/2001;false;500;;false
MNHN;P;P00133890;Annonaceae;Mitrephora;thorelii;;Viet Nam;false;;;;Ninh Thuận;;;;05/03/1924 - 05/03/1924;;false;Poilane;;;false;9906;;false;Weerasooriya, A.D.;;false;Annam : Ka Rom. pro: Phanrang;;;11.783 , 109.083;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/03/2001 - 31/03/2001;false;;;true
MNHN;P;P00133891;Annonaceae;Mitrephora;tomentosa;;Laos, République démocratique populaire;false;;;;Sainyabuli;;;;01/01/1866 - 31/12/1868;;false;Thorel;;;false;3233;;false;Weerasooriya, A.D.;;false;Xieng-Khan à Pak-lay, Laos. Expédition du Mé-Kong.;;;18.015 , 101.422;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/03/2001 - 31/03/2001;false;;;true
MNHN;P;P00248147;Annonaceae;Uvaria;cordata;;Viet Nam;false;;;;Bình Thuận;;;;23/09/1940 - 23/09/1940;;false;Poilane;;;false;30479;;false;;;true;Annam : Nord Ouest de la gare de Song mao pro: de Phanrang. 2 a 300 m alt;;;11.251 , 108.506;;;;;;;"""Oui""";"""Oui""";andrinople foncé;;"""Oui""";"""Non""";;;;true;200 - 300;;false
MNHN;P;P00248148;Annonaceae;Uvaria;cordata;;Laos, République démocratique populaire;false;;;;Champasak;;;;01/01/1862 - 31/12/1866;;false;Thorel;;;false;897;;false;;;true;Laos, Bassac;;;14.8872885 , 105.8765804;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P00248149;Annonaceae;Uvaria;cordata;;Laos, République démocratique populaire;null;;;false;Champasak;;;false;01/01/1862 - 31/12/1866;;null;Thorel;;;null;897;;null;;;true;Laos, Bassac;;false;14.8872885 , 105.8765804;;;false;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P00248150;Annonaceae;Uvaria;cordata;;Laos, République démocratique populaire;null;;;false;Champasak;;;false;01/01/1862 - 31/12/1866;;null;Thorel;;;null;897;;null;;;true;Laos, Bassac;;false;14.8872885 , 105.8765804;;;false;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P00248151;Annonaceae;Uvaria;cordata;;Viet Nam;false;;;;Bình Dương;;;false;01/01/1862 - 31/12/1866;;false;Thorel;;;false;1362;;false;;;true;Ti-Tinh. Cochinchine;;;11.3167 , 106.483;;;false;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P00248152;Annonaceae;Uvaria;cordata;;Viet Nam;false;;;;Bình Dương;;;false;01/01/1862 - 31/12/1866;;false;Thorel;;;false;1362;;false;;;true;Cochinchine. Ti-Tinh;;;11.3167 , 106.483;;;false;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P00248153;Annonaceae;Uvaria;cordata;;Chine;false;;;;Hong Kong(香港);;;;23/05/1894 - 23/05/1894;;false;Bodinier, E.;;;false;590;;false;;;true;Hong-Kong. Dans l'île;;;22.279 , 114.163;;;;;;;"""Oui""";"""Oui""";pourpre-vineux;;"""Non""";;;;;true;;;true
MNHN;P;P00248154;Annonaceae;Uvaria;cordata;;Chine;null;;;false;Macau(澳門);;;false;01/01/1844 - 31/12/1844;;null;Calléry;;;null;;;true;;;true;Chine Macao;;false;22.1757 , 113.552;;;false;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P00248155;Annonaceae;Uvaria;cordata;;Chine;false;;;;Macau(澳門);;;;01/01/1836 - 31/12/1837;;false;Calléry;Gaudichaud;;false;47;;false;;;true;Chine. Macao;;;22.176 , 113.551;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00248156;Annonaceae;Uvaria;cordata;;Chine;false;;;;Macau(澳門);;;;01/01/1837 - 31/12/1837;;false;Callery;;;false;74;;false;;;true;Chine (Macao);;;22.176 , 113.551;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00248157;Annonaceae;Uvaria;cordata;;Chine;false;;;;Macau(澳門);;;;01/01/1836 - 31/12/1837;;false;Calléry;;;false;150;;false;;;true;Chine. Macao;;;22.176 , 113.551;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P00248158;Annonaceae;Uvaria;cordata;;Chine;false;;;;Hong Kong(香港);;;;09/08/1893 - 09/08/1893;;false;Ford, C.;;;false;1006;;false;;;true;China, Kwangtung Province. Hongkong.;;;22.279 , 114.163;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00248159;Annonaceae;Uvaria;cordata;;Chine;false;;;;Guangdong(广东);;;;09/08/1893 - 09/08/1893;;false;Ford;;;false;1006;;false;;;true;Kouang-toung, Chine;;;;;;true;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P00248160;Annonaceae;Uvaria;cordata;;Chine;null;;;false;Hong Kong(香港);;;false;01/01/1855 - 31/12/1855;;null;Furet;;;null;52;;null;;;true;Chine méridionale. (Hong-Kong);;false;22.2793 , 114.1628;;;false;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00248161;Annonaceae;Uvaria;cordata;;Chine;false;;;;;;;true;01/01/1837 - 31/01/1837;;false;Gaudichaud;;;false;223;;false;;;true;Chine (Canton et Macao);;;;;;true;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00248162;Annonaceae;Uvaria;cordata;"""Plusieurs récoltes""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MNHN;P;P00248163;Annonaceae;Uvaria;cordata;;Chine;false;;;;;;;true;01/01/1837 - 31/01/1837;;false;Gaudichaud;;;false;224;;false;;;true;Chine (Canton et Macao).;;;;;;true;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P00248164;Annonaceae;Uvaria;cordata;;Chine;false;;;;Macau(澳門);;;;01/01/1837 - 31/01/1837;;false;Gaudichaud;;;false;227;;false;;;true;Chine (Macao);;;22.176 , 113.551;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P00248165;Annonaceae;Uvaria;cordata;;Chine;false;;;;;;;true;01/01/1837 - 31/01/1837;;false;Gaudichaud;;;false;227;;false;;;true;Chine (Canton et Macao);;;;;;true;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P00248166;Annonaceae;Uvaria;cordata;;Chine;false;;;;Hong Kong(香港);;;;01/08/1861 - 31/08/1861;;false;Hance;;;false;932;;false;;;true;Hong Kong;;;22.279 , 114.163;;;;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P00248167;Annonaceae;Uvaria;cordata;;Chine;false;;;;Hong Kong(香港);;;;01/05/1874 - 31/05/1874;;false;Hance, H.F.;;;false;932;;false;;;true;HongKong;;;22.279 , 114.163;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00248168;Annonaceae;Uvaria;cordata;;Chine;null;;;false;Hong Kong(香港);;;false;01/05/1874 - 31/05/1874;;false;Hance, H.F.;;;false;932;;false;;;true;Hongkong;;;22.2793278 , 114.1628131;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00248169;Annonaceae;Uvaria;cordata;;Chine;false;;;;Hainan(海南);;;;01/11/1889 - 30/11/1889;;false;Henry, A.;;;false;8012;;false;;;true;Hainan;;;;;;true;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00248170;Annonaceae;Uvaria;cordata;;Chine;null;;;false;Hainan(海南);;;false;01/11/1889 - 30/11/1889;;null;Henry, A.;;;null;8257;;null;;;true;Hainan;;false;;;;true;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P00248171;Annonaceae;Uvaria;cordata;;Chine;false;;;;Hainan(海南);;;;01/03/1933 - 31/07/1933;;false;How, F.C.;;;false;70957;;false;;;true;Yaichow, Hainan.;;;18.372 , 109.163;;;;;;;"""Oui""";"""Oui""";rouge sombre;;"""Non""";;;;;true;;;true
MNHN;P;P00248172;Annonaceae;Uvaria;cordata;;Chine;false;;;;Guangdong(广东);;;;;;true;Robert;;;false;15;;false;;;true;Chine (Kouang-Tchéou-Wan);;;21.2737 , 110.3548;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00248173;Annonaceae;Uvaria;cordata;;Chine;false;;;;Guangdong(广东);;;;;;true;Robert;;;false;15;;false;;;true;Chine (Kouang-Tchéou-Wan);;;21.2737 , 110.3548;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00248174;Annonaceae;Uvaria;cordata;;Chine;false;;;;Guangdong(广东);;;;17/01/1928 - 17/01/1928;;false;Wang, C.T.;;;false;385;;false;;;true;Yunfou, Kwangtung;;;22.9173703 , 112.0396246;;;;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P00248175;Annonaceae;Uvaria;cordata;;Chine;false;;;;Hong Kong(香港);;;;01/01/1873 - 31/12/1873;;false;Weiss;Pierre, L.;;false;5111;;false;;;true;Happy Valley, ins. Hong-Kong;;;22.2619181 , 114.1906285;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P00248176;Annonaceae;Uvaria;cordata;;Chine;false;;;;Hong Kong(香港);;;;01/01/1853 - 31/12/1856;;false;Wright, C.;;;false;;;true;;;true;Hong Kong;;;22.2793 , 114.1628;;;;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P00248177;Annonaceae;Uvaria;hamiltonii;;Inde;false;;;;Assam;;;;01/05/1902 - 31/05/1902;;false;Chatterjee, A.C.;;;false;;;true;;;true;Assam. Goalpara;;;26.176 , 90.624;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00248178;Annonaceae;Uvaria;hamiltonii;;Inde;false;;;;Sikkim;;;;;;true;Hooker, J.D.;;;false;;;true;Hooker, J.D.;;false;Ind. Or. Sikkim. Regio Trop. Alt. 4000 ped.;;;;;;true;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;1219;;false
MNHN;P;P00248179;Annonaceae;Uvaria;hamiltonii;;Inde;true;;;;Sikkim;;;;01/05/1863 - 31/05/1863;;false;Pierre, L.;;;false;3305;;false;Pierre, L.;;false;Hab. Sikkim. Cult. in h. b. Calcutt.;;;27.6 , 88.45;;;false;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00248180;Annonaceae;Uvaria;hamiltonii;;Inde;true;;;false;Sikkim;;;false;01/05/1863 - 31/05/1863;;null;Pierre, L.;;;null;3305;;null;Pierre, L.;;null;Sikkim. Cult. in h. b. Calcutt.;;false;27.6 , 88.45;;;false;;;;"""Oui""";"""Oui""";violet;;"""Non""";;;;;true;;;true
MNHN;P;P00260037;Annonaceae;Uvaria;hirsuta;;Indonésie;null;;;false;;;;true;;;true;Zollinger;;;null;1003;;null;;;true;Planta Javanica;;false;;;;true;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00268461;Annonaceae;Pseuduvaria;sessilicarpa;;Malaisie;null;;;false;Johor;;;false;21/09/1988 - 21/09/1988;;null;Theo;Pachiapu,Boichard;;null;1211;;null;Kessler, P.;;null;Malaysia. Mersing;;false;2.4298532 , 103.835494;;;false;;;;"""Non""";;;;"""Non""";;;;01/05/2004 - 31/05/2004;null;;;true
MNHN;P;P00268462;Annonaceae;Pseuduvaria;sessilicarpa;;Malaisie;false;;;;Johor;;;;21/09/1988 - 21/09/1988;;false;Theo;Pachiapu,Boichard;;false;1211;;false;Kessler, P.;;false;Malaysia. Mersing;;;2.4298532 , 103.835494;;;;;;;"""Non""";;;;"""Non""";;;;01/05/2004 - 31/05/2004;false;;;true
MNHN;P;P00268463;Annonaceae;Pseuduvaria;macrophylla;;Malaisie;false;;;;Perak;;;;01/08/1881 - 31/08/1881;;false;King;;;false;2259;;false;Kessler, P.;;false;Malay Peninsula. Larut, Perak. alt. 1500 - 2000 ft;;;4.862 , 100.792;;;;;;;"""Oui""";"""Oui""";brun rougeâtre;;"""Oui""";"""Oui""";vert pâle;;03/09/1985 - 03/09/1985;false;457 - 610;;false
MNHN;P;P00268464;Annonaceae;Pseuduvaria;macrophylla;;Malaisie;false;;;;Terengganu;;;;28/07/1988 - 28/07/1988;;false;Theo;Pachiapu,Boichard;;false;1180;;false;Theo et Boichard;;false;Malaysia. Hutan Simpan Bukit Kesing, Terenganu;;;5.2085 , 102.863;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00268465;Annonaceae;Pseuduvaria;macrophylla;;Malaisie;false;;;;Terengganu;;;;28/07/1988 - 28/07/1988;;false;Theo;Pachiapu,Boichard;;false;1180;;false;Theo et Boichard;;false;Malaysia. Hutan Simpan Bukit Kesing, Terenganu;;;5.2085 , 102.863;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P00268466;Annonaceae;Pseuduvaria;macrophylla;;Malaisie;false;;;;Terengganu;;;;28/07/1988 - 28/07/1988;;false;Theo;Pachiapu,Boichard;;false;1180;;false;Theo et Boichard;;false;Malaysia. Hutan Simpan Bukit Kesing, Terenganu;;;5.2085 , 102.863;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00268467;Annonaceae;Pseuduvaria;cymosa;;Malaisie;false;;;;Selangor;;;;29/10/1985 - 29/10/1985;;false;David, B.;;;false;3;;false;Su, Y.C.F.;;false;Malaya. Uluh Gombak, Selangor;;;3.197 , 101.794;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/01/2002 - 31/12/2002;false;;;true
MNHN;P;P00268468;Annonaceae;Pseuduvaria;macrophylla;;Malaisie;false;;;;Pahang;;;;14/03/1986 - 14/03/1986;;false;David, B.;;;false;113;;false;Su, Y.C.F.;;false;Malaya. Jerantut, Pahang;;;3.9366586 , 102.3719554;;;;;;;"""Non""";;;;"""Non""";;;;01/12/2001 - 31/12/2001;false;;;true
MNHN;P;P00268469;Annonaceae;Pseuduvaria;macrophylla;;Malaisie;false;;;;Pahang;;;;14/03/1986 - 14/03/1986;;false;David, B.;;;false;113;;false;Su, Y.C.F.;;false;Malaya. Jerantut, Pahang;;;3.9366586 , 102.3719554;;;;;;;"""Oui""";"""Non""";;;"""Oui""";"""Non""";;;01/12/2001 - 31/12/2001;false;;;true
MNHN;P;P00268470;Annonaceae;Pseuduvaria;macrophylla;;Malaisie;false;;;;Pahang;;;;14/03/1986 - 14/03/1986;;false;David, B.;;;false;113;;false;Su, Y.C.F.;;false;Malaya. Jerantut, Pahang;;;3.9366586 , 102.3719554;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;01/12/2001 - 31/12/2001;false;;;true
MNHN;P;P00268471;Annonaceae;Pseuduvaria;macrophylla;;Malaisie;false;;;;Pahang;;;;14/03/1986 - 14/03/1986;;false;David, B.;;;false;113;;false;Su, Y.C.F.;;false;Malaya. Jerantut, Pahang;;;3.9366586 , 102.3719554;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/12/2001 - 31/12/2001;false;;;true
MNHN;P;P00268472;Annonaceae;Pseuduvaria;macrophylla;;Malaisie;false;;;;Selangor;;;;22/04/1986 - 22/04/1986;;false;David, B.;;;false;120;;false;David, B.;;false;Malaya. Route Genting, Selangor;;;3.43 , 101.725;;;;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P00268473;Annonaceae;Pseuduvaria;macrophylla;;Malaisie;null;;;false;Selangor;;;false;01/04/1986 - 30/04/1986;;null;David, B.;;;null;120;;null;David, B.;;null;Malaya. Route Genting, Selangor;;false;3.43 , 101.725;;;false;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P00268474;Annonaceae;Pseuduvaria;multiovulata;;Thaïlande;false;;;;Prachuap Khiri Khan(ประจวบคีรีขันธ์);;;;10/02/1970 - 10/02/1970;;false;van Beusekom, C.F.;Santisuk, T.;;false;2762;;false;Su, Y.C.F.;;false;S.W. Thailand, prov. Prachuap Khiri Khan. Huai Yang Waterfall, S. of Prachuap. Alt. low;;;11.667 , 99.614;;;;;;;"""Oui""";"""Oui""";vert violacé;;"""Non""";;;;01/12/2001 - 31/12/2001;false;;;true
MNHN;P;P00268475;Annonaceae;Pseuduvaria;parviflora;;Viet Nam;false;;;;Khánh Hòa;;;;16/05/1923 - 16/05/1923;;false;Poilane, E.;;;false;6373;;false;Su, Y.C.F.;;false;Annam : Nord de Ninhhoa pr. Nhatrang. Versant Sud-est du massif de la Mère et l'Enfant. 550 m alt.;;;12.655 , 109.005;;;;;;;"""Oui""";"""Oui""";blanc verdâtre;;"""Non""";;;;01/12/2001 - 31/12/2001;false;550;;false
MNHN;P;P00268476;Annonaceae;Mitrephora;parviflora;;Viet Nam;false;;;;Khánh Hòa;;;;24/05/1923 - 24/05/1923;;false;Poilane, E.;;;false;6655;;false;;;true;Annam : massif de la Mère et l'Enfant p. Nhatrang. Forêt 500 M alt. Versant sud-est du massif de la Mère et l'Enfant.;;;12.655 , 109.005;;;;;;;"""Non""";;;;"""Non""";;;;;true;500;;false
MNHN;P;P00268477;Annonaceae;Mitrephora;parviflora;;Viet Nam;false;;;;Khánh Hòa;;;;24/05/1923 - 24/05/1923;;false;Poilane, E.;;;false;6655;;false;Su, Y.C.F.;;false;Annam : massif de la Mère et l'Enfant p. Nhatrang. Forêt 500 M alt. Versant sud-est du massif de la Mère et l'Enfant.;;;12.655 , 109.005;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;01/12/2001 - 31/12/2001;false;500;;false
MNHN;P;P00268478;Annonaceae;Pseuduvaria;parviflora;;Viet Nam;false;;;;Khánh Hòa;;;;21/10/1923 - 21/10/1923;;false;Poilane;;;false;8351;;false;Su, Y.C.F.;;false;Annam : Km 25 route de Nhatrang à Ninh-Hoa. 600 m. alt.;;;12.42 , 109.142;;;;;;;"""Oui""";"""Oui""";jaune paille;;"""Oui""";"""Non""";;;01/12/2001 - 31/12/2001;false;600;;false
MNHN;P;P00268479;Annonaceae;Mitrephora;prainii;;Inde;false;;;;Andaman and Nicobar Islands;;;;01/04/1891 - 30/04/1891;;false;Prain;;;false;;;true;;;true;Rangachang. Andamans.;;;11.5844 , 92.735;;;;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P00268480;Annonaceae;Mitrephora;prainii;;Inde;null;;;false;Andaman and Nicobar Islands;;;false;17/06/1893 - 17/06/1893;;null;King;;;null;;;true;Kessler, P.;;null;Manglutan. Hill jungle. S. Andaman.;;false;11.58335 , 92.65;;;false;;;;"""Non""";;;;"""Oui""";"""Non""";;;03/09/1985 - 03/09/1985;null;;;true
MNHN;P;P00268481;Annonaceae;Mitrephora;prainii;;Inde;false;;;;Andaman and Nicobar Islands;;;;17/06/1893 - 17/06/1893;;false;King;;;false;;;true;King;;false;Manglutan. S. Andaman.;;;11.58335 , 92.65;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P00268482;Annonaceae;Pseuduvaria;prainii;;Inde;null;;;false;Andaman and Nicobar Islands;;;false;01/01/1884 - 31/12/1884;;null;King;;;null;89;;null;Kessler, P.;;null;Andamans;;false;11.7 , 92.648;;;false;;;;"""Non""";;;;"""Oui""";"""Non""";;;03/09/1985 - 03/09/1985;null;;;true
MNHN;P;P00268483;Annonaceae;Pseuduvaria;reticulata;;Malaisie;false;;;;Pahang;;;;14/03/1986 - 14/03/1986;;false;David, B.;;;false;111;;false;Su, Y.C.F.;;false;Malaya. Jerantut, Pahang;;;3.9366586 , 102.3719554;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/12/2001 - 31/12/2001;false;;;true
MNHN;P;P00268484;Annonaceae;Pseuduvaria;reticulata;;Malaisie;false;;;;Pahang;;;;14/03/1986 - 14/03/1986;;false;David, B.;;;false;111;;false;Su, Y.C.F.;;false;Malaya. Jerantut, Pahang;;;3.9366586 , 102.3719554;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/12/2001 - 31/12/2001;false;;;true
MNHN;P;P00268485;Annonaceae;Pseuduvaria;reticulata;;Malaisie;false;;;;Pahang;;;;14/03/1986 - 14/03/1986;;false;David, B.;;;false;111;;false;Su, Y.C.F.;;false;Malaya. Jerantut, Pahang;;;3.9366586 , 102.3719554;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/12/2001 - 31/12/2001;false;;;true
MNHN;P;P00268486;Annonaceae;Pseuduvaria;rugosa;;;false;;;true;;;;true;01/01/1861 - 31/12/1862;;false;Helfer;;;false;398;;false;Su, Y.C.F.;;false;Tenasserim and Andamans.;;;;;;true;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/09/2001 - 30/09/2001;false;;;true
