specimen...institute;specimen...collection;specimen...code;specimen...family;specimen...genus;specimen...specific_epithet;unusable...cause;country...country;country...cultivated;country...guessed;country...not_sure;country...no_info;region1...region;region1...guessed;region1...not_sure;region1...no_info;collect_date...collect_date;collect_date...not_sure;collect_date...no_info;collector...collector;collector...other_collectors;collector...not_sure;collector...no_info;collect_number...number;collect_number...note_sure;collect_number...no_info;identifier...identifier;identifier...not_sure;identifier...no_info;locality...locality;locality...not_sure;locality...no_info;geo...position;geo...precision;geo...not_sure;geo...no_info;owner...owner;owner...no_info;owner...not_sure;flower...flower;flower...info_color;flower...color_flowers;flower...not_sure;fruit...fruit;fruit...info_color;fruit...color_fruits;fruit...not_sure;Date.deter...collect_date;Date.deter...pas.d.information;altitude...altitude;altitude...not_sure;altitude...no_info
MNHN;P;P01960449;Annonaceae;Phaeanthus;ebracteolatus;;Philippines;null;NA;NA;false;Camarines Sur;NA;NA;false;01/11/1913 - 31/12/1913;NA;null;Ramos, M.;;NA;null;22092;NA;null;Kessler, P.;NA;null;Philippines. Mt. Isarog. Camarines;NA;false;13.659 , 123.373;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/05/2004 - 31/05/2004;null;;NA;true
MNHN;P;P01960450;Annonaceae;Phaeanthus;ebracteolatus;;Philippines;false;NA;NA;;Bataan;NA;NA;;01/04/1904 - 30/04/1904;NA;false;Whitford, H.N.;;NA;false;64;NA;false;Kessler, P.;NA;false;Philippines. Lamao River, Mt. Mariveles. Province of Bataan, Luzon.;NA;;14.517 , 120.521;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/05/2004 - 31/05/2004;false;;NA;true
MNHN;P;P01960451;Annonaceae;Phaeanthus;ebracteolatus;;Philippines;false;NA;NA;;Bataan;NA;NA;;01/12/1904 - 31/12/1904;NA;false;Whitford, H.N.;;NA;false;1030;NA;false;Kessler, P.;NA;false;Philippines. Lamao River, Mt. Mariveles, Province of Bataan, Luzon.;NA;;14.52 , 120.511;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/05/2004 - 31/05/2004;false;;NA;true
MNHN;P;P01967620;Annonaceae;Miliusa;viderlii;;Philippines;false;NA;NA;;Bataan;NA;NA;;01/06/1905 - 30/06/1905;NA;false;Whitford, H.N.;;NA;false;1315;NA;false;Chaowasku, T.;NA;false;Philippines. Lamao River, Mt. Mariveles. Province of Bataan, Luzon.;NA;;14.517 , 120.521;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;14/10/2005 - 14/10/2005;false;;NA;true
MNHN;P;P02001226;Annonaceae;Orophea;sp.;;Philippines;false;NA;NA;;Oriental Mindoro;NA;NA;;01/06/1922 - 30/06/1922;NA;false;Ramos, M.;;NA;false;41049;NA;false;;NA;true;Philippines. Pinamalayan. Mindoro;NA;;13.0386691 , 121.4801563;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02001250;Annonaceae;null;indet.;;Philippines;false;NA;NA;;Palawan;NA;NA;;01/06/1884 - 30/06/1884;NA;false;Marche, A.;;NA;false;159;NA;false;;NA;true;Busuanga. Ile Busuanga. Philippines;NA;;12.1332076 , 119.9361357;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02001251;Annonaceae;null;indet.;;Philippines;false;NA;NA;;Palawan;NA;NA;;;NA;true;Marche, A.;;NA;false;197 Bis;NA;false;;NA;true;ile Culion, Philippines;NA;;11.82 , 119.97;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00404584;Annonaceae;Marsypopetalum;sp.;;Philippines;false;NA;NA;;Quezon;NA;NA;;01/03/1913 - 30/04/1913;NA;false;Escritor, L.;;NA;false;20825;NA;false;Kessler, P.;NA;false;Philippines. Guinayangan. Province of Tayabas. Luzon;NA;;13.895 , 122.449;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/05/2004 - 31/05/2004;false;;NA;true
MNHN;P;P01952487;Annonaceae;Cananga;odorata;;Philippines;false;NA;NA;;;NA;NA;true;;NA;true;Marche, A.;;NA;false;10 B;NA;false;;NA;true;Iles Philippines.;NA;;;NA;NA;true;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01952489;Annonaceae;Cananga;odorata;;Philippines;null;NA;NA;false;;NA;NA;true;;NA;true;Marche, A.;;NA;null;10:00 AM;NA;null;Kessler, P.;NA;null;Iles Philippines;NA;false;;NA;NA;true;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;09/09/1985 - 09/09/1985;null;;NA;true
MNHN;P;P01952541;Annonaceae;Cananga;odorata;;Philippines;false;NA;NA;;;NA;NA;true;01/03/1884 - 31/03/1884;NA;false;Marche, A.;;NA;false;10 c;NA;false;Kessler, P.;NA;false;Philippines;NA;;;NA;NA;true;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/11/2003 - 30/11/2003;false;;NA;true
MNHN;P;P01960452;Annonaceae;Phaeanthus;ebracteolatus;;Philippines;null;NA;NA;false;Bataan;NA;NA;false;01/09/1909 - 30/09/1909;NA;null;Topacio, T.;;NA;null;20010;NA;null;;NA;true;Philippines. Prov. of Bataan, Luzon.;NA;false;14.6 , 120.47;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P01960453;Annonaceae;Phaeanthus;ebracteolatus;;Philippines;false;NA;NA;;Nueva Ecija;NA;NA;;01/08/1916 - 30/09/1916;NA;false;Ramos, M.;Edaño, G.;NA;false;;NA;true;;NA;true;Philippines. Mt Umingan, Province de Nueva Ecija, Luzon;NA;;15.517 , 121.37;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01960454;Annonaceae;Phaeanthus;ebracteolatus;;Philippines;null;NA;NA;false;Ilocos Norte;NA;NA;false;01/07/1918 - 31/07/1918;NA;null;Ramos, M.;;NA;null;;NA;true;Mols, J.B.;NA;null;Philippines. Burgos. Ilocos Norte Province. Luzon;NA;false;18.5110086 , 120.6436311;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/07/1998 - 31/07/1998;null;;NA;true
MNHN;P;P01960455;Annonaceae;Phaeanthus;ebracteolatus;;Philippines;false;NA;NA;;Oriental Mindoro;NA;NA;;01/06/1922 - 30/06/1922;NA;false;Ramos, M.;;NA;false;40832;NA;false;Kessler, P.;NA;false;Philippines. Pinamalayan. Mindoro;NA;false;13.0386691 , 121.4801563;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/05/2004 - 31/05/2004;null;;NA;true
MNHN;P;P01960456;Annonaceae;Phaeanthus;ebracteolatus;;Philippines;false;NA;NA;;Occidental Mindoro;NA;NA;;01/06/1922 - 30/06/1922;NA;false;Ramos, M.;;NA;false;;NA;true;Kessler, P.;NA;false;Philippines. Pinamalayan. Mindoro;NA;;13.0386691 , 121.4801563;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/05/2004 - 31/05/2004;false;;NA;true
MNHN;P;P01960457;Annonaceae;Phaeanthus;ebracteolatus;;Philippines;false;NA;NA;;Bohol;NA;NA;;01/08/1923 - 31/10/1923;NA;false;Ramos, M.;;NA;false;;NA;true;Mols, J.B.;NA;false;Philippines. Bohol;NA;;9.87 , 124.2;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/07/1998 - 31/07/1998;false;;NA;true
MNHN;P;P01960458;Annonaceae;Phaeanthus;ebracteolatus;;Philippines;false;NA;NA;;Bohol;NA;NA;;01/08/1923 - 31/10/1923;NA;false;Ramos, M.;;NA;false;;NA;true;Kessler, P.;NA;false;Philippines. Bohol;NA;;9.83 , 124.16;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/05/2004 - 31/05/2004;false;;NA;true
MNHN;P;P01960459;Annonaceae;Phaeanthus;ebracteolatus;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;;NA;true;Cuming;;NA;false;1084;NA;false;Mols, J.B.;NA;false;Manille.;NA;;14.5907332 , 120.9809674;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/07/1998 - 31/07/1998;false;;NA;true
MNHN;P;P01960460;Annonaceae;Phaeanthus;ebracteolatus;;Philippines;false;NA;NA;;Nueva Vizcaya;NA;NA;;01/05/1919 - 31/05/1919;NA;false;Darling, F.W.;;NA;false;14850;NA;false;Mols, J.B.;NA;false;Philippines. Province of Nueva Vizcaya; Luzon.;NA;;16.35 , 121.13;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/07/1998 - 31/07/1998;false;;NA;true
MNHN;P;P01960461;Annonaceae;Phaeanthus;ebracteolatus;;Philippines;false;NA;NA;;Sorsogon;NA;NA;;01/11/1915 - 30/11/1915;NA;false;Elmer, A.D.E.;;NA;false;15168;NA;false;Mols, J.B.;NA;false;Philippine Islands. Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;NA;;12.766 , 124.055;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/07/1998 - 31/07/1998;false;;NA;true
MNHN;P;P01960462;Annonaceae;Phaeanthus;ebracteolatus;;Philippines;false;NA;NA;;Sorsogon;NA;NA;;01/03/1916 - 31/08/1916;NA;false;Elmer, A.D.E.;;NA;false;15168;NA;false;Mols, J.B.;NA;false;Philippine Islands. Irosin (Mt. Bulusan), Province of Sorsogon, Luzon.;NA;;12.766 , 124.055;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/07/1998 - 31/07/1998;false;;NA;true
MNHN;P;P01960463;Annonaceae;Phaeanthus;ebracteolatus;;Philippines;false;NA;NA;;Sorsogon;NA;NA;;01/09/1916 - 30/09/1916;NA;false;Elmer, A.D.E.;;NA;false;17183;NA;false;Mols, J.B.;NA;false;Irosin (Mt. Bulusan). Province of Sorsogon. Island of Luzon;NA;;12.7038417 , 124.0320966;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/07/1998 - 31/07/1998;false;;NA;true
MNHN;P;P01960464;Annonaceae;Phaeanthus;ebracteolatus;;Philippines;false;NA;NA;;Rizal;NA;NA;;06/07/1891 - 06/07/1891;NA;false;Loher, A.;;NA;false;40;NA;false;Kessler, P.;NA;false;Pena de la Cueva de Montalban (Manila). Luzon central;NA;;14.732 , 121.165;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/05/2009 - 31/05/2009;false;;NA;true
MNHN;P;P01960465;Annonaceae;Phaeanthus;ebracteolatus;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;08/06/1990 - 08/06/1990;NA;false;Loher, A.;;NA;false;42;NA;false;Mols, J.B.;NA;false;Herbarium Philippinense. Rio Macaharing (Manila) Luzon central;NA;;14.66 , 121.096;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/07/1998 - 31/07/1998;false;;NA;true
MNHN;P;P01960466;Annonaceae;Phaeanthus;ebracteolatus;;Philippines;false;NA;NA;;Capiz;NA;NA;;01/05/1919 - 30/06/1919;NA;false;Martelino, A.;Edaño, G.;NA;false;;NA;true;Mols, J.B.;NA;false;Philippines. Libacao. Capiz Province. Panay;NA;;11.4357 , 122.398;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/07/1998 - 31/07/1998;false;;NA;true
MNHN;P;P00411036;Annonaceae;Oxymitra;oligophlebia;;Philippines;false;NA;NA;;Surigao del Norte;NA;NA;;01/06/1919 - 30/06/1919;NA;false;Ramos, M.;Pascasio, J.;NA;false;;NA;true;;NA;true;Philippines. Bucas Grande Island;NA;;9.66 , 125.959;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01952546;Annonaceae;Cananga;odorata;;Philippines;false;NA;NA;;Bataan;NA;NA;;01/01/1905 - 31/01/1905;NA;false;Meyer, R.;;NA;false;2509;NA;false;;NA;true;Philippines. Lamao River, Mt. Mariveles, Province of Batan, Luzon.;NA;;14.517 , 120.521;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01952553;Annonaceae;Cananga;odorata;;Philippines;false;NA;NA;;Sorsogon;NA;NA;;01/08/1916 - 31/08/1916;NA;false;Elmer, A.D.E.;;NA;false;17103;NA;false;;NA;true;Philippine Islands. Irosin (Mt. Bulusan), province of Sorsogon. Island of Luzon;NA;;12.766 , 124.055;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01952554;Annonaceae;Cananga;odorata;;Philippines;false;NA;NA;;Rizal;NA;NA;;01/01/1914 - 31/01/1914;NA;false;Merrill;;NA;false;466;NA;false;Merrill;NA;false;Antipolo, Rizal Province, Luzon;NA;;14.5870262 , 121.1758611;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01952555;Annonaceae;Cananga;odorata;;Philippines;false;NA;NA;;Laguna;NA;NA;;01/06/1917 - 31/07/1917;NA;false;Elmer, A.D.E.;;NA;false;17669;NA;false;;NA;true;Philippine Island. Los Baños (Mt. Maquiling), Province of Laguna. Island of Luzon;NA;;14.134 , 121.199;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01952559;Annonaceae;Cananga;odorata;;Philippines;false;NA;NA;;Mountain Province;NA;NA;;01/12/1912 - 31/12/1912;NA;false;Vanoverbergh, M.;;NA;false;2638;NA;false;;NA;true;Philippines. Bontoc Subprovince, Luzon.;NA;;17.0891276 , 120.977394;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01952560;Annonaceae;Cananga;odorata;;Philippines;false;NA;NA;;Bataan;NA;NA;;01/06/1904 - 30/06/1904;NA;false;Whitford, H.N.;;NA;null;368;NA;null;;NA;true;Philippines. Lamao River, Mt. Mariveles. Province of Bataan, Luzon.;NA;false;14.517 , 120.521;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P01952561;Annonaceae;Cananga;odorata;;Philippines;null;NA;NA;false;Bataan;NA;NA;false;01/07/1904 - 31/07/1904;NA;null;Borden, T.E.;;NA;null;1400;NA;null;;NA;true;Philippines. Lamao River, Mt. Mariveles, Province of Bataan, Luzon.;NA;false;14.517 , 120.521;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P01960547;Annonaceae;Anaxagorea;luzonensis;;Philippines;null;NA;NA;false;Batangas;NA;NA;false;01/08/1914 - 31/08/1914;NA;null;Ramos, M.;;NA;null;1873;NA;null;Maas, P.J.M. & Westra, L.Y.T.;NA;null;Philippines. Province of Batangas. Luzon;NA;false;13.916666666666666 , 121.08333333333333;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/01/1984 - 31/12/1984;null;;NA;true
MNHN;P;P01960548;Annonaceae;Anaxagorea;luzonensis;;Philippines;false;NA;NA;;Bataan;NA;NA;;01/10/1903 - 31/10/1903;NA;false;Merrill, E.D.;;NA;false;3136;NA;false;Maas, P.J.M. et Westra, L.Y.T.;NA;false;Philippines. Lamao River, Mt. Mariveles. Province of Bataan, Luzon.;NA;;14.517 , 120.521;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/01/1984 - 31/12/1984;false;;NA;true
MNHN;P;P01960549;Annonaceae;Anaxagorea;luzonensis;;Philippines;false;NA;NA;;Laguna;NA;NA;;19/02/1910 - 19/02/1910;NA;false;Robinson, C.B.;;NA;false;9725;NA;false;Maas, P.J.M. & Westra, L.Y.T.;NA;false;Philippines. Mt. Maquiling. Prov. of Laguna. Luzon;NA;;14.134 , 121.199;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/01/1984 - 31/12/1984;false;;NA;true
MNHN;P;P01960550;Annonaceae;Anaxagorea;luzonensis;;Philippines;false;NA;NA;;Laguna;NA;NA;;01/11/1910 - 31/12/1910;NA;false;McGregor, R.C.;;NA;false;;NA;true;Maas, P.J.M. et Westra, L.Y.T.;NA;false;Philippines. Calauan. Prov. of Laguna. Luzon;NA;;14.1453986 , 121.3149851;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/01/1984 - 31/12/1984;false;;NA;true
MNHN;P;P01960551;Annonaceae;Anaxagorea;luzonensis;;Philippines;false;NA;NA;;Laguna;NA;NA;;01/09/1909 - 30/09/1909;NA;false;Rosenbluth, R.;Tamesis, F.;NA;false;12689;NA;false;;NA;true;Philippines. Mt. Maquiling. Prov. of Laguna. Luzon.;NA;;14.134 , 121.199;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P01960552;Annonaceae;Anaxagorea;luzonensis;;Philippines;null;NA;NA;false;Laguna;NA;NA;false;01/11/1912 - 30/11/1912;NA;null;Serviñas, V.;;NA;null;16876;NA;null;Maas, P.J.M. & Westra, L.Y.T.;NA;null;Philippines. Mt. Maquiling, Province of Laguna, Luzon.;NA;false;14.134 , 121.199;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/01/1984 - 31/12/1984;null;;NA;true
MNHN;P;P01960553;Annonaceae;Anaxagorea;luzonensis;;Philippines;false;NA;NA;;Sorsogon;NA;NA;;01/07/1916 - 31/07/1916;NA;false;Elmer, A.D.E.;;NA;false;16544;NA;false;Maas, P.J.M. & Westra, L.Y.T.;NA;false;Philippine Islands. Irosin (Mt. Bulusan), province of Sorsogon. Island of Luzon;NA;;12.766 , 124.055;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/01/1984 - 31/12/1984;false;;NA;true
MNHN;P;P01960554;Annonaceae;Anaxagorea;luzonensis;;Philippines;false;NA;NA;;Laguna;NA;NA;;01/06/1917 - 31/07/1917;NA;false;Elmer, A.D.E.;;NA;false;17739;NA;false;Maas, P.J.M. et Westra, L.Y.T.;NA;false;Philippine islands. Los Baños (Mt. Maquiling), Province of Laguna. Island of Luzon.;NA;;14.134 , 121.199;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/01/1984 - 31/12/1984;false;;NA;true
MNHN;P;P01960555;Annonaceae;Anaxagorea;luzonensis;;Philippines;false;NA;NA;;Laguna;NA;NA;;30/05/1958 - 30/05/1958;NA;false;Sinclair, J.;Edaño, G.E.;NA;false;9464;NA;false;Sinclair, J.;NA;false;Philippines. Above College of Forestry, Mount Makiling, Prov. Laguna, Luzon.;NA;;14.137 , 121.194;NA;NA;;NA;NA;NA;\Oui\;\Oui\;blanc;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01960556;Annonaceae;Anaxagorea;luzonensis;;Philippines;false;NA;NA;;Laguna;NA;NA;;01/01/1840 - 31/12/1840;NA;false;Calléry;;NA;false;8;NA;false;Maas, P.J.M. & Westra, L.Y.T.;NA;false;Manille. Calawan.;NA;;14.1453986 , 121.3149851;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/01/1982 - 31/12/1982;false;;NA;true
MNHN;P;P01960557;Annonaceae;Anaxagorea;luzonensis;;Philippines;false;NA;NA;;Laguna;NA;NA;;01/01/1840 - 31/12/1840;NA;false;Callery;;NA;false;8;NA;false;van Benthem, F.DJ.;NA;false;Manille - Calawan.;NA;;14.1453986 , 121.3149851;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/01/1982 - 31/12/1982;false;;NA;true
MNHN;P;P01960558;Annonaceae;Anaxagorea;luzonensis;;Philippines;false;NA;NA;;Rizal;NA;NA;;01/06/1892 - 30/06/1892;NA;false;Loher, A.;;NA;false;27;NA;false;Kessler, P.;NA;false;Herbarium Philippinenese. Montalban (Manila) Luzon central;NA;;14.7295 , 121.144;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;09/09/1985 - 09/09/1985;false;;NA;true
MNHN;P;P01960559;Annonaceae;Anaxagorea;luzonensis;;Philippines;false;NA;NA;;Rizal;NA;NA;;26/10/1890 - 26/10/1890;NA;false;Loher, A.;;NA;false;30;NA;false;;NA;true;Herbarium Philippinense. Monte de la Cueva de Montalban. Luzon central;NA;;14.732 , 121.165;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P01983240;Annonaceae;Popowia;polyandra;;Philippines;false;NA;NA;;Eastern Visayas (Region VIII);NA;NA;;01/03/1914 - 30/04/1914;NA;false;Ramos, M.;;NA;false;17506;NA;false;;NA;true;Philippines. Samar;NA;;11.96 , 125.11;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01983241;Annonaceae;Popowia;polyandra;;Philippines;false;NA;NA;;Northern Samar;NA;NA;false;01/02/1916 - 31/03/1916;NA;false;Sablaya, M.;;NA;false;26;NA;false;;NA;true;Philippine Islands. Catubig River. Samar;NA;;12.405389364759577 , 125.05479812622072;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01983242;Annonaceae;Popowia;polyandra;;Philippines;null;NA;NA;false;Agusan del Norte;NA;NA;false;01/10/1912 - 31/10/1912;NA;null;Elmer, A.D.E.;;NA;null;14035;NA;null;;NA;true;Philippine Islands. Cabadbaran (Mt. Urdaneta), Province of Agusan. Island of Mindanao.;NA;false;9.1231657 , 125.532318;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P01983243;Annonaceae;Popowia;polyandra;;Philippines;false;NA;NA;;Bicol Region (Region V);NA;NA;false;01/12/1913 - 31/12/1913;NA;false;Ramos, M.;;NA;false;;NA;true;Merrill, E.D.;NA;false;Philippine Plants. Prov. of Camarines. Luzon;NA;;14.013 , 122.793;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P01983244;Annonaceae;Popowia;polyandra;;Philippines;false;NA;NA;;Sorsogon;NA;NA;;01/07/1915 - 31/08/1915;NA;false;Ramos, M.;;NA;false;;NA;true;;NA;true;Philiippines. Province of Sorsogon. Luzon.;NA;;12.9707848 , 124.0052543;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01983245;Annonaceae;Popowia;polyandra;;Philippines;false;NA;NA;;Agusan del Norte;NA;NA;;01/10/1912 - 31/10/1912;NA;false;Elmer, A.D.E.;;NA;false;13544;NA;false;;NA;true;Philippine Islands. Cabadbaran (Mt. Urdaneta), province of Agusan. Island of Mindanao.;NA;;9.1231657 , 125.532318;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P01983246;Annonaceae;Popowia;pisocarpa;;Philippines;false;NA;NA;;Quezon;NA;NA;false;01/09/1926 - 31/10/1926;NA;false;Ramos, M.;Edaño, G.;NA;null;;NA;true;;NA;true;Philippines. Alabat Island;NA;false;14.12 , 122.03;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P01983251;Annonaceae;Popowia;pisocarpa;;Philippines;false;NA;NA;;Bohol;NA;NA;;01/08/1923 - 31/10/1923;NA;false;Ramos, M.;;NA;false;43372;NA;false;;NA;true;Philippines. Bohol;NA;;9.83 , 124.162;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02007476;Annonaceae;Meiogyne;virgata;;Philippines;null;NA;NA;false;Sorsogon;NA;NA;false;01/11/1915 - 30/11/1915;NA;null;Elmer, A.D.E.;;NA;null;15555;NA;null;van Heusden, E.C.H.;NA;null;Philippine islands. Irosin (Mt. Bulusan). Province of Sorsogon. Island of Luzon.;NA;false;12.767 , 124.057;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/01/1994 - 31/12/1994;null;;NA;true
MNHN;P;P02007478;Annonaceae;Meiogyne;virgata;;Philippines;false;NA;NA;;Sorsogon;NA;NA;;01/03/1916 - 31/08/1916;NA;false;Elmer, A.D.E.;;NA;false;15321;NA;false;Van Heusden, E.C.H.;NA;false;Philippine Islands. Irosin (Mts Bulusan). Province of Sorsogon. Luzon;NA;;12.7689 , 124.053;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/01/1994 - 31/12/1994;false;;NA;true
MNHN;P;P02007479;Annonaceae;Meiogyne;virgata;;Philippines;false;NA;NA;;Leyte;NA;NA;;01/02/1923 - 28/02/1923;NA;false;Edaño, G.;;NA;false;41670;NA;false;van Heusden, E.C.H.;NA;false;Philippines. Mt. Abucayan. Leyte.;NA;;10.95 , 124.85;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/01/1994 - 31/12/1994;false;;NA;true
MNHN;P;P02007487;Annonaceae;Meiogyne;mindorensis;;Philippines;null;NA;NA;false;Sorsogon;NA;NA;false;01/11/1915 - 30/11/1915;NA;null;Elmer, A.D.E.;;NA;null;15399;NA;null;Van Heusden, E.C.H.;NA;null;Philippine Islands. Irosin (Mt. Bulusan), province of Sorsogon, island of Luzon.;NA;false;12.7038417 , 124.0320966;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/01/1994 - 31/12/1994;null;;NA;true
MNHN;P;P02007488;Annonaceae;Meiogyne;mindorensis;;Philippines;false;NA;NA;;Rizal;NA;NA;;01/03/1914 - 31/03/1914;NA;false;Loher, A.;;NA;false;14159;NA;false;Kessler, P.;NA;false;Philippines. Luzon. Angilog. Rizal Province;NA;;14.883 , 121.333;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/05/2004 - 31/05/2004;false;;NA;true
MNHN;P;P02007489;Annonaceae;Meiogyne;mindorensis;;Philippines;null;NA;NA;false;Oriental Mindoro;NA;NA;false;01/11/1925 - 31/12/1925;NA;null;Ramos, M.;;NA;null;;NA;true;Kessler, P.;NA;null;Philippines. Puerto Galera. Mindoro;NA;false;13.5018252 , 120.9541838;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/05/2004 - 31/05/2004;null;;NA;true
MNHN;P;P02007490;Annonaceae;Meiogyne;mindorensis;;Philippines;false;NA;NA;;Occidental Mindoro;NA;NA;false;01/04/1921 - 30/04/1921;NA;false;Ramos, M.;;NA;false;39775;NA;null;Kessler, P.;NA;null;Philippines. Paluan. Mindoro;NA;false;13.4155816 , 120.4623373;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/05/2004 - 31/05/2004;null;;NA;true
MNHN;P;P02007491;Annonaceae;Meiogyne;mindorensis;;Philippines;false;NA;NA;;Surigao del Norte;NA;NA;false;01/06/1919 - 30/06/1919;NA;false;Ramos, M.;Pascasio, J.;NA;false;;NA;true;Kessler, P.;NA;null;Philippines. Siargao island;NA;false;9.9051382 , 126.05119282649673;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/05/2009 - 31/05/2009;null;;NA;true
