specimen...institute;specimen...collection;specimen...code;specimen...family;specimen...genus;specimen...specific_epithet;unusable...cause;country...country;country...cultivated;country...guessed;country...not_sure;country...no_info;region1...region;region1...guessed;region1...not_sure;region1...no_info;collect_date...collect_date;collect_date...not_sure;collect_date...no_info;collector...collector;collector...other_collectors;collector...not_sure;collector...no_info;collect_number...number;collect_number...note_sure;collect_number...no_info;identifier...identifier;identifier...not_sure;identifier...no_info;locality...locality;locality...not_sure;locality...no_info;geo...position;geo...precision;geo...not_sure;geo...no_info;owner...owner;owner...no_info;owner...not_sure;flower...flower;flower...info_color;flower...color_flowers;flower...not_sure;fruit...fruit;fruit...info_color;fruit...color_fruits;fruit...not_sure;Date.deter...collect_date;Date.deter...pas.d.information;altitude...altitude;altitude...not_sure;altitude...no_info
MNHN;P;P02029170;Annonaceae;Artabotrys;suaveolens;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;;NA;true;Cumming;;NA;false;1818;NA;null;;NA;true;Manille;NA;false;14.5907332 , 120.9809674;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02029171;Annonaceae;Artabotrys;suaveolens;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;;NA;true;Cumming;;NA;false;2309;NA;false;;NA;true;Manille;NA;;14.5907332 , 120.9809674;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01964100;Annonaceae;Fissistigma;fulgens;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;;NA;true;Gardner;;NA;false;2340;NA;false;;NA;true;Manilia;NA;;14.5907332 , 120.9809674;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01981680;Annonaceae;Cyathocalyx;apoensis;;Philippines;null;NA;NA;false;Cotabato;NA;NA;false;01/04/1923 - 31/05/1923;NA;null;Sulit, M.;;NA;null;29739;NA;null;Kessler, P.;NA;null;Philippines. Cotabato Prov. Mindanao;NA;false;7.27 , 124.86;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/11/2003 - 30/11/2003;null;;NA;true
MNHN;P;P01981681;Annonaceae;Cyathocalyx;apoensis;;Philippines;null;NA;NA;false;Bukidnon;NA;NA;false;01/08/1912 - 31/08/1912;NA;null;Fénix, E.;;NA;null;15666;NA;null;Kessler, P.;NA;null;Philippines. Bukidnon subprovince. Mindanao;NA;false;8.02 , 125.0;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/11/2003 - 30/11/2003;null;;NA;true
MNHN;P;P01981682;Annonaceae;Cyathocalyx;apoensis;;Philippines;false;NA;NA;;Agusan del Norte;NA;NA;false;01/08/1912 - 31/08/1912;NA;false;Elmer, A.D.E.;;NA;false;13625;NA;false;Kessler, P.;NA;null;Philippine Islands. Cabadbaran (Mt. Urdaneta). Province of Agusan. Island of Mindanao.;NA;false;9.1231657 , 125.532318;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/11/2003 - 30/11/2003;null;;NA;true
MNHN;P;P01981683;Annonaceae;Cyathocalyx;apoensis;;Philippines;false;NA;NA;;Leyte;NA;NA;;01/02/1923 - 28/02/1923;NA;false;Edaño, G.;;NA;false;41683;NA;false;Kessler, P.;NA;false;Philippines. Mt. Abucayan. Leyte.;NA;;10.95 , 124.85;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Oui\;\Non\;;NA;01/11/2003 - 30/11/2003;false;;NA;true
MNHN;P;P01981684;Annonaceae;Cyathocalyx;apoensis;;Philippines;false;NA;NA;;Northern Samar;NA;NA;;01/02/1916 - 31/03/1916;NA;false;Sablaya, M.;;NA;false;48;NA;false;Kessler, P.;NA;false;Philippines. Catubig River, Samar;NA;;12.467 , 125.03;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/11/2003 - 30/11/2003;false;;NA;true
MNHN;P;P01981685;Annonaceae;Cyathocalyx;apoensis;;Philippines;false;NA;NA;;Eastern Visayas (Region VIII);NA;NA;;01/04/1914 - 30/04/1914;NA;false;Ramos, M.;;NA;false;;NA;true;Kessler, P.;NA;false;Philippine Plants. Samar;NA;;11.96 , 125.11;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/11/2003 - 30/11/2003;false;;NA;true
MNHN;P;P01981686;Annonaceae;Cyathocalyx;apoensis;;Philippines;false;NA;NA;;Northern Samar;NA;NA;;01/02/1916 - 31/03/1916;NA;false;Ramos, M.;;NA;false;24322;NA;false;Kessler, P.;NA;false;Philippines. Catubig River, Samar;NA;;12.467 , 125.03;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/11/2003 - 30/11/2003;false;;NA;true
MNHN;P;P02029177;Annonaceae;Artabotrys;uncinatus;;Philippines;false;NA;NA;;;NA;NA;true;;NA;true;Merrill;;NA;false;964;NA;false;Merrill;NA;false;[Philippines];NA;;;NA;NA;true;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P02029178;Annonaceae;Artabotrys;uncinatus;;Philippines;false;NA;NA;;Rizal;NA;NA;;01/01/1915 - 31/01/1915;NA;false;Merrill;;NA;false;784;NA;false;Merrill;NA;false;Antipolo, Rizal Province, Luzon, Philippines;NA;;14.626 , 121.124;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02029185;Annonaceae;Artabotrys;sp.;;Philippines;false;NA;NA;;;NA;NA;true;;NA;true;Cuming;;NA;false;970;NA;false;;NA;true;Philippines;NA;;;NA;NA;true;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02029186;Annonaceae;Artabotrys;sp.;;Philippines;false;NA;NA;;;NA;NA;true;;NA;true;Loher, A.;;NA;false;33;NA;false;;NA;true;Herbarium Philippinense. Luzon central;NA;;;NA;NA;true;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02029192;Annonaceae;Artabotrys;sp.;;Philippines;false;NA;NA;;Palawan;NA;NA;;01/05/1913 - 31/05/1913;NA;false;Merrill, E.D.;;NA;false;9632;NA;false;Merrill, E.D.;NA;false;Philippines. Palawan. Malampaya Bay;NA;;10.799 , 119.412;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02029196;Annonaceae;Artabotrys;sp.;;Philippines;false;NA;NA;;Rizal;NA;NA;;;NA;true;Loher, A.;;NA;false;34;NA;false;Kessler, P.;NA;false;Rio Puray junto del sitio Jabaciuhan malaqui. Luzon central;NA;;14.749 , 121.155;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;09/09/1985 - 09/09/1985;false;;NA;true
MNHN;P;P02029202;Annonaceae;Artabotrys;cumingianus;;Philippines;false;NA;NA;;Bataan;NA;NA;;01/03/1905 - 31/03/1905;NA;false;Borden, T.E.;;NA;false;2950;NA;false;;NA;true;Philippines. Lamao River, Mt. Mariveles, Province of Batan, Luzon.;NA;;14.517 , 120.521;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02029203;Annonaceae;Artabotrys;cumingianus;;Philippines;null;NA;NA;false;Bataan;NA;NA;false;01/04/1904 - 30/04/1904;NA;null;Whitford, H.N.;;NA;null;4;NA;null;;NA;true;Philippines. Lamao River, Mt. Mariveles, Province of Bataan, Luzon.;NA;false;14.52 , 120.511;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02029204;Annonaceae;Artabotrys;cumingianus;;Philippines;null;NA;NA;false;Occidental Mindoro;NA;NA;false;01/04/1921 - 30/04/1921;NA;null;Ramos, M.;;NA;null;;NA;true;;NA;true;Philippines. Paluan. Mindoro;NA;false;13.4155816 , 120.4623373;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02029205;Annonaceae;Artabotrys;cumingianus;;Philippines;null;NA;NA;false;Quezon;NA;NA;false;01/09/1926 - 31/10/1926;NA;null;Ramos, M.;Edaño, G.;NA;null;;NA;true;;NA;true;Philippines Alabat Island;NA;false;14.1057926 , 122.0147195;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00411188;Annonaceae;Oxymitra;philippinensis;;Philippines;false;NA;NA;;Palawan;NA;NA;;01/05/1913 - 31/05/1913;NA;false;Merrill, E.D.;;NA;false;9413;NA;false;;NA;true;Philippines. Malampaya Bay. Palawan;NA;;10.778 , 119.418;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00411189;Annonaceae;Friesodielsia;philippinensis;;Philippines;false;NA;NA;;Palawan;NA;NA;;01/05/1913 - 31/05/1913;NA;false;Merrill, E.D.;;NA;false;9413;NA;false;Kessler, P.;NA;null;Philippines. Malampaya Bay. Palawan;NA;;10.778 , 119.418;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/11/2003 - 30/11/2003;null;;NA;true
MNHN;P;P00411198;Annonaceae;Friesodielsia;paucinervia;;Philippines;null;NA;NA;false;Agusan del Norte;NA;NA;false;01/09/1912 - 30/09/1912;NA;null;Elmer, A.D.E.;;NA;null;13946;NA;null;Kessler, P.;NA;null;Philippine Islands. Cabadbaran (Mt. Urdaneta), Province of Agusan. Island of Mindanao.;NA;false;9.1231657 , 125.532318;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/06/2004 - 30/06/2004;false;;NA;true
MNHN;P;P00732323;Annonaceae;Polyalthia;dolichophylla;;Philippines;false;NA;NA;;Capiz;NA;NA;;01/04/1918 - 31/05/1918;NA;false;Ramos, M.;Edaño, G.;NA;false;30873;NA;false;;NA;true;Philippines. Jamindan. Capiz Province. Panay;NA;;11.4089123 , 122.5105924;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00732347;Annonaceae;Polyalthia;pinnatinervia;;Philippines;false;NA;NA;;Agusan del Norte;NA;NA;;01/08/1912 - 31/08/1912;NA;false;Elmer, A.D.E.;;NA;false;13611;NA;false;Elmer, A.D.E.;NA;false;Philippine Islands. Cabadbaran (Mt. Urdaneta), province of Agusan, island of Mindanao;NA;;9.1231657 , 125.532318;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00732348;Annonaceae;Polyalthia;ramosii;;Philippines;false;NA;NA;;Eastern Visayas (Region VIII);NA;NA;;01/04/1914 - 30/04/1914;NA;false;Ramos, M.;;NA;false;1660;NA;false;Merrill, E.D.;NA;false;Philippine plants. Samar;NA;;11.96 , 125.11;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P00732383;Annonaceae;Friesodielsia;mindorensis;;Philippines;null;NA;NA;false;Oriental Mindoro;NA;NA;false;01/06/1922 - 30/06/1922;NA;null;Ramos, M.;;NA;null;;NA;true;;NA;true;Philippines. Pinamalayan. Mindoro.;NA;false;13.0386691 , 121.4801563;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01753467;Annonaceae;Meiogyne;virgata;;Philippines;null;NA;NA;false;Eastern Visayas (Region VIII);NA;NA;false;01/04/1914 - 30/04/1914;NA;null;Ramos, M.;;NA;null;1640;NA;null;van Heusden, E.C.H.;NA;null;Philippines. Samar;NA;false;11.96 , 125.11;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/01/1994 - 31/12/1994;null;;NA;true
MNHN;P;P01753468;Annonaceae;Meiogyne;virgata;;Philippines;false;NA;NA;;Northern Samar;NA;NA;false;01/02/1916 - 31/03/1916;NA;false;Sablaya, M.;;NA;null;23;NA;null;van Heusden, E.C.H.;NA;null;Philippine Islands. Catubig River. Samar;NA;false;12.467 , 125.03;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/01/1994 - 31/12/1994;null;;NA;true
MNHN;P;P01964270;Annonaceae;Uvaria;sp.;;Philippines;false;NA;NA;;Biliran;NA;NA;;01/06/1914 - 30/06/1914;NA;false;McGregor, R.C.;;NA;false;18878;NA;false;;NA;true;Philippines. Biliran;NA;;11.6 , 124.49;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01964271;Annonaceae;Uvaria;sp.;;Philippines;false;NA;NA;;Zamboanga del Sur;NA;NA;false;01/09/1912 - 31/10/1912;NA;false;Reillo, J.;;NA;false;;NA;true;;NA;true;Philippines. Santa Maria. District of Zamboanga. Mindanao;NA;false;6.933 , 122.0655;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P01964272;Annonaceae;Uvaria;sp.;;Philippines;false;NA;NA;;Davao del Sur;NA;NA;;01/08/1912 - 31/08/1912;NA;false;Fénix, E.;;NA;false;;NA;true;;NA;true;Philippines. District of Davao. Mindanao;NA;;7.0644123 , 125.6090916;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P01964273;Annonaceae;Uvaria;sp.;;Philippines;null;NA;NA;false;National Capital Region (NCR);NA;NA;false;;NA;true;Cumming;;NA;null;1424;NA;null;;NA;true;Manille;NA;false;14.5907332 , 120.9809674;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01964274;Annonaceae;Uvaria;sp.;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;01/01/1857 - 31/12/1857;NA;false;Barthe;;NA;false;;NA;true;;NA;true;Manille;NA;;14.5907332 , 120.9809674;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01964275;Annonaceae;Uvaria;sp.;;Philippines;false;NA;NA;;Benguet;NA;NA;;01/05/1914 - 31/05/1914;NA;false;Merrill, E.D.;;NA;false;9666;NA;false;Merrill, E.D.;NA;false;Philippines. Benguet Subprovince. Luzon;NA;;14.797 , 121.07;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01964276;Annonaceae;Uvaria;sp.;;Philippines;null;NA;NA;false;National Capital Region (NCR);NA;NA;false;30/11/1896 - 30/11/1896;NA;null;Loher, A.;;NA;null;55;NA;null;;NA;true;Herbarium Philippinense. Manila. Luzon central;NA;false;14.5907332 , 120.9809674;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01964277;Annonaceae;Uvaria;sp.;;Philippines;false;NA;NA;;;NA;NA;true;;NA;true;Loher;;NA;false;;NA;true;;NA;true;Herb Philippinense;NA;;;NA;NA;true;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01964278;Annonaceae;Uvaria;sp.;;Philippines;false;NA;NA;;Laguna;NA;NA;;01/01/1840 - 31/12/1840;NA;false;Calléry;;NA;false;;NA;true;;NA;true;Manille. Calawan.;NA;;14.1454 , 121.315;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P01964279;Annonaceae;Uvaria;sp.;;Philippines;false;NA;NA;;Central Luzon (Region III);NA;NA;;;NA;true;Loher, A.;;NA;false;56;NA;false;;NA;true;Herbarium Philippinense. Luzon central;NA;;;NA;NA;true;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01964280;Annonaceae;Uvaria;sp.;;Philippines;null;NA;NA;false;Biliran;NA;NA;false;01/06/1914 - 30/06/1914;NA;null;McGregor, R.C.;;NA;null;;NA;true;;NA;true;Philippines. Biliran;NA;false;11.58 , 124.47;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01981753;Annonaceae;Cyathocalyx;globosus;;Philippines;false;NA;NA;;Quezon;NA;NA;;01/05/1908 - 31/05/1908;NA;false;Curran, H.M.;;NA;false;10401;NA;false;Kessler;NA;false;Philippines. Tayabas Prov., Luzon;NA;;14.0263471 , 121.5918364;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/06/2004 - 30/06/2004;false;;NA;true
MNHN;P;P01983475;Annonaceae;Annona;reticulata;;Philippines;false;NA;NA;;Laguna;NA;NA;;10/12/1894 - 10/12/1894;NA;false;Langlassé, E.;;NA;false;127;NA;false;;NA;true;Monte de Pieda;NA;;14.1364 , 121.1944;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01983476;Annonaceae;Annona;reticulata;;Philippines;false;NA;NA;;Laguna;NA;NA;;10/12/1894 - 10/12/1894;NA;false;Langlassé, E.;;NA;false;127;NA;false;;NA;true;Monte de Pieda;NA;;14.1364 , 121.1944;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P02029214;Annonaceae;Artabotrys;hamatus;;Philippines;null;NA;NA;false;National Capital Region (NCR);NA;NA;false;;NA;true;Cumming;;NA;null;1495;NA;null;;NA;true;Manille;NA;false;14.5907332 , 120.9809674;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02029215;Annonaceae;Artabotrys;hamatus;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;01/01/1857 - 31/12/1857;NA;false;Barthe;;NA;false;;NA;true;;NA;true;Manille;NA;;14.591 , 120.981;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02029217;Annonaceae;Artabotrys;rolfei;;Philippines;false;NA;NA;;Rizal;NA;NA;;01/07/1917 - 31/07/1917;NA;false;Ramos, M.;Edaño, G.;NA;false;29533;NA;false;;NA;true;Philippines. Antipolo. Province of Rizal. Luzon;NA;;14.5870262 , 121.1758611;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P02029218;Annonaceae;Artabotrys;rolfei;;Philippines;false;NA;NA;;Rizal;NA;NA;;01/09/1915 - 30/09/1915;NA;false;Ramos, M.;;NA;false;23858;NA;false;;NA;true;Philippines. Province of Rizal. Luzon;NA;;14.65 , 121.25;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02029219;Annonaceae;Artabotrys;rolfei;;Philippines;false;NA;NA;;Palawan;NA;NA;;01/05/1913 - 31/05/1913;NA;false;Merrill, E.D.;;NA;false;1381;NA;false;;NA;true;Philippine plants. Palawan.;NA;;10.0 , 118.75;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02029220;Annonaceae;Artabotrys;rolfei;;Philippines;false;NA;NA;;Basilan;NA;NA;;01/09/1912 - 30/09/1912;NA;false;Reillo, J.;;NA;false;16357;NA;false;;NA;true;Philippines. Basilan;NA;;6.579 , 122.035;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02029221;Annonaceae;Artabotrys;rolfei;;Philippines;false;NA;NA;;Sorsogon;NA;NA;;01/09/1916 - 30/09/1916;NA;false;Elmer, A.D.E.;;NA;false;17363;NA;false;;NA;true;Irosin (Mt. Bulusan), Province of Sorsogon. Island of Luzon;NA;;12.768 , 124.056;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02029222;Annonaceae;Artabotrys;rolfei;;Philippines;false;NA;NA;;Bataan;NA;NA;;01/10/1903 - 31/10/1903;NA;false;Merrill, E.D.;;NA;false;3300;NA;false;;NA;true;Philippines. Lamao River, Mt. Mariveles. Province de Bataan Luzon;NA;;14.52 , 120.511;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02029223;Annonaceae;Artabotrys;rolfei;;Philippines;false;NA;NA;;Palawan;NA;NA;;01/04/1911 - 30/04/1911;NA;false;Elmer, A.D.E.;;NA;false;12942;NA;false;Elmer, A.D.E.;NA;false;Philippine. Puerto Princesa (Mt. Pulgar), Province of Palawan. Island of Palawan.;NA;;9.791415797696828 , 118.60410690307617;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02029224;Annonaceae;Artabotrys;sp.;;Philippines;false;NA;NA;;Capiz;NA;NA;false;01/04/1918 - 31/05/1918;NA;false;Ramos, M.;Edaño, G.;NA;null;30949;NA;false;;NA;true;Philippines. Jamindan. Capiz province. Panay;NA;;11.4089123 , 122.5105924;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02029225;Annonaceae;Artabotrys;luteus;;Philippines;false;NA;NA;;Catanduanes;NA;NA;;14/11/1917 - 11/12/1917;NA;false;Ramos, M.;;NA;false;30153;NA;false;;NA;true;Philippines. Catanduanes;NA;;13.833 , 124.25;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02029226;Annonaceae;Artabotrys;luteus;;Philippines;false;NA;NA;;Sorsogon;NA;NA;;01/05/1925 - 30/06/1925;NA;false;Ramos, M.;Edaño, G.;NA;false;45432;NA;false;;NA;true;Philippines. Casiguran. Tayabas Province. Luzon;NA;;12.8719998 , 124.0067371;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02006095;Annonaceae;Xylopia;sp.;;Philippines;null;NA;NA;false;Cagayan Valley (Region II);NA;NA;false;07/04/1992 - 07/04/1992;NA;null;Ridsdale;Baquiran;NA;null;ISU 384;NA;null;Kessler;NA;null;Philippines, Palanan area, N.E. Luzon. Digallorin, Divinisa camp site. Alt. 50 m.;NA;false;16.833333333333332 , 122.43333333333334;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Oui\;\Oui\;brun;NA;;true;50;NA;null
MNHN;P;P02006105;Annonaceae;Xylopia;sp.;;Philippines;false;NA;NA;;Isabela;NA;NA;;05/04/1992 - 05/04/1992;NA;false;Ridsdale;Bacquiran;NA;false;ISU 360;NA;false;Kessler;NA;false;Philippines. Palanan area, N.E. Luzon. Digallorin, Divinisa camp site. Alt. 50 m.;NA;;16.833333333333332 , 122.43333333333334;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;50;NA;false
MNHN;P;P00732402;Annonaceae;Goniothalamus;epiphyticus;;Philippines;false;NA;NA;false;Agusan del Norte;NA;NA;;01/08/1912 - 31/08/1912;NA;false;Elmer, A.D.E.;;NA;false;13535;NA;false;Elmer, A.D.E.;NA;false;Philippine islands. Cabadbaran (Mt. Urdaneta), province of Agusan. Island of Mindanao;NA;;9.1232986 , 125.5322203;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P00732406;Annonaceae;Goniothalamus;oblongipetalus;;Philippines;false;NA;NA;;Sorsogon;NA;NA;false;01/09/1915 - 30/09/1915;NA;false;Ramos, M.;;NA;false;23680;NA;false;;NA;true;Philippines. Bulusan volcano. Province of Sorsogon. Luzon;NA;;12.76888888888889 , 124.05361111111111;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00732408;Annonaceae;Goniothalamus;puncticulifolius;;Philippines;false;NA;NA;;Occidental Mindoro;NA;NA;;01/04/1921 - 30/04/1921;NA;false;Ramos, M.;;NA;false;39519;NA;false;Lerat, E.;NA;false;Philippines. Paluan. Mindoro;NA;;13.4155816 , 120.4623373;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/01/2010 - 31/12/2010;false;;NA;true
MNHN;P;P00732409;Annonaceae;Goniothalamus;puncticulifolius;;Philippines;null;NA;NA;false;Occidental Mindoro;NA;NA;false;01/04/1921 - 30/04/1921;NA;null;Ramos, M.;;NA;null;39676;NA;null;Lerat, E.;NA;false;Philippines. Paluan. Mindoro;NA;false;13.4155816 , 120.4623373;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/01/2010 - 31/12/2010;false;;NA;true
MNHN;P;P00734860;Annonaceae;Xylopia;densifolia;;Philippines;false;NA;NA;;Capiz;NA;NA;;01/05/1910 - 31/05/1910;NA;false;Elmer, A.D.E.;;NA;false;12471;NA;false;Elmer, A.D.E.;NA;false;Philippine Islands. Magallanes (Mt. Giting-Giting), province of Capiz. Island of Sibuyan.;NA;;12.414 , 122.568;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P01753513;Annonaceae;Desmos;chinensis;;Philippines;null;NA;NA;false;Zamboanga Sibugay;NA;NA;false;01/10/1919 - 30/11/1919;NA;null;Ramos, M.;Edaño, G.;NA;null;;NA;true;;NA;true;Philippines. Malangas, Zamboanga District Mindanao;NA;false;7.626388888888889 , 123.03388888888888;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P01753517;Annonaceae;Desmos;chinensis;;Philippines;false;NA;NA;;Basilan;NA;NA;;01/10/1912 - 31/10/1912;NA;false;Miranda, D.P.;;NA;false;20092;NA;false;;NA;true;Philippines. Basilan;NA;;6.591 , 121.897;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00734925;Annonaceae;Melodorum;prismaticum;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;;NA;true;Cumming;;NA;false;2344;NA;false;;NA;true;Manille;NA;;14.5907332 , 120.9809674;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P01753526;Annonaceae;Desmos;chinensis;;Philippines;null;NA;NA;false;Palawan;NA;NA;false;01/07/1884 - 31/07/1884;NA;null;Marche, A.;;NA;null;234;NA;null;Kessler, P.;NA;null;Malbato. Ile Busuanga, Philippines;NA;false;12.032 , 120.114;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/11/2003 - 30/11/2003;null;;NA;true
MNHN;P;P01753527;Annonaceae;Desmos;chinensis;;Philippines;false;NA;NA;;Palawan;NA;NA;;01/07/1884 - 31/07/1884;NA;false;Marche, A.;;NA;false;234;NA;false;Kessler, P.;NA;false;Malbato. Ile Busuanga, Philippines;NA;;12.026 , 120.118;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/11/2003 - 30/11/2003;false;;NA;true
MNHN;P;P01753528;Annonaceae;Desmos;chinensis;;Philippines;false;NA;NA;;Palawan;NA;NA;;01/07/1884 - 31/07/1884;NA;false;Marche, A.;;NA;false;234;NA;false;Kessler, P.;NA;false;Malbato. Ile Busuanga. Philippines;NA;;12.029 , 120.1175;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/11/2003 - 30/11/2003;false;;NA;true
