;scientific_name;genus;species-tobesplit;country_id;locality;ddlat;ddlong;recorded_by;colnum;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;barcode;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;prel_bc;prel_herbCode;prel_code;prel_code_X
257;Polyalthia microtus Miq.;Polyalthia;Polyalthia microtus;ID;Wanariset, Rintis Wartono Kadri;-0.983333;116.933333;Kessler PJA;Kessler, PJA  586 ;7;2;1991;Heusden ECH van;;;Botany;L.4369883;0;0;0;0;0;0;;;;0;0;0;4369883;L;L.;
258;Polyalthia microtus Miq.;Polyalthia;Polyalthia microtus;ID;Loa Haur, west of Samarinda;-0.6;117.05;Kostermans AJGH;Kostermans, AJGH  6973 ;16;5;1952;Johnson DM;;;Botany;L.4369858;0;0;0;0;0;0;;;;0;0;0;4369858;L;L.;
259;Polyalthia microtus Miq.;Polyalthia;Polyalthia microtus;ID;Coal mining company KPC, Sangatta, Tanjung Bara area, road from Sangatta Baru to Tanjung Bara camp;0.083333;117.066667;"Kessler PJA; et al.";"Kessler, PJA; et al.  1196 ";14;4;1995;Kessler PJA;;;Botany;L.4369865;0;0;0;0;0;0;;;;0;0;0;4369865;L;L.;
260;Polyalthia microtus Miq.;Polyalthia;Polyalthia microtus;ID;Indonesia, East Kalimantan, Berau, IHUTANI I area, in plot 3/square 3, Berau forest management Project;1.916667;117.233333;"Kessler PJA; et al.";"Kessler, PJA; et al. Berau 7 A";2;10;1996;Kessler PJA;;;Botany;L.4369844;0;0;0;0;0;0;;;;0;0;0;4369844;L;L.;
261;Polyalthia microtus Miq.;Polyalthia;Polyalthia microtus;ID;KPC area, Road to Muara Wahu, near plot P-6;0.65;117.483333;"Kessler PJA; et al.";"Kessler, PJA; et al.  1379 ";5;4;1996;Kessler PJA;;;Botany;L.4369873;0;0;0;0;0;0;;;;0;0;0;4369873;L;L.;
262;Polyalthia microtus Miq.;Polyalthia;Polyalthia microtus;ID;Wanariset I area, off km 2.5, Wanariset-Semoi road, jalan Aren.;-0.983333;116.933333;"Ambriansyah; Arifin Z";"Ambriansyah; Arifin, Z AA 276 ";13;11;1991;Heusden ECH van;;;Botany;L.4369880;0;0;0;0;0;0;;;;0;0;0;4369880;L;L.;
263;Polyalthia microtus Miq.;Polyalthia;Polyalthia microtus;ID;KPC area, Road Sangkulirang to Muara Wahau;0.633333;117.5;"Arifin Z; Arbainsyah";"Arifin, Z; Arbainsyah AA 1642 ";4;4;1996;;;;Botany;L.4369877;0;0;0;0;0;0;;;;0;0;0;4369877;L;L.;
264;Monoon Miq.;Monoon;;ID;Berau, Mt. Njapa on Kelai River;1.416666;115.883333;Kostermans AJGH;Kostermans, AJGH  21339 ;18;10;1963;Johnson DM;;;Botany;L.4369860;0;0;0;0;0;0;;;;0;0;0;4369860;L;L.;
265;Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;Polyalthia cauliflora;ID;Berau, Tdg. Redeb, Kelai River near Long Lanuk;1.966667;117.333333;Kostermans AJGH;Kostermans, AJGH  21167 ;8;10;1963;Johnson DM;;;Botany;L.4369857;0;0;0;0;0;0;;;;0;0;0;4369857;L;L.;
266;Polyalthia microtus Miq.;Polyalthia;Polyalthia microtus;ID;East Kalimantan, ITTO area, Km 6 to Semoi road;-1.0;117.0;"Ambriansyah; Arifin Z; Arbainsya";"Ambriansyah; Arifin, Z; Arbainsya AA 1384 ";17;10;1995;Johnson DM;;;Botany;L.4369831;0;0;0;0;0;0;;;;0;0;0;4369831;L;L.;
267;Polyalthia microtus Miq.;Polyalthia;Polyalthia microtus;ID;East Kalimantan, KPC area, East Bengalon;0.833333;117.566667;"Kessler PJA; et al.";"Kessler, PJA; et al.  1272 ";17;3;1996;Kessler PJA;;;Botany;L.4369872;0;0;0;0;0;0;;;;0;0;0;4369872;L;L.;
268;Monoon lateriflorum (Blume) Miq.;Polyalthia;Polyalthia lateriflora;ID;Indonesia, East Kalimantan, Berau, INHUTANI I area, in plot 3/square 2;1.916667;117.216667;"Kessler PJA; et al.";"Kessler, PJA; et al. Berau 14 ";2;10;1996;Johnson DM;;;Botany;L.4369847;0;0;0;0;0;0;;;;0;0;0;4369847;L;L.;
269;Polyalthia lasioclada I.M.Turner;Polyalthia;Polyalthia lasioclada;ID;"W Koetai; no. 12, near Liham Batoe Beng";0.666667;116.833333;Endert FH;Endert, FH  2319 ;30;7;1925;Johnson DM;;;Botany;L.4369854;0;0;0;0;0;0;;;;0;0;0;4369854;L;L.;
270;Polyalthia igniflora D.M.Johnson;Polyalthia;Polyalthia igniflora;ID;PT. Inhutani area, to plot 1 & 2;1.916667;117.216667;"Sidiyasa K; et al.";"Sidiyasa, K; et al. Berau 1230 ";11;5;1998;Johnson DM;;;Botany;L.4369876;0;0;0;0;0;0;;;;0;0;0;4369876;L;L.;
271;Monoon Miq.;Monoon;;ID;Central Kalimantan, near nursery;-1.4;112.45;"Kessler PJA; et al.";"Kessler, PJA; et al.  1516 ";27;10;1996;Johnson DM;;;Botany;L.4369846;0;0;0;0;0;0;;;;0;0;0;4369846;L;L.;
272;Monoon anomalum (Becc.) B.Xue & R.M.K.Saunders;Polyalthia;Polyalthia anomala;ID;PT. Inhutani I Berau area. Along small stream near Camp 35.;1.9;117.216667;"Sidiyasa K; et al.";"Sidiyasa, K; et al. Berau 1260 ";17;5;1998;Johnson DM;;;Botany;L.4369897;0;0;0;0;0;0;;;;0;0;0;4369897;L;L.;
273;Polyalthia microtus Miq.;Polyalthia;Polyalthia microtus;ID;Indonesia, East Kalimantan, KPC area, Sangatta, DS 2 dump area;0.833333;117.583333;"Kessler PJA; et al.";"Kessler, PJA; et al.  2277 ";31;3;1997;Kessler PJA;;;Botany;L.4369842;0;0;0;0;0;0;;;;0;0;0;4369842;L;L.;
274;Polyalthia microtus Miq.;Polyalthia;Polyalthia microtus;ID;East Kalimantan, KPC area, Bengalon, near plot P-3;0.8;117.533333;"Ambriansyah; et al.";"Ambriansyah; et al. AA 1563 ";18;3;1996;Kessler PJA;;;Botany;L.4369839;0;0;0;0;0;0;;;;0;0;0;4369839;L;L.;
275;Polyalthia Blume;Polyalthia;;ID;Long Iram subdistrict, Maruwai, block Lampunut;-0.066667;114.866667;"Kessler PJA; et al.";"Kessler, PJA; et al.  2637 ";19;3;1999;;;;Botany;L.4369853;0;0;0;0;0;0;;;;0;0;0;4369853;L;L.;
276;Polyalthia microtus Miq.;Polyalthia;Polyalthia microtus;ID;Wanariset I area, off km 2.5, Wanariset-Semoi road, jalan Aren.;-0.983333;116.933333;"Ambriansyah; Arifin Z";"Ambriansyah; Arifin, Z AA 276 ";13;11;1991;Heusden ECH van;;;Botany;L.4369881;0;0;0;0;0;0;;;;0;0;0;4369881;L;L.;
277;Polyalthia microtus Miq.;Polyalthia;Polyalthia microtus;ID;KPC area, Bengalon, Kuari;0.85;117.633333;"Arifin Z; Arbainsyah";"Arifin, Z; Arbainsyah AA 1819 ";20;4;1996;Arifin Z;;;Botany;L.4369878;0;0;0;0;0;0;;;;0;0;0;4369878;L;L.;
278;Polyalthia microtus Miq.;Polyalthia;Polyalthia microtus;ID;P.T. Inhutani I Berau area. Plot 1, RKL.4, Km.28 from Labanan.;2.016667;117.216667;"Sidiyasa K; et al.";"Sidiyasa, K; et al. Berau 1255 ";16;5;1998;Johnson DM;;;Botany;L.4369896;0;0;0;0;0;0;;;;0;0;0;4369896;L;L.;
279;Polyalthia microtus Miq.;Polyalthia;Polyalthia microtus;ID;Indonesia, East Kalimantan, Wanariset, Road from Samboja to Semoi, km 1.5;-1.0;117.0;Hamdi AFO;Hamdi, AFO AA 2111 ;20;2;1997;Arifin Z;;;Botany;L.4369841;0;0;0;0;0;0;;;;0;0;0;4369841;L;L.;
280;Polyalthia microtus Miq.;Polyalthia;Polyalthia microtus;ID;Indonesia, East Kalimantan, KPC area, Bengalon, road Sepaso - Muara Wahua;0.683333;117.516667;"Ambriansyah; Arifin Z";"Ambriansyah; Arifin, Z AA 1463 ";10;4;1996;Arifin Z;;;Botany;L.4369838;0;0;0;0;0;0;;;;0;0;0;4369838;L;L.;
281;Monoon Miq.;Monoon;;ID;North part of Kutai distr., P.T. Porodisa logging area Bengalon.;0.833333;117.616667;"Sidiyasa K; et al.";"Sidiyasa, K; et al.  1119 ";17;11;1994;Johnson DM;;;Botany;L.4369892;0;0;0;0;0;0;;;;0;0;0;4369892;L;L.;
282;Polyalthia motleyana (Hook.f.) Airy Shaw;Polyalthia;Polyalthia motleyana;ID;Kab. Bulungan, Gunung Lunjut, Kayan Mentarang National Park;2.6;115.583333;"Sidiyasa K; Arifin Z";"Sidiyasa, K; Arifin, Z  1526 ";5;3;1999;Johnson DM;;;Botany;L.4369852;0;0;0;0;0;0;;;;0;0;0;4369852;L;L.;
283;Mitrephora endertii Weeras. & R.M.K.Saunders;Mitrephora;Mitrephora endertii;ID;Berau, Mt. Njapa on Kelai River;1.416666;115.883333;Kostermans AJGH;Kostermans, AJGH  21465 ;23;10;1963;Johnson DM;;;Botany;L.4369849;0;0;0;0;0;0;;;;0;0;0;4369849;L;L.;
284;Mezzettia leptopoda (Hook.f. & Thomson) Oliv.;Mezzettia;Mezzettia parviflora;ID;;-2.916667;104.75;Endert FH;Endert, FH E 462 ;;;;;;;Botany;L  0963726;0;0;0;0;0;0;;;;0;0;0;0963726;L;L  ;
285;Xylopia caudata Hook.f. & Thomson;Xylopia;Xylopia caudata;ID;Riouw en Ond Lingga;-0.2;104.616667;Boschproefstation;Boschproefstation bb 17174 ;14;11;1932;"Johnson DM; Murray NA";;;Botany;L  0971656;0;0;0;0;0;0;;;;0;0;0;0971656;L;L  ;
286;Alphonsea javanica Scheff.;Alphonsea;Alphonsea javanica;ID;;-2.6351;121.0948;Unknown;Unknown Cel V 229 ;;;;;;;Botany;L  0971375;0;0;0;0;0;0;;;;0;0;0;0971375;L;L  ;
287;Xylopia L.;Xylopia;;ID;;-2.916667;104.75;Endert FH;Endert, FH E 341 ;;;;;;;Botany;L  0963653;0;0;0;0;0;0;;;;0;0;0;0963653;L;L  ;
288;Mitrephora ferruginea Boerl. ex Koord.;Mitrephora;Mitrephora ferruginea;ID;;-2.6351;121.0948;Unknown;Unknown Cel V 194 ;;;;;;;Botany;L  0972911;0;0;0;0;0;0;;;;0;0;0;0972911;L;L  ;
289;Popowia Endl.;Popowia;;ID;Manado, Minahasa;1.48218;124.848922;; bb 17683 ;21;9;1933;Kessler PJA;1988-07-01T00:00:00;;Botany;L  0971743;0;0;0;0;0;0;01;07;1988;0;0;0;0971743;L;L  ;
290;Mezzettia leptopoda (Hook.f. & Thomson) Oliv.;Mezzettia;Mezzettia parviflora;ID;;-2.916667;104.75;Endert FH;Endert, FH E 457 ;;;;;;;Botany;L  0963722;0;0;0;0;0;0;;;;0;0;0;0963722;L;L  ;
291;Polyalthia glauca (Hassk.) F.Muell.;Maasia;Maasia glauca;ID;;-2.6351;121.0948;Unknown;Unknown Cel II 491 ;;;;;;;Botany;L  0989356;0;0;0;0;0;0;;;;0;0;0;0989356;L;L  ;
292;Annonaceae;;;ID;Z.O.B. Boeloengan, Noemoekan.;4.083333;117.666666;Henar GH;Henar, GH bb 26225 ;13;7;1938;Saunders RMK;2013-06-01T00:00:00;;Botany;L  0961217;0;0;0;0;0;0;01;06;2013;0;0;0;0961217;L;L  ;
293;Polyalthia glauca (Hassk.) F.Muell.;Maasia;Maasia glauca;ID;;-4.872;122.6033;Waturandang AG;Waturandang, AG bb 21341 ;;;;;;;Botany;L  0974745;0;0;0;0;0;0;;;;0;0;0;0974745;L;L  ;
294;Mezzettia Becc.;Mezzettia;;ID;ZW Afd, v. Borneo, Tidoengsch Landen;-3.5;115.5;; bb 18196 ;20;1;1934;Steenis CGGJ van;;;Botany;L  0972309;0;0;0;0;0;0;;;;0;0;0;0972309;L;L  ;
295;Xylopia L.;Xylopia;;ID;;-2.916667;104.75;Endert FH;Endert, FH E 885 ;;;;;;;Botany;L  0964030;0;0;0;0;0;0;;;;0;0;0;0964030;L;L  ;
296;Neo-Uvaria acuminatissima (Miq.) Airy Shaw;Neo-Uvaria;Neo-Uvaria acuminatissima;ID;Archipel. Ind. Oostkust v. Sumatra, Ben. Langkat.;3.66;98.17;Unknown;Unknown bb 16605 ;7;4;1932;Sinclair J;1956-05-01T00:00:00;;Botany;L  0989894;0;0;0;0;0;0;01;05;1956;0;0;0;0989894;L;L  ;
297;Xylopia L.;Xylopia;;ID;Archipel. Ind. Sum. Atjeh en Ond. Gajo Loeeus Gn. Agosan.;3.9058;97.3864;Amiroeddin;Amiroeddin bb 22428 ;9;2;1937;;;;Botany;L  0975376;0;0;0;0;0;0;;;;0;0;0;0975376;L;L  ;
298;Xylopia L.;Xylopia;;ID;;1.05;103.366667;Hasiboean K;Hasiboean, K bb 20379 ;;;;;;;Botany;L  0974108;0;0;0;0;0;0;;;;0;0;0;0974108;L;L  ;
299;Polyalthia Blume;Polyalthia;;ID;Archipel. Ind. Res. Bangka en Onderh. ond. afd. Zuid Bangka Rias.;-2.966667;106.45;Unknown;Unknown bb 15399 ;6;6;1931;;;;Botany;L  0987230;0;0;0;0;0;0;;;;0;0;0;0987230;L;L  ;
300;Cyathocalyx Champ. ex Hook.f. & Thomson;Cyathocalyx;;ID;;-2.6351;121.0948;Unknown;Unknown Cel II 375 ;;;;;;;Botany;L  0989344;0;0;0;0;0;0;;;;0;0;0;0989344;L;L  ;
301;Xylopia malayana Hook.f. & Thomson;Xylopia;Xylopia malayana;ID;;-2.6351;121.0948;Unknown;Unknown Cel II 472 ;;;;;;;Botany;L  0988622;0;0;0;0;0;0;;;;0;0;0;0988622;L;L  ;
302;Polyalthia Blume;Polyalthia;;ID;Wester afd. v. Borneo, Melawi Ng. Betoeng, B. Bedjoewar;0.083333;111.483333;Unknown;Unknown bb 26843 ;29;1;1939;;;;Botany;L  0961592;0;0;0;0;0;0;;;;0;0;0;0961592;L;L  ;
303;Xylopia malayana Hook.f. & Thomson;Xylopia;Xylopia malayana;ID;;-2.6351;121.0948;Unknown;Unknown Cel II 493 ;;;;;;;Botany;L  0988626;0;0;0;0;0;0;;;;0;0;0;0988626;L;L  ;
304;Xylopia L.;Xylopia;;ID;;-2.916667;104.75;Thorenaar A;Thorenaar, A T 971 ;8;9;1924;;;;Botany;L  0963506;0;0;0;0;0;0;;;;0;0;0;0963506;L;L  ;
305;Mezzettia Becc.;Mezzettia;;ID;ZO Afd. v. Borneo, West Koetei;0.0;116.5;; bb 16046 ;1;11;1931;Steenis CGGJ van;;;Botany;L  0989470;0;0;0;0;0;0;;;;0;0;0;0989470;L;L  ;
306;Xylopia malayana Hook.f. & Thomson;Xylopia;Xylopia malayana;ID;Molukken, Tanimber eilanden, Ilgnei Otimmer;-7.879581;131.284186;Buwalda P;Buwalda, P bb 24303 ;18;3;1938;;;;Botany;L  0979549;0;0;0;0;0;0;;;;0;0;0;0979549;L;L  ;
307;Mezzettia Becc.;Mezzettia;;ID;ZO Afd. v. Borneo, West Koetei;0.0;116.5;; bb 16969 ;16;3;1932;Steenis CGGJ van;;;Botany;L  0971046;0;0;0;0;0;0;;;;0;0;0;0971046;L;L  ;
308;Sageraea lanceolata Miq.;Sageraea;Sageraea lanceolata;ID;;-2.916667;104.75;Endert FH;Endert, FH E 892 ;;;;;;;Botany;L  0964034;0;0;0;0;0;0;;;;0;0;0;0964034;L;L  ;
309;Monocarpia maingayi (Hook.f. & Thomson) I.M.Turner;Cyathocalyx;Cyathocalyx maingayi;ID;Indonesia, Sumatra, Riau,;0.116667;101.316667;Unknown;Unknown bb 27664 ;11;1;1939;Turner IM;2012-02-01T00:00:00;;Botany;L  0962443;0;0;0;0;0;0;01;02;2012;0;0;0;0962443;L;L  ;
310;Polyalthia Blume;Polyalthia;;ID;Archipel. Ind. Manado, Amoerang.;1.179489;124.571324;; bb 17970 ;24;10;1933;Steenis CGGJ van;;;Botany;L  0972024;0;0;0;0;0;0;;;;0;0;0;0972024;L;L  ;
311;Sageraea lanceolata Miq.;Sageraea;Sageraea lanceolata;ID;Indonesia. Sumatra, Res. Palembang, ond. afd. Banjoeasin en Koeboesterken.;-2.916667;104.75;Endert FH;Endert, FH E 862 ;21;2;1922;Heusden ECH van;;;Botany;L  0964021;0;0;0;0;0;0;;;;0;0;0;0964021;L;L  ;
312;Mezzettia leptopoda (Hook.f. & Thomson) Oliv.;Mezzettia;Mezzettia parviflora;ID;;-2.916667;104.75;Endert FH;Endert, FH E 454 ;;;;;;;Botany;L  0963720;0;0;0;0;0;0;;;;0;0;0;0963720;L;L  ;
313;Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;Maasia glauca;ID;Archipel. Ind.: Molukken, Sroe-eilanden, Dosinamlaoe, P. Wokam.;-5.7447;134.5269;Unknown;Unknown bb 25371 ;2;6;1938;;;;Botany;L  0980323;0;0;0;0;0;0;;;;0;0;0;0980323;L;L  ;
314;Polyalthia Blume;Polyalthia;;ID;"Archipel. Ind.; Molukken, Aroe-eilanden, Dosi, P. Wokam.";-5.7447;134.5269;Unknown;Unknown bb 25257 ;9;5;1938;;;;Botany;L  0980181;0;0;0;0;0;0;;;;0;0;0;0980181;L;L  ;
315;Polyalthia Blume;Polyalthia;;ID;Riouw en Ond. Karimoen;1.05;103.366667;; bb 17336 ;14;3;1933;Steenis CGGJ van;;;Botany;L  0971433;0;0;0;0;0;0;;;;0;0;0;0971433;L;L  ;
316;Polyalthia Blume;Polyalthia;;ID;;-2.6351;121.0948;Unknown;Unknown Cel II 482 ;;;;;;;Botany;L  0989354;0;0;0;0;0;0;;;;0;0;0;0989354;L;L  ;
317;Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;Cananga odorata;ID;;-2.6351;121.0948;Unknown;Unknown Cel II 444 ;;;;;;;Botany;L  0988614;0;0;0;0;0;0;;;;0;0;0;0988614;L;L  ;
318;Polyalthia Blume;Polyalthia;;ID;Archipel. Ind.: Celebes en Ond. Malili, Angkona.;-2.6351;121.0948;; bb 24968 ;30;6;1938;;;;Botany;L  0979845;0;0;0;0;0;0;;;;0;0;0;0979845;L;L  ;
319;Polyalthia Blume;Polyalthia;;ID;Archipel. Ind. Celebes en Ond. Raha (Moena) Wasalangka.;-5.086;122.4438;Waturandang AG;Waturandang, AG bb 21390 ;3;9;1936;Steenis CGGJ van;1936-11-01T00:00:00;;Botany;L  0974794;0;0;0;0;0;0;01;11;1936;0;0;0;0974794;L;L  ;
320;Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;Hubera rumphii;ID;;-2.6351;121.0948;Unknown;Unknown Cel V 191 ;;;;;;;Botany;L  0971221;0;0;0;0;0;0;;;;0;0;0;0971221;L;L  ;
321;Annonaceae;;;ID;;-2.916667;104.75;Endert FH;Endert, FH E 897 ;;;;;;;Botany;L  0964038;0;0;0;0;0;0;;;;0;0;0;0964038;L;L  ;
322;Monoon lateriflorum (Blume) Miq.;Polyalthia;Polyalthia lateriflora;ID;Molukken, Tanimber-eilanden, Otimmer;-7.583333;131.4;Buwalda P;Buwalda, P bb 24371 ;31;3;1938;Nurmawati S;2017-08-01T00:00:00;;Botany;L  0979593;0;0;0;0;0;0;01;08;2017;0;0;0;0979593;L;L  ;
323;Xylopia L.;Xylopia;;ID;;-2.916667;104.75;Endert FH;Endert, FH E 310 ;;;;;;;Botany;L  0963639;0;0;0;0;0;0;;;;0;0;0;0963639;L;L  ;
324;Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;Cananga odorata;ID;Manado, Paloe, Kali Tokararoe, O. Lindoemeer;1.48218;124.848922;Unknown;Unknown bb 28250 ;6;7;1939;Steenis CGGJ van;1941-01-01T00:00:00;;Botany;L  0962780;0;0;0;0;0;0;01;01;1941;0;0;0;0962780;L;L  ;
325;Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;Cananga odorata;ID;Molukken, Boeroe, Balo2;-2.25;121.0;Unknown;Unknown bb 25188 ;16;7;1938;Steenis CGGJ van;1940-12-01T00:00:00;;Botany;L  0980081;0;0;0;0;0;0;01;12;1940;0;0;0;0980081;L;L  ;
326;Mezzettia parviflora Becc.;Mezzettia;Mezzettia parviflora;ID;Archipel. Ind. Sum. Westk. Bangkinang. Simpang dareh.;0.35;101.033333;Versteegh C;Versteegh, C bb 23609 ;16;12;1937;Kessler PJA;1989-06-01T00:00:00;;Botany;L  0978967;0;0;0;0;0;0;01;06;1989;0;0;0;0978967;L;L  ;
327;Xylopia fusca Maingay ex Hook.f. & Thomson;Xylopia;Xylopia fusca;ID;Riouw en Ond. Karimoen, Mentangoen.;1.05;103.366667;Djaroki;Djaroki bb 21529 ;20;10;1936;Johnson DM;2014-04-01T00:00:00;;Botany;L  0974839;0;0;0;0;0;0;01;04;2014;0;0;0;0974839;L;L  ;
328;Xylopia L.;Xylopia;;ID;;-2.916667;104.75;Endert FH;Endert, FH E 739 ;;;;;;;Botany;L  0963938;0;0;0;0;0;0;;;;0;0;0;0963938;L;L  ;
329;Mezzettia Becc.;Mezzettia;;ID;Archipel. Ind. Riouw en Ond. Karimoen O.;1.05;103.366667;; bb 17335 ;13;3;1933;Steenis CGGJ van;;;Botany;L  0971432;0;0;0;0;0;0;;;;0;0;0;0971432;L;L  ;
330;Alphonsea Hook.f. & Thomson;Alphonsea;;ID;Molukken, Ternate, Tidore en Batjan, Saoran Domoet eil. Batjan;-0.562308;127.458716;Haan GAL de;Haan, GAL de bb 23180 ;24;8;1937;Kessler PJA;1988-07-01T00:00:00;;Botany;L  0978664;0;0;0;0;0;0;01;07;1988;0;0;0;0978664;L;L  ;
331;Xylopia ferruginea (Hook.f. & Thomson) Baill.;Xylopia;Xylopia ferruginea;ID;Z.O. borneo, West Kutei.;0.0;116.5;Boschproefstation;Boschproefstation bb 16961 ;17;3;1932;Johnson DM;2014-04-01T00:00:00;;Botany;L  0971038;0;0;0;0;0;0;01;04;2014;0;0;0;0971038;L;L  ;
332;Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;Cananga odorata;ID;Archipel. Ind. Sumatra Palembang Lematang Ilir.;-3.75;103.75;Endert FH;Endert, FH E 904 ;25;5;1923;Bakhuizen van den Brink Jr RC;;;Botany;L  0964043;0;0;0;0;0;0;;;;0;0;0;0964043;L;L  ;
333;Polyalthia Blume;Polyalthia;;ID;Archipel. Ind. Celebes en Ond. Moena, Onsoeme.;-4.872;122.6033;Waturandang AG;Waturandang, AG bb 21765 ;13;1;1937;;;;Botany;L  0974986;0;0;0;0;0;0;;;;0;0;0;0974986;L;L  ;
334;Xylopia fusca Maingay ex Hook.f. & Thomson;Xylopia;Xylopia fusca;ID;Riouw en Ond. Indrag. Bovenl. Moeara Podjangki.;0.308611;100.619722;Boschproefstation;Boschproefstation bb 27427 ;6;4;1939;Johnson DM;2014-04-01T00:00:00;;Botany;L  0962219;0;0;0;0;0;0;01;04;2014;0;0;0;0962219;L;L  ;
335;Polyalthia Blume;Polyalthia;;ID;;-2.916667;104.75;Thorenaar A;Thorenaar, A T 969 ;7;9;1924;;;;Botany;L  0963505;0;0;0;0;0;0;;;;0;0;0;0963505;L;L  ;
336;Polyalthia Blume;Polyalthia;;ID;;2.9;117.100278;Unknown;Unknown bb 26200 ;8;7;1938;;;;Botany;L  0961192;0;0;0;0;0;0;;;;0;0;0;0961192;L;L  ;
337;Mitrephora (Blume) Hook.f. & Thomson;Mitrephora;;ID;;-4.872;122.6033;Waturandang AG;Waturandang, AG bb 21343 ;;;;;;;Botany;L  0974747;0;0;0;0;0;0;;;;0;0;0;0974747;L;L  ;
338;Orophea corymbosa (Blume) Miq.;Orophea;Orophea corymbosa;ID;Archipel. Ind. sumatra, Res Benkoelen. Ond. Afd. Redjang. N. helling Bt. Kaba.;-3.17;102.5;Endert FH;Endert, FH E 1048 ;23;6;1921;;;;Botany;L  0964148;0;0;0;0;0;0;;;;0;0;0;0964148;L;L  ;
339;Polyalthia Blume;Polyalthia;;ID;;0.0;116.5;Unknown;Unknown bb 14831 ;3;12;1930;;;;Botany;L  0994477;0;0;0;0;0;0;;;;0;0;0;0994477;L;L  ;
340;Polyalthia glauca (Hassk.) F.Muell.;Maasia;Maasia glauca;ID;;-2.6351;121.0948;Unknown;Unknown Cel II 446 ;;;;;;;Botany;L  0989349;0;0;0;0;0;0;;;;0;0;0;0989349;L;L  ;
341;Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;Maasia glauca;ID;Celebes en Ond. Raha (Moena), Wasalangka;-5.086;122.4438;Waturandang AG;Waturandang, AG bb 21324 ;18;8;1936;;;;Botany;L  0974730;0;0;0;0;0;0;;;;0;0;0;0974730;L;L  ;
342;Polyalthia Blume;Polyalthia;;ID;Archipel. Ind.: Riouw en Ond. Indrag. Bovenlanden, Kwala Belilas.;-0.568333;102.400333;Unknown;Unknown bb 27589 ;27;4;1939;;;;Botany;L  0962372;0;0;0;0;0;0;;;;0;0;0;0962372;L;L  ;
343;Alphonsea javanica Scheff.;Alphonsea;Alphonsea javanica;ID;Riouw en Ond. Tandjong Pinang;0.5;101.75;; bb 17396 ;;;;Kessler PJA;1990-01-01T00:00:00;;Botany;L  0971504;0;0;0;0;0;0;01;01;1990;0;0;0;0971504;L;L  ;
344;Polyalthia Blume;Polyalthia;;ID;Archipel. Ind.: Z. en O. Afd.v.Borneo, Balikpapan, Pemaloean.;-1.066666;116.65;Unknown;Unknown bb 24754 ;24;6;1938;;;;Botany;L  0979885;0;0;0;0;0;0;;;;0;0;0;0979885;L;L  ;
345;Mezzettia parviflora Becc.;Mezzettia;Mezzettia parviflora;ID;Ternate, Tidore en Batjan, A. Kasina, Eil. Obi;-0.636562;127.371968;Haan GAL de;Haan, GAL de bb 23803 ;11;11;1937;Kessler PJA;1989-06-01T00:00:00;;Botany;L  0979027;0;0;0;0;0;0;01;06;1989;0;0;0;0979027;L;L  ;
346;Mitrephora (Blume) Hook.f. & Thomson;Mitrephora;;ID;;-2.6351;121.0948;Unknown;Unknown Cel V 247 ;;;;;;;Botany;L  0971524;0;0;0;0;0;0;;;;0;0;0;0971524;L;L  ;
347;Xylopia stenopetala Oliv.;Xylopia;Xylopia stenopetala;ID;Sum. Tapanoeli, Angkola en Sipirok, Panobasan.;1.616667;99.266667;Boschproefstation;Boschproefstation bb 27141 ;8;2;1939;Johnson DM;2014-03-01T00:00:00;;Botany;L  0961930;0;0;0;0;0;0;01;03;2014;0;0;0;0961930;L;L  ;
348;Mitrephora diversifolia (Span.) Miq.;Mitrephora;Mitrephora diversifolia;ID;Indonesia. Manado, RAta Totok.;1.48218;124.848922;; bb 21682 ;21;11;1936;Weerasooriya AD;2001-03-01T00:00:00;;Botany;L  0974889;0;0;0;0;0;0;01;03;2001;0;0;0;0974889;L;L  ;
349;Desmos Lour.;Desmos;;ID;On slope above Lake Ranau, Sumatra.;-4.833333;103.916667;Forbes HO;Forbes, HO  2114 ;1;1;1881;Chaowasku T;2007-06-01T00:00:00;;Botany;L  0939956;0;0;0;0;0;0;01;06;2007;0;0;0;0939956;L;L  ;
350;Mezzettia Becc.;Mezzettia;;ID;Borneo, Res. Z en O Afd. v. Borneo, ond. afd. West Koetei, Kembang Djanggoet;0.156863;116.362865;; bb 15677 ;9;10;1931;;;;Botany;L  0989316;0;0;0;0;0;0;;;;0;0;0;0989316;L;L  ;
351;Mezzettia parviflora Becc.;Mezzettia;Mezzettia parviflora;ID;Tapanuli Sibolga;1.75;98.8;Huta Galung A;Huta Galung, A bb 19332 ;;;;;;;Botany;L  0973485;0;0;0;0;0;0;;;;0;0;0;0973485;L;L  ;
